Age_column,Male_column,Female_column,Total
0,4300,3953,8253
1,4016,3744,7760
2,3529,3250,6784
3,2756,2604,5360
4,3014,2788,5802
5,3387,3186,6495
6,3704,3560,7264
7,3754,3597,7351
8,3839,3618,7457
9,3755,3463,7248
10,3869,3647,7516
11,3865,3666,7551
12,3843,3656,7502
13,3945,3652,7697
14 - 15,3794,3647,7441
15 - 16,3866,3576,7262
16 -17,3440,3316,6755
17 - 18,3305,3289,6594
18 - 19,3085,3372,6460
19 - 20,2932,3185,6117
20 -21,3000,3060,6050
21 - 25,8577,11468,21265
25 - 30,10409,12873,23262
30 - 35,10109,11754,21683
35 - 40,9926,10549,20457
40 - 45,6615,9460,19676
45 - 50,5943,8257,17200
50 - 55,7725,7573,15182
55 - 60,7243,6448,13691
60 - 65,6071,5768,11284
65 - 70,4469,4110,8519
70 - 75,2873,2764,5697
75 - 80,1865,1569,3444
80 - 85,828,847,1675
85 - 90,302,292,594
90 - 95,66,109,175
95 - 100,10,17,27
oltre 100,3,6,9
