Age_column,Male_column,Female_column,Total
0,2909.0,2767.0,5676.0
1,2720.0,2628.0,5348.0
2,1791.0,1688.0,3479.0
3,1402.0,1385.0,2787.0
4,1508.0,1418.0,2926.0
5,1952.0,1827.0,3779.0
6,2674.0,2659.0,5333.0
7,2730.0,2441.0,5171.0
8,2837.0,2723.0,5560.0
9,2862.0,2830.0,5692.0
10,2879.0,2775.0,5654.0
11,2738.0,2643.0,5381.0
12,2645.0,2539.0,5184.0
13,2708.0,2410.0,5118.0
14 - 15,2421.0,2313.0,4734.0
15 - 16,2313.0,2196.0,4509.0
16 -17,2445.0,2197.0,4642.0
17 - 18,2471.0,2227.0,4698.0
18 - 19,2196.0,2111.0,4307.0
19 - 20,2643.0,2170.0,4813.0
20 -21,2318.0,2163.0,4481.0
21 - 25,8125.0,8059.0,16184.0
25 - 30,9607.0,10009.0,19616.0
30 - 35,8775.0,9143.0,17918.0
35 - 40,8466.0,8484.0,16950.0
40 - 45,7466.0,7245.0,14711.0
45 - 50,7156.0,6721.0,13877.0
50 - 55,6530.0,6152.0,12682.0
55 - 60,6534.0,6295.0,12829.0
60 - 65,5739.0,5511.0,11250.0
65 - 70,4226.0,4093.0,8319.0
70 - 75,3212.0,3275.0,6487.0
75 - 80,2111.0,2027.0,4138.0
80 - 85,759.0,942.0,1701.0
85 - 90,213.0,307.0,520.0
90 - 95,36.0,71.0,107.0
95 - 100,1.0,8.0,9.0
oltre 100,,,
