Age_column,Male_column,Female_column,Total
0,4673.0,4380.0,9053.0
1,4460.0,4028.0,8488.0
2,3066.0,2861.0,5927.0
3,2908.0,2523.0,5431.0
4,2577.0,2455.0,5032.0
5,3147.0,2983.0,6130.0
6,3842.0,3835.0,7677.0
7,3791.0,3571.0,7362.0
8,3947.0,3732.0,7679.0
9,3787.0,3516.0,7203.0
10,3401.0,3544.0,6945.0
11,4053.0,3737.0,7790.0
12,3555.0,3767.0,7322.0
13,3520.0,3312.0,6832.0
14 - 15,3190.0,3214.0,6404.0
15 - 16,3148.0,3335.0,6483.0
16 -17,3260.0,3328.0,6588.0
17 - 18,3135.0,3116.0,6251.0
18 - 19,2500.0,2871.0,5371.0
19 - 20,2765.0,2908.0,5673.0
20 -21,1836.0,2887.0,4723.0
21 - 25,9208.0,11691.0,20909.0
25 - 30,8128.0,12092.0,20220.0
30 - 35,7937.0,11283.0,19220.0
35 - 40,7916.0,9904.0,17820.0
40 - 45,7558.0,8904.0,16462.0
45 - 50,7198.0,7757.0,14975.0
50 - 55,6788.0,7172.0,13960.0
55 - 60,6831.0,6671.0,13502.0
60 - 65,6458.0,6598.0,13056.0
65 - 70,5528.0,5518.0,11046.0
70 - 75,4248.0,4026.0,8274.0
75 - 80,2062.0,2995.0,5057.0
80 - 85,1359.0,1344.0,2703.0
85 - 90,447.0,426.0,873.0
90 - 95,59.0,81.0,140.0
95 - 100,1.0,51.0,52.0
oltre 100,613.0,1199.0,1812.0
