Age_column,Male_column,Female_column,Total
0,7549,7201,14750
1,7064,6747,13811
2,4553,4567,9120
3,3988,3808,7796
4,4288,4173,8461
5,5536,5486,11042
6,7625,7712,15387
7,8050,7783,15833
8,8284,8089,16378
9,8155,8034,16189
10,8295,8105,16400
11,8211,8015,16226
12,8522,8195,16717
13,8643,8239,16882
14 - 15,8483,8317,16800
15 - 16,8370,8051,16421
16 -17,8322,8028,16350
17 - 18,8419,7767,16186
18 - 19,7790,7696,15486
19 - 20,7900,7582,15482
20 -21,7044,7459,14503
21 - 25,27749,28232,55972
25 - 30,27805,30131,57936
30 - 35,25926,27932,53868
35 - 40,23799,25889,49688
40 - 45,22934,23162,46096
45 - 50,21575,20759,42384
50 - 55,19200,18707,37907
55 - 60,17917,17581,35498
60 - 65,16488,16216,32704
65 - 70,13307,12535,25842
70 - 75,8943,8796,17739
75 - 80,5434,5399,10833
80 - 85,2063,2401,4464
85 - 90,527,765,1292
90 - 95,88,171,259
95 - 100,10,22,32
oltre 100,1,2,3
