provincia,COD_PROV,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
Catanzaro,79,1881,T,20_24,20,2.5,0.008943,0.043738,49090.0,2147.1,240082.4,1828694.3,37.25
Catanzaro,79,1881,T,25_29,25,2.5,0.011354,0.055202,46942.9,2591.4,228236.3,1588611.9,33.84
Catanzaro,79,1881,T,30_34,30,2.5,0.010518,0.051243,44351.6,2272.7,216076.2,1360375.6,30.67
Catanzaro,79,1881,T,35_39,35,2.5,0.015864,0.076292,42078.9,3210.3,202368.7,1144299.4,27.19
Catanzaro,79,1881,T,40_44,40,2.5,0.014557,0.070228,38868.6,2729.7,187518.8,941930.8,24.23
Catanzaro,79,1881,T,45_49,45,2.5,0.023879,0.11267,36138.9,4071.8,170515.1,754412.0,20.88
Catanzaro,79,1881,T,50_54,50,2.5,0.020604,0.097975,32067.1,3141.8,152481.2,583896.9,18.21
Catanzaro,79,1881,T,55_59,55,2.5,0.041527,0.188108,28925.3,5441.1,131024.0,431415.7,14.91
Catanzaro,79,1881,T,60_64,60,2.5,0.036452,0.167037,23484.2,3922.7,107614.3,300391.7,12.79
Catanzaro,79,1881,T,65_69,65,2.5,0.075172,0.316398,19561.5,6189.2,82334.4,192777.4,9.85
Catanzaro,79,1881,T,70_74,70,2.5,0.081477,0.338447,13372.3,4525.8,55546.9,110443.0,8.26
Catanzaro,79,1881,T,75_79,75,2.5,0.148845,0.542394,8846.5,4798.3,32236.7,54896.1,6.21
Catanzaro,79,1881,T,80_84,80,2.5,0.145052,0.53225,4048.2,2154.7,14854.3,22659.4,5.6
Catanzaro,79,1881,T,85plus,85,4.122,0.242604,1.0,1893.5,1893.5,7805.1,7805.1,4.12
Catanzaro,79,1881,M,0,0,0.2992,0.357697,0.285999,100000.0,28599.9,79955.7,2893754.9,28.94
Catanzaro,79,1881,M,1_4,1,1.5,0.063078,0.217944,71400.1,15561.2,246697.2,2813799.2,39.41
Catanzaro,79,1881,M,5_9,5,2.5,0.011579,0.056265,55838.9,3141.8,271339.9,2567101.9,45.97
Catanzaro,79,1881,M,10_14,10,2.5,0.005685,0.028027,52697.1,1476.9,259793.1,2295762.1,43.57
Catanzaro,79,1881,M,15_19,15,2.5,0.006299,0.031009,51220.2,1588.3,252130.1,2035969.0,39.75
Catanzaro,79,1881,M,20_24,20,2.5,0.010201,0.049736,49631.9,2468.5,241988.2,1783838.8,35.94
Catanzaro,79,1881,M,25_29,25,2.5,0.01211,0.05877,47163.4,2771.8,228887.4,1541850.7,32.69
Catanzaro,79,1881,M,30_34,30,2.5,0.012339,0.059847,44391.6,2656.7,215316.2,1312963.2,29.58
Catanzaro,79,1881,M,35_39,35,2.5,0.016654,0.07994,41734.9,3336.3,200333.8,1097647.0,26.3
Catanzaro,79,1881,M,40_44,40,2.5,0.017015,0.081605,38398.6,3133.5,184159.3,897313.2,23.37
Catanzaro,79,1881,M,45_49,45,2.5,0.028815,0.134392,35265.1,4739.3,164477.2,713153.9,20.22
Catanzaro,79,1881,M,50_54,50,2.5,0.023947,0.112972,30525.8,3448.5,144007.4,548676.7,17.97
Catanzaro,79,1881,M,55_59,55,2.5,0.045281,0.203383,27077.2,5507.0,121618.5,404669.3,14.95
Catanzaro,79,1881,M,60_64,60,2.5,0.03609,0.165515,21570.2,3570.2,98925.4,283050.8,13.12
Catanzaro,79,1881,M,65_69,65,2.5,0.070021,0.297949,18000.0,5363.1,76592.2,184125.3,10.23
Catanzaro,79,1881,M,70_74,70,2.5,0.083914,0.346812,12636.9,4382.6,52228.0,107533.1,8.51
Catanzaro,79,1881,M,75_79,75,2.5,0.129046,0.487843,8254.3,4026.8,31204.4,55305.1,6.7
Catanzaro,79,1881,M,80_84,80,2.5,0.144444,0.530612,4227.5,2243.2,15529.5,24100.7,5.7
Catanzaro,79,1881,M,85plus,85,4.3194,0.231511,1.0,1984.3,1984.3,8571.2,8571.2,4.32
Catanzaro,79,1881,F,0,0,0.3141,0.337838,0.274281,100000.0,27428.1,81187.3,3022282.0,30.22
Catanzaro,79,1881,F,1_4,1,1.5,0.06644,0.227904,72571.9,16539.5,248938.8,2941094.7,40.53
Catanzaro,79,1881,F,5_9,5,2.5,0.012609,0.061119,56032.4,3424.6,271600.4,2692155.9,48.05
Catanzaro,79,1881,F,10_14,10,2.5,0.006499,0.031974,52607.8,1682.1,258833.6,2420555.5,46.01
Catanzaro,79,1881,F,15_19,15,2.5,0.00559,0.027564,50925.7,1403.7,251119.0,2161721.9,42.45
Catanzaro,79,1881,F,20_24,20,2.5,0.007656,0.037563,49521.9,1860.2,242959.2,1910602.9,38.58
Catanzaro,79,1881,F,25_29,25,2.5,0.010583,0.05155,47661.7,2457.0,232166.3,1667643.7,34.99
Catanzaro,79,1881,F,30_34,30,2.5,0.008747,0.042798,45204.8,1934.7,221187.2,1435477.4,31.75
Catanzaro,79,1881,F,35_39,35,2.5,0.015066,0.072596,43270.1,3141.2,208497.5,1214290.2,28.06
Catanzaro,79,1881,F,40_44,40,2.5,0.012259,0.059472,40128.9,2386.5,194678.2,1005792.6,25.06
Catanzaro,79,1881,F,45_49,45,2.5,0.019238,0.091777,37742.4,3463.9,180052.1,811114.5,21.49
Catanzaro,79,1881,F,50_54,50,2.5,0.017771,0.085076,34278.5,2916.3,164101.7,631062.3,18.41
Catanzaro,79,1881,F,55_59,55,2.5,0.038092,0.173902,31362.2,5453.9,143176.2,466960.6,14.89
Catanzaro,79,1881,F,60_64,60,2.5,0.036759,0.168327,25908.3,4361.1,118638.7,323784.4,12.5
Catanzaro,79,1881,F,65_69,65,2.5,0.080171,0.333926,21547.2,7195.2,89748.2,205145.6,9.52
Catanzaro,79,1881,F,70_74,70,2.5,0.079584,0.331889,14352.1,4763.3,59852.0,115397.5,8.04
Catanzaro,79,1881,F,75_79,75,2.5,0.168138,0.591891,9588.8,5675.5,33755.1,55545.4,5.79
Catanzaro,79,1881,F,80_84,80,2.5,0.14554,0.533563,3913.3,2088.0,14346.4,21790.3,5.57
Catanzaro,79,1881,F,85plus,85,4.0782,0.245205,1.0,1825.3,1825.3,7443.9,7443.9,4.08
Chieti,69,1881,T,0,0,0.3063,0.284267,0.237442,100000.0,23744.2,83527.9,3428609.5,34.29
Chieti,69,1881,T,1_4,1,1.5,0.071722,0.243269,76255.8,18550.7,258646.4,3345081.5,43.87
Chieti,69,1881,T,5_9,5,2.5,0.010933,0.053213,57705.1,3070.6,280848.9,3086435.2,53.49
Chieti,69,1881,T,10_14,10,2.5,0.004774,0.02359,54634.5,1288.8,269950.3,2805586.3,51.35
Chieti,69,1881,T,15_19,15,2.5,0.005075,0.025056,53345.7,1336.7,263386.6,2535636.0,47.53
Chieti,69,1881,T,20_24,20,2.5,0.007558,0.037091,52009.0,1929.1,255222.3,2272249.4,43.69
Chieti,69,1881,T,25_29,25,2.5,0.008328,0.040791,50079.9,2042.8,245292.7,2017027.0,40.28
Chieti,69,1881,T,30_34,30,2.5,0.00739,0.036278,48037.1,1742.7,235828.9,1771734.4,36.88
Chieti,69,1881,T,35_39,35,2.5,0.008105,0.039723,46294.4,1838.9,226874.8,1535905.5,33.18
Chieti,69,1881,T,40_44,40,2.5,0.008431,0.041284,44455.5,1835.3,217689.2,1309030.6,29.45
Chieti,69,1881,T,45_49,45,2.5,0.011441,0.055616,42620.2,2370.4,207175.0,1091341.4,25.61
Chieti,69,1881,T,50_54,50,2.5,0.013444,0.065036,40249.8,2617.7,194704.8,884166.4,21.97
Chieti,69,1881,T,55_59,55,2.5,0.022338,0.10578,37632.1,3980.7,178208.8,689461.5,18.32
Chieti,69,1881,T,60_64,60,2.5,0.025206,0.11856,33651.4,3989.7,158282.7,511252.8,15.19
Chieti,69,1881,T,65_69,65,2.5,0.049001,0.218267,29661.7,6474.2,132123.0,352970.1,11.9
Chieti,69,1881,T,70_74,70,2.5,0.070646,0.30021,23187.5,6961.1,98534.8,220847.1,9.52
Chieti,69,1881,T,75_79,75,2.5,0.112717,0.439684,16226.4,7134.5,63295.8,122312.3,7.54
Chieti,69,1881,T,80_84,80,2.5,0.129851,0.490141,9091.9,4456.3,34318.7,59016.6,6.49
Chieti,69,1881,T,85plus,85,5.3279,0.187692,1.0,4635.6,4635.6,24697.8,24697.8,5.33
Chieti,69,1881,M,0,0,0.2992,0.291783,0.242245,100000.0,24224.5,83022.3,3417251.7,34.17
Chieti,69,1881,M,1_4,1,1.5,0.070855,0.240771,75775.5,18244.5,257490.7,3334229.4,44.0
Chieti,69,1881,M,5_9,5,2.5,0.010203,0.049748,57531.0,2862.1,280499.7,3076738.7,53.48
Chieti,69,1881,M,10_14,10,2.5,0.004629,0.022882,54668.9,1250.9,270217.2,2796239.0,51.15
Chieti,69,1881,M,15_19,15,2.5,0.005245,0.025883,53418.0,1382.6,263633.3,2526021.9,47.29
Chieti,69,1881,M,20_24,20,2.5,0.00835,0.040897,52035.3,2128.1,254856.5,2262388.6,43.48
Chieti,69,1881,M,25_29,25,2.5,0.008029,0.039357,49907.3,1964.2,244625.9,2007532.1,40.23
Chieti,69,1881,M,30_34,30,2.5,0.007434,0.036494,47943.1,1749.6,235341.3,1762906.2,36.77
Chieti,69,1881,M,35_39,35,2.5,0.007144,0.035095,46193.4,1621.1,226914.4,1527564.8,33.07
Chieti,69,1881,M,40_44,40,2.5,0.009478,0.046295,44572.3,2063.5,217702.8,1300650.4,29.18
Chieti,69,1881,M,45_49,45,2.5,0.013376,0.064715,42508.8,2751.0,205666.7,1082947.6,25.48
Chieti,69,1881,M,50_54,50,2.5,0.013809,0.06674,39757.9,2653.5,192155.7,877280.9,22.07
Chieti,69,1881,M,55_59,55,2.5,0.024076,0.113545,37104.4,4213.0,174989.5,685125.2,18.46
Chieti,69,1881,M,60_64,60,2.5,0.025749,0.120957,32891.4,3978.4,154510.8,510135.7,15.51
Chieti,69,1881,M,65_69,65,2.5,0.046152,0.206889,28912.9,5981.8,129610.3,355624.9,12.3
Chieti,69,1881,M,70_74,70,2.5,0.068867,0.29376,22931.2,6736.3,97815.2,226014.6,9.86
Chieti,69,1881,M,75_79,75,2.5,0.101359,0.404336,16194.9,6548.2,64604.1,128199.4,7.92
Chieti,69,1881,M,80_84,80,2.5,0.122145,0.467859,9646.7,4513.3,36950.4,63595.3,6.59
Chieti,69,1881,M,85plus,85,5.1905,0.192661,1.0,5133.4,5133.4,26644.9,26644.9,5.19
Chieti,69,1881,F,0,0,0.3141,0.276428,0.232371,100000.0,23237.1,84061.9,3438721.7,34.39
Chieti,69,1881,F,1_4,1,1.5,0.072617,0.245838,76762.9,18871.2,259873.6,3354659.7,43.7
Chieti,69,1881,F,5_9,5,2.5,0.01168,0.056744,57891.7,3285.0,281246.0,3094786.1,53.46
Chieti,69,1881,F,10_14,10,2.5,0.004927,0.024337,54606.7,1329.0,269711.0,2813540.2,51.52
Chieti,69,1881,F,15_19,15,2.5,0.004913,0.024266,53277.7,1292.8,263156.5,2543829.2,47.75
Chieti,69,1881,F,20_24,20,2.5,0.006804,0.033449,51984.9,1738.9,255577.3,2280672.7,43.87
Chieti,69,1881,F,25_29,25,2.5,0.008604,0.042115,50246.0,2116.1,245939.8,2025095.5,40.3
Chieti,69,1881,F,30_34,30,2.5,0.007348,0.036079,48129.9,1736.5,236308.2,1779155.7,36.97
Chieti,69,1881,F,35_39,35,2.5,0.008984,0.043933,46393.4,2038.2,226871.5,1542847.4,33.26
Chieti,69,1881,F,40_44,40,2.5,0.007469,0.036659,44355.2,1626.0,217711.0,1315975.9,29.67
Chieti,69,1881,F,45_49,45,2.5,0.00965,0.047115,42729.2,2013.2,208613.0,1098264.9,25.7
Chieti,69,1881,F,50_54,50,2.5,0.013112,0.063481,40716.0,2584.7,197118.2,889652.0,21.85
Chieti,69,1881,F,55_59,55,2.5,0.020772,0.098733,38131.3,3764.8,181244.4,692533.8,18.16
Chieti,69,1881,F,60_64,60,2.5,0.024715,0.116383,34366.5,3999.7,161833.1,511289.4,14.88
Chieti,69,1881,F,65_69,65,2.5,0.051772,0.229197,30366.8,6960.0,134434.0,349456.3,11.51
Chieti,69,1881,F,70_74,70,2.5,0.072409,0.306553,23406.8,7175.4,99095.5,215022.3,9.19
Chieti,69,1881,F,75_79,75,2.5,0.125617,0.47798,16231.4,7758.3,61761.3,115926.8,7.14
Chieti,69,1881,F,80_84,80,2.5,0.137587,0.511869,8473.1,4337.1,31522.7,54165.5,6.39
Chieti,69,1881,F,85plus,85,5.4746,0.182663,1.0,4136.0,4136.0,22642.8,22642.8,5.47
Como,13,1881,T,0,0,0.3058,0.233183,0.200694,100000.0,20069.4,86067.1,3686267.5,36.86
Como,13,1881,T,1_4,1,1.5,0.046264,0.165871,79930.6,13258.2,286577.0,3600200.4,45.04
Como,13,1881,T,5_9,5,2.5,0.009962,0.048598,66672.5,3240.1,325261.9,3313623.3,49.7
Como,13,1881,T,10_14,10,2.5,0.005772,0.028448,63432.3,1804.5,312650.3,2988361.4,47.11
Como,13,1881,T,15_19,15,2.5,0.008031,0.039366,61627.8,2426.0,302073.9,2675711.1,43.42
Como,13,1881,T,20_24,20,2.5,0.009993,0.048746,59201.8,2885.9,288794.1,2373637.3,40.09
Como,13,1881,T,25_29,25,2.5,0.008682,0.04249,56315.9,2392.8,275597.3,2084843.2,37.02
Como,13,1881,T,30_34,30,2.5,0.009462,0.046215,53923.0,2492.1,263385.0,1809245.9,33.55
Como,13,1881,T,35_39,35,2.5,0.010307,0.050239,51431.0,2583.9,250695.2,1545860.8,30.06
Como,13,1881,T,40_44,40,2.5,0.011063,0.053826,48847.1,2629.3,237662.5,1295165.6,26.51
Como,13,1881,T,45_49,45,2.5,0.011766,0.057149,46217.9,2641.3,224486.0,1057503.1,22.88
Como,13,1881,T,50_54,50,2.5,0.01821,0.087084,43576.5,3794.8,208395.6,833017.1,19.12
Como,13,1881,T,55_59,55,2.5,0.023193,0.109608,39781.7,4360.4,188007.6,624621.5,15.7
Como,13,1881,T,60_64,60,2.5,0.040834,0.18526,35421.3,6562.2,160701.3,436613.9,12.33
Como,13,1881,T,65_69,65,2.5,0.066595,0.28545,28859.2,8237.9,123701.2,275912.6,9.56
Como,13,1881,T,70_74,70,2.5,0.102088,0.406653,20621.3,8385.7,82142.3,152211.3,7.38
Como,13,1881,T,75_79,75,2.5,0.137645,0.512028,12235.6,6265.0,45515.6,70069.0,5.73
Como,13,1881,T,80_84,80,2.5,0.222348,0.714545,5970.6,4266.3,19187.4,24553.5,4.11
Como,13,1881,T,85plus,85,3.1484,0.317618,1.0,1704.3,1704.3,5366.0,5366.0,3.15
Como,13,1881,M,0,0,0.2992,0.256115,0.217139,100000.0,21713.9,84781.8,3761672.7,37.62
Como,13,1881,M,1_4,1,1.5,0.04673,0.167367,78286.1,13102.5,280388.1,3676890.9,46.97
Como,13,1881,M,5_9,5,2.5,0.009329,0.045582,65183.6,2971.2,318490.0,3396502.8,52.11
Como,13,1881,M,10_14,10,2.5,0.004694,0.023196,62212.4,1443.1,307454.4,3078012.8,49.48
Como,13,1881,M,15_19,15,2.5,0.005423,0.026752,60769.3,1625.7,299782.5,2770558.4,45.59
Como,13,1881,M,20_24,20,2.5,0.00888,0.043437,59143.6,2569.0,289295.7,2470776.0,41.78
Como,13,1881,M,25_29,25,2.5,0.006347,0.031239,56574.6,1767.3,278454.8,2181480.3,38.56
Como,13,1881,M,30_34,30,2.5,0.006857,0.033706,54807.3,1847.3,269418.1,1903025.5,34.72
Como,13,1881,M,35_39,35,2.5,0.007553,0.037065,52960.0,1963.0,259892.4,1633607.4,30.85
Como,13,1881,M,40_44,40,2.5,0.010058,0.049056,50997.0,2501.7,248730.7,1373715.0,26.94
Como,13,1881,M,45_49,45,2.5,0.011876,0.057666,48495.3,2796.5,235485.1,1124984.2,23.2
Como,13,1881,M,50_54,50,2.5,0.018023,0.08623,45698.8,3940.6,218642.2,889499.1,19.46
Como,13,1881,M,55_59,55,2.5,0.022278,0.105513,41758.1,4406.0,197775.5,670857.0,16.07
Como,13,1881,M,60_64,60,2.5,0.040781,0.185038,37352.1,6911.6,169481.6,473081.4,12.67
Como,13,1881,M,65_69,65,2.5,0.060978,0.264558,30440.5,8053.3,132069.5,303599.8,9.97
Como,13,1881,M,70_74,70,2.5,0.094093,0.380872,22387.3,8526.7,90619.6,171530.3,7.66
Como,13,1881,M,75_79,75,2.5,0.132141,0.49664,13860.6,6883.7,52093.6,80910.7,5.84
Como,13,1881,M,80_84,80,2.5,0.221553,0.712901,6976.9,4973.8,22449.8,28817.1,4.13
Como,13,1881,M,85plus,85,3.1788,0.314583,1.0,2003.0,2003.0,6367.3,6367.3,3.18
Como,13,1881,F,0,0,0.3141,0.209523,0.183196,100000.0,18319.6,87434.8,3617447.5,36.17
Como,13,1881,F,1_4,1,1.5,0.046536,0.166744,81680.4,13619.7,292672.2,3530012.7,43.22
Como,13,1881,F,5_9,5,2.5,0.010596,0.051615,68060.7,3512.9,331520.9,3237340.5,47.57
Como,13,1881,F,10_14,10,2.5,0.006851,0.033677,64547.7,2173.8,317304.1,2905819.6,45.02
Como,13,1881,F,15_19,15,2.5,0.010568,0.051479,62374.0,3210.9,303842.4,2588515.5,41.5
Como,13,1881,F,20_24,20,2.5,0.01102,0.053625,59163.0,3172.6,287883.5,2284673.1,38.62
Como,13,1881,F,25_29,25,2.5,0.010833,0.052736,55990.4,2952.7,272570.2,1996789.6,35.66
Como,13,1881,F,30_34,30,2.5,0.011787,0.057248,53037.7,3036.3,257597.6,1724219.4,32.51
Como,13,1881,F,35_39,35,2.5,0.012798,0.062007,50001.4,3100.4,242255.7,1466621.8,29.33
Como,13,1881,F,40_44,40,2.5,0.01204,0.058439,46900.9,2740.8,227652.5,1224366.1,26.11
Como,13,1881,F,45_49,45,2.5,0.011657,0.056635,44160.1,2501.0,214547.8,996713.7,22.57
Como,13,1881,F,50_54,50,2.5,0.018409,0.087995,41659.1,3665.8,199130.8,782165.9,18.78
Como,13,1881,F,55_59,55,2.5,0.02415,0.113873,37993.3,4326.4,179150.4,583035.0,15.35
Como,13,1881,F,60_64,60,2.5,0.040894,0.185504,33666.9,6245.3,152721.0,403884.6,12.0
Como,13,1881,F,65_69,65,2.5,0.073323,0.309823,27421.5,8495.8,115868.1,251163.6,9.16
Como,13,1881,F,70_74,70,2.5,0.107822,0.424645,18925.7,8036.7,74536.8,135295.5,7.15
Como,13,1881,F,75_79,75,2.5,0.145152,0.532519,10889.0,5798.6,39948.5,60758.7,5.58
Como,13,1881,F,80_84,80,2.5,0.223368,0.716648,5090.4,3648.0,16331.9,20810.2,4.09
Como,13,1881,F,85plus,85,3.1048,0.322086,1.0,1442.4,1442.4,4478.2,4478.2,3.1
Cosenza,78,1881,T,0,0,0.3065,0.35556,0.285229,100000.0,28522.9,80219.6,3041966.6,30.42
Cosenza,78,1881,T,1_4,1,1.5,0.060921,0.211475,71477.1,15115.6,248119.5,2961747.0,41.44
Cosenza,78,1881,T,5_9,5,2.5,0.011124,0.054113,56361.5,3049.9,274182.8,2713627.5,48.15
Cosenza,78,1881,T,10_14,10,2.5,0.004798,0.023703,53311.6,1263.7,263398.8,2439444.7,45.76
Cosenza,78,1881,T,15_19,15,2.5,0.006286,0.030943,52047.9,1610.5,256213.4,2176045.8,41.81
Cosenza,78,1881,T,20_24,20,2.5,0.009133,0.044644,50437.4,2251.7,246557.8,1919832.4,38.06
Cosenza,78,1881,T,25_29,25,2.5,0.011128,0.054133,48185.7,2608.4,234407.4,1673274.5,34.73
Cosenza,78,1881,T,30_34,30,2.5,0.009797,0.047813,45577.3,2179.2,222438.3,1438867.1,31.57
Cosenza,78,1881,T,35_39,35,2.5,0.015587,0.07501,43398.1,3255.3,208852.1,1216428.8,28.03
Cosenza,78,1881,T,40_44,40,2.5,0.012066,0.058563,40142.8,2350.9,194836.6,1007576.7,25.1
Cosenza,78,1881,T,45_49,45,2.5,0.022735,0.10756,37791.9,4064.9,178797.2,812740.1,21.51
Cosenza,78,1881,T,50_54,50,2.5,0.017402,0.083383,33727.0,2812.3,161604.3,633942.9,18.8
Cosenza,78,1881,T,55_59,55,2.5,0.03857,0.175891,30914.7,5437.6,140979.5,472338.6,15.28
Cosenza,78,1881,T,60_64,60,2.5,0.033598,0.154973,25477.1,3948.3,117514.8,331359.1,13.01
Cosenza,78,1881,T,65_69,65,2.5,0.075118,0.316207,21528.8,6807.6,90625.2,213844.3,9.93
Cosenza,78,1881,T,70_74,70,2.5,0.076436,0.320867,14721.3,4723.6,61797.4,123219.0,8.37
Cosenza,78,1881,T,75_79,75,2.5,0.15761,0.565306,9997.7,5651.8,35859.1,61421.6,6.14
Cosenza,78,1881,T,80_84,80,2.5,0.141705,0.523181,4345.9,2273.7,16045.4,25562.5,5.88
Cosenza,78,1881,T,85plus,85,4.5927,0.217737,1.0,2072.2,2072.2,9517.1,9517.1,4.59
Cosenza,78,1881,M,0,0,0.2992,0.348864,0.280324,100000.0,28032.4,80353.5,3007649.3,30.08
Cosenza,78,1881,M,1_4,1,1.5,0.058291,0.203509,71967.6,14646.0,251255.3,2927295.8,40.68
Cosenza,78,1881,M,5_9,5,2.5,0.010803,0.052594,57321.6,3014.8,279070.9,2676040.5,46.68
Cosenza,78,1881,M,10_14,10,2.5,0.004624,0.022855,54306.8,1241.2,268431.0,2396969.6,44.14
Cosenza,78,1881,M,15_19,15,2.5,0.006844,0.033644,53065.6,1785.4,260864.6,2128538.6,40.11
Cosenza,78,1881,M,20_24,20,2.5,0.011279,0.054848,51280.2,2812.6,249369.6,1867674.0,36.42
Cosenza,78,1881,M,25_29,25,2.5,0.012774,0.061895,48467.6,2999.9,234838.4,1618304.4,33.39
Cosenza,78,1881,M,30_34,30,2.5,0.011403,0.055433,45467.7,2520.4,221037.7,1383466.0,30.43
Cosenza,78,1881,M,35_39,35,2.5,0.018138,0.086757,42947.3,3726.0,205421.7,1162428.3,27.07
Cosenza,78,1881,M,40_44,40,2.5,0.013971,0.067497,39221.3,2647.3,189488.4,957006.6,24.4
Cosenza,78,1881,M,45_49,45,2.5,0.026338,0.123554,36574.0,4518.9,171573.0,767518.2,20.99
Cosenza,78,1881,M,50_54,50,2.5,0.020119,0.09578,32055.2,3070.2,152600.3,595945.2,18.59
Cosenza,78,1881,M,55_59,55,2.5,0.042531,0.192218,28984.9,5571.4,130996.1,443345.0,15.3
Cosenza,78,1881,M,60_64,60,2.5,0.034409,0.158417,23413.5,3709.1,107794.8,312348.8,13.34
Cosenza,78,1881,M,65_69,65,2.5,0.065914,0.282944,19704.4,5575.2,84584.0,204554.0,10.38
Cosenza,78,1881,M,70_74,70,2.5,0.07678,0.322078,14129.2,4550.7,59269.1,119970.1,8.49
Cosenza,78,1881,M,75_79,75,2.5,0.143531,0.528144,9578.5,5058.8,35245.3,60701.0,6.34
Cosenza,78,1881,M,80_84,80,2.5,0.135235,0.505329,4519.7,2283.9,16888.5,25455.6,5.63
Cosenza,78,1881,M,85plus,85,3.8319,0.260969,1.0,2235.7,2235.7,8567.1,8567.1,3.83
Cosenza,78,1881,F,0,0,0.3141,0.362779,0.290496,100000.0,29049.6,80075.2,3056807.9,30.57
Cosenza,78,1881,F,1_4,1,1.5,0.063755,0.219962,70950.4,15606.4,244785.5,2976732.8,41.96
Cosenza,78,1881,F,5_9,5,2.5,0.011479,0.055794,55344.0,3087.9,269000.2,2731947.2,49.36
Cosenza,78,1881,F,10_14,10,2.5,0.004983,0.024611,52256.1,1286.1,258065.4,2462947.0,47.13
Cosenza,78,1881,F,15_19,15,2.5,0.00577,0.02844,50970.1,1449.6,251226.3,2204881.6,43.26
Cosenza,78,1881,F,20_24,20,2.5,0.007367,0.036168,49520.5,1791.1,243124.6,1953655.3,39.45
Cosenza,78,1881,F,25_29,25,2.5,0.010348,0.050436,47729.4,2407.3,232628.7,1710530.7,35.84
Cosenza,78,1881,F,30_34,30,2.5,0.008566,0.041932,45322.1,1900.5,221859.3,1477902.0,32.61
Cosenza,78,1881,F,35_39,35,2.5,0.013462,0.065118,43421.6,2827.5,210039.4,1256042.7,28.93
Cosenza,78,1881,F,40_44,40,2.5,0.01056,0.051443,40594.1,2088.3,197749.9,1046003.3,25.77
Cosenza,78,1881,F,45_49,45,2.5,0.019728,0.094003,38505.8,3619.7,183480.0,848253.4,22.03
Cosenza,78,1881,F,50_54,50,2.5,0.015291,0.073642,34886.2,2569.1,168008.1,664773.5,19.06
Cosenza,78,1881,F,55_59,55,2.5,0.035281,0.162108,32317.1,5238.9,148488.2,496765.4,15.37
Cosenza,78,1881,F,60_64,60,2.5,0.03243,0.149991,27078.2,4061.5,125237.3,348277.2,12.86
Cosenza,78,1881,F,65_69,65,2.5,0.0795,0.331595,23016.7,7632.2,96003.0,223039.9,9.69
Cosenza,78,1881,F,70_74,70,2.5,0.076162,0.319899,15384.5,4921.5,64618.7,127036.9,8.26
Cosenza,78,1881,F,75_79,75,2.5,0.171573,0.600354,10463.0,6281.5,36611.3,62418.2,5.97
Cosenza,78,1881,F,80_84,80,2.5,0.133612,0.500784,4181.5,2094.0,15672.4,25806.9,6.17
Cosenza,78,1881,F,85plus,85,4.8549,0.205977,1.0,2087.5,2087.5,10134.5,10134.5,4.85
Cremona,19,1881,T,0,0,0.3057,0.237547,0.203914,100000.0,20391.4,85841.4,3621463.5,36.21
Cremona,19,1881,T,1_4,1,1.5,0.046968,0.168131,79608.6,13384.7,284972.9,3535622.1,44.41
Cremona,19,1881,T,5_9,5,2.5,0.011397,0.055407,66224.0,3669.3,321946.6,3250649.2,49.09
Cremona,19,1881,T,10_14,10,2.5,0.005617,0.027696,62554.7,1732.5,308442.1,2928702.6,46.82
Cremona,19,1881,T,15_19,15,2.5,0.006548,0.032212,60822.2,1959.2,299212.9,2620260.5,43.08
Cremona,19,1881,T,20_24,20,2.5,0.008869,0.043383,58863.0,2553.7,287930.8,2321047.6,39.43
Cremona,19,1881,T,25_29,25,2.5,0.008806,0.043082,56309.3,2425.9,275481.8,2033116.9,36.11
Cremona,19,1881,T,30_34,30,2.5,0.00845,0.041375,53883.4,2229.4,263843.5,1757635.1,32.62
Cremona,19,1881,T,35_39,35,2.5,0.009137,0.044663,51654.0,2307.0,252502.4,1493791.6,28.92
Cremona,19,1881,T,40_44,40,2.5,0.01188,0.057688,49347.0,2846.7,239618.1,1241289.2,25.15
Cremona,19,1881,T,45_49,45,2.5,0.014511,0.070016,46500.3,3255.7,224361.9,1001671.1,21.54
Cremona,19,1881,T,50_54,50,2.5,0.019762,0.094158,43244.5,4071.8,206043.1,777309.2,17.97
Cremona,19,1881,T,55_59,55,2.5,0.029036,0.135356,39172.7,5302.3,182607.9,571266.1,14.58
Cremona,19,1881,T,60_64,60,2.5,0.047534,0.212425,33870.4,7194.9,151364.9,388658.2,11.47
Cremona,19,1881,T,65_69,65,2.5,0.075882,0.31891,26675.5,8507.1,112109.8,237293.3,8.9
Cremona,19,1881,T,70_74,70,2.5,0.116528,0.451196,18168.4,8197.5,70348.3,125183.5,6.89
Cremona,19,1881,T,75_79,75,2.5,0.155781,0.560584,9970.9,5589.5,35880.7,54835.2,5.5
Cremona,19,1881,T,80_84,80,2.5,0.210222,0.689001,4381.4,3018.8,14359.9,18954.5,4.33
Cremona,19,1881,T,85plus,85,3.3719,0.296569,1.0,1362.6,1362.6,4594.5,4594.5,3.37
Cremona,19,1881,M,0,0,0.2992,0.268414,0.225915,100000.0,22591.5,84166.7,3604292.2,36.04
Cremona,19,1881,M,1_4,1,1.5,0.048319,0.172446,77408.5,13348.8,276261.8,3520125.5,45.47
Cremona,19,1881,M,5_9,5,2.5,0.011151,0.054242,64059.6,3474.7,311611.4,3243863.7,50.64
Cremona,19,1881,M,10_14,10,2.5,0.004608,0.022777,60584.9,1380.0,299474.7,2932252.3,48.4
