provincia,COD_PROV,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
Porto Maurizio,8,1881,F,85plus,85,3.5641,0.280576,1.0,3748.4,3748.4,13359.8,13359.8,3.56
Potenza,76,1881,T,0,0,0.3059,0.326408,0.266118,100000.0,26611.8,81529.1,2869428.0,28.69
Potenza,76,1881,T,1_4,1,1.5,0.0936,0.303402,73388.2,22266.2,237887.5,2787898.9,37.99
Potenza,76,1881,T,5_9,5,2.5,0.013918,0.06725,51122.1,3437.9,247015.5,2550011.4,49.88
Potenza,76,1881,T,10_14,10,2.5,0.004955,0.024471,47684.1,1166.9,235503.5,2302995.9,48.3
Potenza,76,1881,T,15_19,15,2.5,0.005326,0.026281,46517.3,1222.5,229530.0,2067492.5,44.45
Potenza,76,1881,T,20_24,20,2.5,0.008063,0.039518,45294.7,1789.9,221998.8,1837962.5,40.58
Potenza,76,1881,T,25_29,25,2.5,0.009093,0.044452,43504.8,1933.9,212689.2,1615963.7,37.14
Potenza,76,1881,T,30_34,30,2.5,0.008541,0.041812,41570.9,1738.2,203509.1,1403274.5,33.76
Potenza,76,1881,T,35_39,35,2.5,0.012252,0.059442,39832.7,2367.7,193244.4,1199765.4,30.12
Potenza,76,1881,T,40_44,40,2.5,0.00971,0.047401,37465.0,1775.9,182885.3,1006521.1,26.87
Potenza,76,1881,T,45_49,45,2.5,0.018941,0.090425,35689.1,3227.2,170377.6,823635.7,23.08
Potenza,76,1881,T,50_54,50,2.5,0.014823,0.071467,32461.9,2320.0,156509.7,653258.1,20.12
Potenza,76,1881,T,55_59,55,2.5,0.0323,0.149433,30142.0,4504.2,139449.2,496748.5,16.48
Potenza,76,1881,T,60_64,60,2.5,0.02482,0.11685,25637.7,2995.8,120699.3,357299.2,13.94
Potenza,76,1881,T,65_69,65,2.5,0.072919,0.30838,22642.0,6982.3,95754.0,236600.0,10.45
Potenza,76,1881,T,70_74,70,2.5,0.064933,0.279322,15659.6,4374.1,67363.0,140845.9,8.99
Potenza,76,1881,T,75_79,75,2.5,0.156382,0.562139,11285.6,6344.1,40567.7,73482.9,6.51
Potenza,76,1881,T,80_84,80,2.5,0.107367,0.423232,4941.5,2091.4,19479.0,32915.2,6.66
Potenza,76,1881,T,85plus,85,4.7143,0.212121,1.0,2850.1,2850.1,13436.2,13436.2,4.71
Potenza,76,1881,M,0,0,0.2992,0.350047,0.281088,100000.0,28108.8,80300.0,2786518.7,27.87
Potenza,76,1881,M,1_4,1,1.5,0.090421,0.294999,71891.2,21207.8,234545.3,2706218.7,37.64
Potenza,76,1881,M,5_9,5,2.5,0.013653,0.066014,50683.4,3345.8,245052.4,2471673.4,48.77
Potenza,76,1881,M,10_14,10,2.5,0.004876,0.024087,47337.6,1140.2,233837.3,2226621.1,47.04
Potenza,76,1881,M,15_19,15,2.5,0.005785,0.028515,46197.4,1317.3,227693.5,1992783.7,43.14
Potenza,76,1881,M,20_24,20,2.5,0.009938,0.048484,44880.0,2176.0,218960.3,1765090.2,39.33
Potenza,76,1881,M,25_29,25,2.5,0.00979,0.047782,42704.1,2040.5,208419.3,1546129.9,36.21
Potenza,76,1881,M,30_34,30,2.5,0.008062,0.039514,40663.6,1606.8,199301.2,1337710.6,32.9
Potenza,76,1881,M,35_39,35,2.5,0.013776,0.066585,39056.9,2600.6,188782.8,1138409.4,29.15
Potenza,76,1881,M,40_44,40,2.5,0.011526,0.056016,36456.3,2042.1,177176.0,949626.5,26.05
Potenza,76,1881,M,45_49,45,2.5,0.021408,0.101601,34414.1,3496.5,163329.4,772450.5,22.45
Potenza,76,1881,M,50_54,50,2.5,0.016795,0.080591,30917.6,2491.7,148358.9,609121.1,19.7
Potenza,76,1881,M,55_59,55,2.5,0.040271,0.182936,28425.9,5200.1,129129.3,460762.3,16.21
Potenza,76,1881,M,60_64,60,2.5,0.024606,0.115898,23225.8,2691.8,109399.4,331632.9,14.28
Potenza,76,1881,M,65_69,65,2.5,0.068385,0.292002,20534.0,5996.0,87680.0,222233.5,10.82
Potenza,76,1881,M,70_74,70,2.5,0.063664,0.274612,14538.0,3992.3,62709.3,134553.6,9.26
Potenza,76,1881,M,75_79,75,2.5,0.137375,0.511282,10545.7,5391.8,39248.9,71844.3,6.81
Potenza,76,1881,M,80_84,80,2.5,0.114572,0.44531,5153.9,2295.1,20031.7,32595.4,6.32
Potenza,76,1881,M,85plus,85,4.3947,0.227545,1.0,2858.8,2858.8,12563.7,12563.7,4.39
Potenza,76,1881,F,0,0,0.3141,0.303637,0.251301,100000.0,25130.1,82763.5,2937242.5,29.37
Potenza,76,1881,F,1_4,1,1.5,0.097269,0.31297,74869.9,23432.0,240899.6,2854479.0,38.13
Potenza,76,1881,F,5_9,5,2.5,0.014204,0.068586,51437.9,3527.9,248369.7,2613579.4,50.81
Potenza,76,1881,F,10_14,10,2.5,0.005039,0.024883,47910.0,1192.1,236569.6,2365209.7,49.37
Potenza,76,1881,F,15_19,15,2.5,0.004897,0.024187,46717.8,1130.0,230764.3,2128640.1,45.56
Potenza,76,1881,F,20_24,20,2.5,0.006454,0.031756,45587.9,1447.7,224320.1,1897875.8,41.63
Potenza,76,1881,F,25_29,25,2.5,0.008481,0.041523,44140.2,1832.8,216118.9,1673555.7,37.91
Potenza,76,1881,F,30_34,30,2.5,0.007565,0.037124,42307.4,1570.6,207610.2,1457436.9,34.45
Potenza,76,1881,F,35_39,35,2.5,0.01078,0.052486,40736.7,2138.1,198338.4,1249826.6,30.68
Potenza,76,1881,F,40_44,40,2.5,0.008227,0.040306,38598.6,1555.8,189103.7,1051488.3,27.24
Potenza,76,1881,F,45_49,45,2.5,0.016818,0.080697,37042.9,2989.2,177741.2,862384.6,23.28
Potenza,76,1881,F,50_54,50,2.5,0.013251,0.06413,34053.6,2183.9,164808.5,684643.4,20.1
Potenza,76,1881,F,55_59,55,2.5,0.03059,0.142084,31869.8,4528.2,148028.4,519834.9,16.31
Potenza,76,1881,F,60_64,60,2.5,0.025018,0.117727,27341.6,3218.9,128660.8,371806.6,13.6
Potenza,76,1881,F,65_69,65,2.5,0.07712,0.323271,24122.7,7798.2,101118.2,243145.7,10.08
Potenza,76,1881,F,70_74,70,2.5,0.065541,0.281568,16324.5,4596.5,70131.5,142027.5,8.7
Potenza,76,1881,F,75_79,75,2.5,0.176255,0.611727,11728.1,7174.4,40704.4,71896.0,6.13
Potenza,76,1881,F,80_84,80,2.5,0.10743,0.423428,4553.7,1928.2,17948.1,31191.6,6.85
Potenza,76,1881,F,85plus,85,5.0441,0.198251,1.0,2625.5,2625.5,13243.5,13243.5,5.04
Ravenna,39,1881,T,0,0,0.3059,0.296457,0.245865,100000.0,24586.5,82934.3,3693063.2,36.93
Ravenna,39,1881,T,1_4,1,1.5,0.036192,0.132755,75413.5,10011.5,276625.2,3610129.0,47.87
Ravenna,39,1881,T,5_9,5,2.5,0.008359,0.04094,65402.0,2677.6,320315.9,3333503.7,50.97
Ravenna,39,1881,T,10_14,10,2.5,0.005621,0.027717,62724.4,1738.5,309275.6,3013187.8,48.04
Ravenna,39,1881,T,15_19,15,2.5,0.007325,0.035966,60985.9,2193.4,299445.8,2703912.2,44.34
Ravenna,39,1881,T,20_24,20,2.5,0.009429,0.046061,58792.5,2708.0,287192.3,2404466.4,40.9
Ravenna,39,1881,T,25_29,25,2.5,0.008425,0.041258,56084.4,2313.9,274637.4,2117274.1,37.75
Ravenna,39,1881,T,30_34,30,2.5,0.008467,0.041459,53770.5,2229.3,263279.3,1842636.8,34.27
Ravenna,39,1881,T,35_39,35,2.5,0.008683,0.042494,51541.2,2190.2,252230.6,1579357.5,30.64
Ravenna,39,1881,T,40_44,40,2.5,0.01013,0.049398,49351.0,2437.8,240660.6,1327126.8,26.89
Ravenna,39,1881,T,45_49,45,2.5,0.014786,0.071294,46913.2,3344.6,226204.4,1086466.3,23.16
Ravenna,39,1881,T,50_54,50,2.5,0.015774,0.07588,43568.5,3306.0,209577.8,860261.9,19.75
Ravenna,39,1881,T,55_59,55,2.5,0.028308,0.132185,40262.6,5322.1,188007.6,650684.1,16.16
Ravenna,39,1881,T,60_64,60,2.5,0.033551,0.154772,34940.5,5407.8,161182.8,462676.5,13.24
Ravenna,39,1881,T,65_69,65,2.5,0.066935,0.286701,29532.7,8467.1,126495.7,301493.6,10.21
Ravenna,39,1881,T,70_74,70,2.5,0.086941,0.357091,21065.6,7522.4,86522.2,174997.9,8.31
Ravenna,39,1881,T,75_79,75,2.5,0.143911,0.52917,13543.3,7166.7,49799.6,88475.8,6.53
Ravenna,39,1881,T,80_84,80,2.5,0.143036,0.526801,6376.6,3359.2,23484.9,38676.2,6.07
Ravenna,39,1881,T,85plus,85,5.0346,0.198627,1.0,3017.4,3017.4,15191.2,15191.2,5.03
Ravenna,39,1881,M,0,0,0.2992,0.31099,0.255338,100000.0,25533.8,82104.7,3709151.1,37.09
Ravenna,39,1881,M,1_4,1,1.5,0.03682,0.134866,74466.2,10042.9,272757.6,3627046.5,48.71
Ravenna,39,1881,M,5_9,5,2.5,0.007689,0.037718,64423.3,2429.9,316041.7,3354288.8,52.07
Ravenna,39,1881,M,10_14,10,2.5,0.00457,0.022593,61993.4,1400.6,306465.3,3038247.2,49.01
Ravenna,39,1881,M,15_19,15,2.5,0.007182,0.035278,60592.8,2137.6,297619.8,2731781.8,45.08
Ravenna,39,1881,M,20_24,20,2.5,0.008095,0.039671,58455.2,2318.9,286478.4,2434162.0,41.64
Ravenna,39,1881,M,25_29,25,2.5,0.007475,0.03669,56136.2,2059.7,275531.9,2147683.6,38.26
Ravenna,39,1881,M,30_34,30,2.5,0.006857,0.033706,54076.5,1822.7,265825.9,1872151.8,34.62
Ravenna,39,1881,M,35_39,35,2.5,0.006838,0.033614,52253.8,1756.5,256878.0,1606325.8,30.74
Ravenna,39,1881,M,40_44,40,2.5,0.008515,0.041688,50497.4,2105.2,247224.0,1349447.8,26.72
Ravenna,39,1881,M,45_49,45,2.5,0.014727,0.071018,48392.2,3436.7,233369.3,1102223.9,22.78
Ravenna,39,1881,M,50_54,50,2.5,0.01739,0.083328,44955.5,3746.1,215412.4,868854.5,19.33
Ravenna,39,1881,M,55_59,55,2.5,0.02883,0.134458,41209.4,5541.0,192194.8,653442.2,15.86
Ravenna,39,1881,M,60_64,60,2.5,0.036554,0.167466,35668.5,5973.3,163409.3,461247.3,12.93
Ravenna,39,1881,M,65_69,65,2.5,0.065551,0.281606,29695.2,8362.4,127570.3,297838.0,10.03
Ravenna,39,1881,M,70_74,70,2.5,0.090549,0.369173,21332.9,7875.5,86975.6,170267.7,7.98
Ravenna,39,1881,M,75_79,75,2.5,0.14051,0.519916,13457.3,6996.7,49795.0,83292.2,6.19
Ravenna,39,1881,M,80_84,80,2.5,0.149874,0.545122,6460.7,3521.8,23498.7,33497.2,5.18
Ravenna,39,1881,M,85plus,85,3.4022,0.293926,1.0,2938.8,2938.8,9998.5,9998.5,3.4
Ravenna,39,1881,F,0,0,0.3141,0.280584,0.235301,100000.0,23530.1,83861.0,3620754.9,36.21
Ravenna,39,1881,F,1_4,1,1.5,0.03892,0.141876,76469.9,10849.2,278756.7,3536894.0,46.25
Ravenna,39,1881,F,5_9,5,2.5,0.009041,0.044207,65620.7,2900.9,320851.3,3258137.3,49.65
Ravenna,39,1881,F,10_14,10,2.5,0.006699,0.032945,62719.8,2066.3,308433.2,2937286.0,46.83
Ravenna,39,1881,F,15_19,15,2.5,0.007468,0.036653,60653.5,2223.2,297709.5,2628852.8,43.34
Ravenna,39,1881,F,20_24,20,2.5,0.010815,0.052652,58430.3,3076.5,284460.4,2331143.3,39.9
Ravenna,39,1881,F,25_29,25,2.5,0.009549,0.046633,55353.8,2581.3,270315.9,2046682.8,36.97
Ravenna,39,1881,F,30_34,30,2.5,0.01023,0.049874,52772.5,2632.0,257282.7,1776366.9,33.66
Ravenna,39,1881,F,35_39,35,2.5,0.010679,0.052007,50140.5,2607.7,244183.5,1519084.2,30.3
Ravenna,39,1881,F,40_44,40,2.5,0.011813,0.05737,47532.9,2727.0,230846.9,1274900.7,26.82
Ravenna,39,1881,F,45_49,45,2.5,0.014857,0.071624,44805.9,3209.2,216006.5,1044053.9,23.3
Ravenna,39,1881,F,50_54,50,2.5,0.014095,0.068078,41596.7,2831.8,200904.1,828047.4,19.91
Ravenna,39,1881,F,55_59,55,2.5,0.027779,0.129874,38764.9,5034.5,181238.2,627143.3,16.18
Ravenna,39,1881,F,60_64,60,2.5,0.030468,0.141556,33730.4,4774.7,156715.0,445905.1,13.22
Ravenna,39,1881,F,65_69,65,2.5,0.06862,0.29286,28955.6,8480.0,123578.4,289190.0,9.99
Ravenna,39,1881,F,70_74,70,2.5,0.083308,0.344741,20475.7,7058.8,84731.5,165611.7,8.09
Ravenna,39,1881,F,75_79,75,2.5,0.147509,0.538836,13416.9,7229.5,49010.7,80880.2,6.03
Ravenna,39,1881,F,80_84,80,2.5,0.137752,0.512327,6187.4,3170.0,23012.0,31869.5,5.15
Ravenna,39,1881,F,85plus,85,2.9355,0.340662,1.0,3017.4,3017.4,8857.5,8857.5,2.94
Reggio di Calabria,80,1881,T,0,0,0.3061,0.314384,0.258081,100000.0,25808.1,82091.0,3149651.1,31.5
Reggio di Calabria,80,1881,T,1_4,1,1.5,0.059923,0.208464,74191.9,15466.4,258101.7,3067560.0,41.35
Reggio di Calabria,80,1881,T,5_9,5,2.5,0.011483,0.055813,58725.5,3277.7,285433.5,2809458.4,47.84
Reggio di Calabria,80,1881,T,10_14,10,2.5,0.005776,0.02847,55447.9,1578.6,273292.9,2524024.9,45.52
Reggio di Calabria,80,1881,T,15_19,15,2.5,0.006829,0.033572,53869.3,1808.5,264825.2,2250732.0,41.78
Reggio di Calabria,80,1881,T,20_24,20,2.5,0.008877,0.043421,52060.8,2260.5,254652.6,1985906.8,38.15
Reggio di Calabria,80,1881,T,25_29,25,2.5,0.010605,0.051655,49800.2,2572.4,242570.2,1731254.2,34.76
Reggio di Calabria,80,1881,T,30_34,30,2.5,0.009201,0.044971,47227.8,2123.9,230829.4,1488684.1,31.52
Reggio di Calabria,80,1881,T,35_39,35,2.5,0.01616,0.077663,45103.9,3502.9,216762.4,1257854.7,27.89
Reggio di Calabria,80,1881,T,40_44,40,2.5,0.010523,0.051266,41601.0,2132.7,202673.4,1041092.2,25.03
Reggio di Calabria,80,1881,T,45_49,45,2.5,0.022437,0.106227,39468.3,4192.6,186860.1,838418.9,21.24
Reggio di Calabria,80,1881,T,50_54,50,2.5,0.015959,0.076734,35275.7,2706.8,169611.6,651558.7,18.47
Reggio di Calabria,80,1881,T,55_59,55,2.5,0.046234,0.207221,32568.9,6748.9,145972.1,481947.2,14.8
Reggio di Calabria,80,1881,T,60_64,60,2.5,0.029824,0.138775,25820.0,3583.2,120141.8,335975.1,13.01
Reggio di Calabria,80,1881,T,65_69,65,2.5,0.086101,0.354252,22236.8,7877.4,91490.3,215833.2,9.71
Reggio di Calabria,80,1881,T,70_74,70,2.5,0.065902,0.282902,14359.4,4062.3,61641.0,124342.9,8.66
Reggio di Calabria,80,1881,T,75_79,75,2.5,0.175116,0.608977,10297.1,6270.7,35808.6,62701.8,6.09
Reggio di Calabria,80,1881,T,80_84,80,2.5,0.094248,0.381379,4026.4,1535.6,16293.0,26893.2,6.68
Reggio di Calabria,80,1881,T,85plus,85,4.2557,0.234978,1.0,2490.8,2490.8,10600.2,10600.2,4.26
Reggio di Calabria,80,1881,M,0,0,0.2992,0.334878,0.271222,100000.0,27122.2,80991.4,3056374.3,30.56
Reggio di Calabria,80,1881,M,1_4,1,1.5,0.061504,0.21323,72877.8,15539.7,252661.7,2975382.9,40.83
Reggio di Calabria,80,1881,M,5_9,5,2.5,0.010913,0.053114,57338.0,3045.5,279076.4,2722721.2,47.49
Reggio di Calabria,80,1881,M,10_14,10,2.5,0.005902,0.029082,54292.5,1578.9,267515.4,2443644.8,45.01
Reggio di Calabria,80,1881,M,15_19,15,2.5,0.007046,0.03462,52713.6,1824.9,259005.7,2176129.4,41.28
Reggio di Calabria,80,1881,M,20_24,20,2.5,0.008956,0.043798,50888.7,2228.8,248871.4,1917123.7,37.67
Reggio di Calabria,80,1881,M,25_29,25,2.5,0.010359,0.050489,48659.9,2456.8,237157.3,1668252.3,34.28
Reggio di Calabria,80,1881,M,30_34,30,2.5,0.009283,0.045361,46203.1,2095.8,225775.7,1431095.0,30.97
Reggio di Calabria,80,1881,M,35_39,35,2.5,0.016828,0.080741,44107.2,3561.3,211633.0,1205319.3,27.33
Reggio di Calabria,80,1881,M,40_44,40,2.5,0.012182,0.05911,40546.0,2396.7,196738.1,993686.3,24.51
Reggio di Calabria,80,1881,M,45_49,45,2.5,0.024845,0.116958,38149.3,4461.9,179591.7,796948.2,20.89
Reggio di Calabria,80,1881,M,50_54,50,2.5,0.017736,0.084915,33687.4,2860.6,161285.6,617356.4,18.33
Reggio di Calabria,80,1881,M,55_59,55,2.5,0.048944,0.218042,30826.8,6721.6,137330.3,456070.8,14.79
Reggio di Calabria,80,1881,M,60_64,60,2.5,0.030441,0.141441,24105.3,3409.5,112002.7,318740.5,13.22
Reggio di Calabria,80,1881,M,65_69,65,2.5,0.084115,0.347499,20695.8,7191.8,85499.6,206737.8,9.99
Reggio di Calabria,80,1881,M,70_74,70,2.5,0.066233,0.28412,13504.0,3836.8,57928.2,121238.2,8.98
Reggio di Calabria,80,1881,M,75_79,75,2.5,0.153146,0.553728,9667.3,5353.0,34953.7,63309.9,6.55
Reggio di Calabria,80,1881,M,80_84,80,2.5,0.093655,0.379433,4314.2,1637.0,17478.8,28356.2,6.57
Reggio di Calabria,80,1881,M,85plus,85,4.0629,0.24613,1.0,2677.3,2677.3,10877.4,10877.4,4.06
Reggio di Calabria,80,1881,F,0,0,0.3141,0.299473,0.248442,100000.0,24844.2,82959.6,3187929.3,31.88
Reggio di Calabria,80,1881,F,1_4,1,1.5,0.061237,0.212427,75155.8,15965.1,260710.6,3104969.7,41.31
Reggio di Calabria,80,1881,F,5_9,5,2.5,0.012042,0.058452,59190.7,3459.8,287304.1,2844259.1,48.05
Reggio di Calabria,80,1881,F,10_14,10,2.5,0.005689,0.028047,55730.9,1563.1,274746.7,2556955.0,45.88
Reggio di Calabria,80,1881,F,15_19,15,2.5,0.006677,0.032835,54167.8,1778.6,266392.5,2282208.3,42.13
Reggio di Calabria,80,1881,F,20_24,20,2.5,0.008,0.039214,52389.2,2054.4,256810.0,2015815.8,38.48
Reggio di Calabria,80,1881,F,25_29,25,2.5,0.010929,0.053194,50334.8,2677.5,244980.3,1759005.8,34.95
Reggio di Calabria,80,1881,F,30_34,30,2.5,0.009199,0.044959,47657.3,2142.6,232929.9,1514025.6,31.77
Reggio di Calabria,80,1881,F,35_39,35,2.5,0.015721,0.075631,45514.7,3442.3,218967.5,1281095.7,28.15
Reggio di Calabria,80,1881,F,40_44,40,2.5,0.009018,0.044096,42072.3,1855.2,205723.7,1062128.1,25.25
Reggio di Calabria,80,1881,F,45_49,45,2.5,0.020698,0.098398,40217.1,3957.3,191192.4,856404.5,21.29
Reggio di Calabria,80,1881,F,50_54,50,2.5,0.01448,0.069868,36259.8,2533.4,174965.6,665212.1,18.35
Reggio di Calabria,80,1881,F,55_59,55,2.5,0.046458,0.208118,33726.4,7019.1,151084.4,490246.4,14.54
Reggio di Calabria,80,1881,F,60_64,60,2.5,0.029491,0.137328,26707.4,3667.7,124367.6,339162.0,12.7
Reggio di Calabria,80,1881,F,65_69,65,2.5,0.0904,0.368679,23039.7,8494.2,93962.8,214794.4,9.32
Reggio di Calabria,80,1881,F,70_74,70,2.5,0.066121,0.283706,14545.4,4126.6,62410.6,120831.6,8.31
Reggio di Calabria,80,1881,F,75_79,75,2.5,0.197782,0.66172,10418.8,6894.3,34858.2,58421.0,5.61
Reggio di Calabria,80,1881,F,80_84,80,2.5,0.095434,0.385255,3524.5,1357.8,14227.8,23562.8,6.69
Reggio di Calabria,80,1881,F,85plus,85,4.3085,0.232101,1.0,2166.7,2166.7,9335.0,9335.0,4.31
Reggio nell'Emilia,35,1881,T,0,0,0.3057,0.265645,0.224277,100000.0,22427.7,84427.4,3463415.4,34.63
Reggio nell'Emilia,35,1881,T,1_4,1,1.5,0.052136,0.184495,77572.3,14311.7,274509.9,3378988.0,43.56
Reggio nell'Emilia,35,1881,T,5_9,5,2.5,0.011814,0.057376,63260.6,3629.6,307228.8,3104478.1,49.07
Reggio nell'Emilia,35,1881,T,10_14,10,2.5,0.005476,0.027009,59631.0,1610.5,294128.4,2797249.2,46.91
Reggio nell'Emilia,35,1881,T,15_19,15,2.5,0.006692,0.032909,58020.4,1909.4,285328.6,2503120.8,43.14
Reggio nell'Emilia,35,1881,T,20_24,20,2.5,0.009849,0.048062,56111.0,2696.8,273813.2,2217792.2,39.53
Reggio nell'Emilia,35,1881,T,25_29,25,2.5,0.009366,0.04576,53414.2,2444.2,260960.7,1943979.0,36.39
Reggio nell'Emilia,35,1881,T,30_34,30,2.5,0.010153,0.049509,50970.0,2523.5,248541.5,1683018.3,33.02
Reggio nell'Emilia,35,1881,T,35_39,35,2.5,0.010639,0.051817,48446.6,2510.3,235957.0,1434476.8,29.61
Reggio nell'Emilia,35,1881,T,40_44,40,2.5,0.01065,0.05187,45936.2,2382.7,223724.4,1198519.8,26.09
Reggio nell'Emilia,35,1881,T,45_49,45,2.5,0.014814,0.071426,43553.5,3110.9,209990.5,974795.4,22.38
Reggio nell'Emilia,35,1881,T,50_54,50,2.5,0.016737,0.080326,40442.7,3248.6,194091.9,764805.0,18.91
Reggio nell'Emilia,35,1881,T,55_59,55,2.5,0.026094,0.122481,37194.1,4555.6,174581.5,570713.1,15.34
Reggio nell'Emilia,35,1881,T,60_64,60,2.5,0.039564,0.180016,32638.5,5875.5,148503.9,396131.7,12.14
Reggio nell'Emilia,35,1881,T,65_69,65,2.5,0.070324,0.299045,26763.1,8003.4,113806.9,247627.7,9.25
Reggio nell'Emilia,35,1881,T,70_74,70,2.5,0.109367,0.429424,18759.7,8055.9,73658.8,133820.9,7.13
Reggio nell'Emilia,35,1881,T,75_79,75,2.5,0.148219,0.540728,10703.8,5787.9,39049.5,60162.1,5.62
Reggio nell'Emilia,35,1881,T,80_84,80,2.5,0.20996,0.688438,4916.0,3384.3,16119.0,21112.5,4.29
Reggio nell'Emilia,35,1881,T,85plus,85,3.2603,0.306723,1.0,1531.6,1531.6,4993.5,4993.5,3.26
Reggio nell'Emilia,35,1881,M,0,0,0.2992,0.292941,0.243042,100000.0,24304.2,82966.4,3465549.8,34.66
Reggio nell'Emilia,35,1881,M,1_4,1,1.5,0.053367,0.188339,75695.8,14256.4,267142.0,3382583.4,44.69
Reggio nell'Emilia,35,1881,M,5_9,5,2.5,0.011057,0.053798,61439.3,3305.3,298933.4,3115441.4,50.71
Reggio nell'Emilia,35,1881,M,10_14,10,2.5,0.004902,0.024215,58134.0,1407.7,287150.8,2816508.0,48.45
Reggio nell'Emilia,35,1881,M,15_19,15,2.5,0.005716,0.028176,56726.3,1598.3,279635.6,2529357.3,44.59
Reggio nell'Emilia,35,1881,M,20_24,20,2.5,0.009334,0.045607,55128.0,2514.2,269354.3,2249721.6,40.81
Reggio nell'Emilia,35,1881,M,25_29,25,2.5,0.007791,0.03821,52613.8,2010.4,258042.9,1980367.3,37.64
Reggio nell'Emilia,35,1881,M,30_34,30,2.5,0.007442,0.03653,50603.4,1848.5,248395.6,1722324.4,34.04
Reggio nell'Emilia,35,1881,M,35_39,35,2.5,0.007742,0.037977,48754.8,1851.5,239145.3,1473928.9,30.23
Reggio nell'Emilia,35,1881,M,40_44,40,2.5,0.009523,0.046509,46903.3,2181.4,229062.9,1234783.5,26.33
Reggio nell'Emilia,35,1881,M,45_49,45,2.5,0.014138,0.068276,44721.9,3053.4,215975.8,1005720.6,22.49
Reggio nell'Emilia,35,1881,M,50_54,50,2.5,0.016557,0.079496,41668.4,3312.5,200061.0,789744.7,18.95
Reggio nell'Emilia,35,1881,M,55_59,55,2.5,0.027558,0.128907,38356.0,4944.4,179418.9,589683.7,15.37
Reggio nell'Emilia,35,1881,M,60_64,60,2.5,0.037439,0.171173,33411.6,5719.2,152760.1,410264.8,12.28
Reggio nell'Emilia,35,1881,M,65_69,65,2.5,0.070529,0.299784,27692.4,8301.8,117707.8,257504.7,9.3
Reggio nell'Emilia,35,1881,M,70_74,70,2.5,0.109078,0.428532,19390.7,8309.5,76179.6,139796.9,7.21
Reggio nell'Emilia,35,1881,M,75_79,75,2.5,0.137532,0.511717,11081.1,5670.4,41229.7,63617.3,5.74
Reggio nell'Emilia,35,1881,M,80_84,80,2.5,0.204545,0.676692,5410.7,3661.4,17900.2,22387.6,4.14
Reggio nell'Emilia,35,1881,M,85plus,85,2.5652,0.389831,1.0,1749.3,1749.3,4487.4,4487.4,2.57
Reggio nell'Emilia,35,1881,F,0,0,0.3141,0.230572,0.199087,100000.0,19908.7,86344.8,3488482.1,34.88
Reggio nell'Emilia,35,1881,F,1_4,1,1.5,0.051783,0.18339,80091.3,14687.9,283645.3,3402137.2,42.48
Reggio nell'Emilia,35,1881,F,5_9,5,2.5,0.012591,0.061032,65403.4,3991.7,317037.5,3118491.9,47.68
Reggio nell'Emilia,35,1881,F,10_14,10,2.5,0.005979,0.029454,61411.7,1808.8,302536.3,2801454.4,45.62
Reggio nell'Emilia,35,1881,F,15_19,15,2.5,0.007636,0.037467,59602.9,2233.1,292431.5,2498918.1,41.93
Reggio nell'Emilia,35,1881,F,20_24,20,2.5,0.01013,0.049398,57369.7,2833.9,279763.8,2206486.7,38.46
Reggio nell'Emilia,35,1881,F,25_29,25,2.5,0.010799,0.052574,54535.8,2867.2,265511.0,1926722.9,35.33
Reggio nell'Emilia,35,1881,F,30_34,30,2.5,0.012842,0.062213,51668.6,3214.5,250306.9,1661211.8,32.15
Reggio nell'Emilia,35,1881,F,35_39,35,2.5,0.013519,0.065384,48454.2,3168.1,234350.5,1410904.9,29.12
Reggio nell'Emilia,35,1881,F,40_44,40,2.5,0.012145,0.058934,45286.0,2668.9,219757.9,1176554.4,25.98
Reggio nell'Emilia,35,1881,F,45_49,45,2.5,0.015551,0.074843,42617.1,3189.6,205111.7,956796.5,22.45
Reggio nell'Emilia,35,1881,F,50_54,50,2.5,0.016935,0.081234,39427.5,3202.9,189130.5,751684.8,19.06
Reggio nell'Emilia,35,1881,F,55_59,55,2.5,0.024473,0.115312,36224.7,4177.1,170680.5,562554.3,15.53
Reggio nell'Emilia,35,1881,F,60_64,60,2.5,0.041967,0.189911,32047.5,6086.2,145022.2,391873.8,12.23
Reggio nell'Emilia,35,1881,F,65_69,65,2.5,0.060135,0.261381,25961.3,6785.8,112842.2,246851.7,9.51
Reggio nell'Emilia,35,1881,F,70_74,70,2.5,0.109709,0.430478,19175.5,8254.6,75241.0,134009.5,6.99
Reggio nell'Emilia,35,1881,F,75_79,75,2.5,0.161514,0.57528,10920.9,6282.6,38898.0,58768.4,5.38
Reggio nell'Emilia,35,1881,F,80_84,80,2.5,0.216138,0.70159,4638.3,3254.2,15056.1,19870.4,4.28
Reggio nell'Emilia,35,1881,F,85plus,85,3.4783,0.2875,1.0,1384.1,1384.1,4814.3,4814.3,3.48
Roma,58,1881,T,0,0,0.3061,0.262799,0.222266,100000.0,22226.6,84576.3,2848211.5,28.48
Roma,58,1881,T,1_4,1,1.5,0.081625,0.271167,77773.4,21089.5,258369.8,2763635.2,35.53
Roma,58,1881,T,5_9,5,2.5,0.017304,0.082932,56683.9,4700.9,271667.0,2505265.4,44.2
Roma,58,1881,T,10_14,10,2.5,0.007795,0.038228,51982.9,1987.2,254946.6,2233598.4,42.97
