COD_PROV,DEN_PROV,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
1,Torino,F,1_4,1,1.5,0.019166,0.073157,88267.2,6457.3,336925.5,5033163.7,57.02
1,Torino,F,5_9,5,2.5,0.004791,0.023669,81809.9,1936.4,404208.3,4696238.3,57.4
1,Torino,F,10_14,10,2.5,0.003042,0.015093,79873.5,1205.6,396353.5,4292029.9,53.74
1,Torino,F,15_19,15,2.5,0.005571,0.027475,78667.9,2161.4,387936.1,3895676.5,49.52
1,Torino,F,20_24,20,2.5,0.00577,0.028441,76506.5,2176.0,377092.8,3507740.3,45.85
1,Torino,F,25_29,25,2.5,0.006193,0.030491,74330.6,2266.4,365987.0,3130647.5,42.12
1,Torino,F,30_34,30,2.5,0.005721,0.028204,72064.2,2032.5,355239.8,2764660.5,38.36
1,Torino,F,35_39,35,2.5,0.005644,0.027826,70031.7,1948.7,345286.9,2409420.7,34.4
1,Torino,F,40_44,40,2.5,0.007943,0.038942,68083.0,2651.3,333786.9,2064133.9,30.32
1,Torino,F,45_49,45,2.5,0.009716,0.047429,65431.7,3103.4,319400.3,1730347.0,26.45
1,Torino,F,50_54,50,2.5,0.011393,0.055386,62328.4,3452.1,303011.6,1410946.7,22.64
1,Torino,F,55_59,55,2.5,0.016354,0.07856,58876.3,4625.3,282818.1,1107935.1,18.82
1,Torino,F,60_64,60,2.5,0.025597,0.120288,54251.0,6525.8,254940.4,825117.1,15.21
1,Torino,F,65_69,65,2.5,0.041218,0.186838,47725.2,8916.9,216333.9,570176.6,11.95
1,Torino,F,70_74,70,2.5,0.065784,0.282467,38808.3,10962.1,166636.4,353842.8,9.12
1,Torino,F,75_79,75,2.5,0.105088,0.416117,27846.2,11587.3,110263.0,187206.3,6.72
1,Torino,F,80_84,80,2.5,0.182642,0.626945,16258.9,10193.5,55811.1,76943.4,4.73
1,Torino,F,85plus,85,3.484,0.287024,1.0,6065.5,6065.5,21132.3,21132.3,3.48
3,Novara,T,0,0,0.3056,0.105894,0.098641,100000.0,9864.1,93150.7,5410551.2,54.11
3,Novara,T,1_4,1,1.5,0.016292,0.062619,90135.9,5644.2,346433.0,5317400.5,58.99
3,Novara,T,5_9,5,2.5,0.003321,0.01647,84491.7,1391.6,418979.3,4970967.5,58.83
3,Novara,T,10_14,10,2.5,0.002987,0.014826,83100.1,1232.0,412420.3,4551988.1,54.78
3,Novara,T,15_19,15,2.5,0.004414,0.021827,81868.1,1787.0,404872.9,4139567.8,50.56
3,Novara,T,20_24,20,2.5,0.005371,0.0265,80081.1,2122.1,395100.3,3734694.9,46.64
3,Novara,T,25_29,25,2.5,0.006004,0.029574,77959.0,2305.6,384031.1,3339594.6,42.84
3,Novara,T,30_34,30,2.5,0.005011,0.024744,75653.4,1872.0,373587.3,2955563.6,39.07
3,Novara,T,35_39,35,2.5,0.006027,0.02969,73781.5,2190.5,363431.0,2581976.3,34.99
3,Novara,T,40_44,40,2.5,0.006458,0.031775,71590.9,2274.8,352267.6,2218545.3,30.99
3,Novara,T,45_49,45,2.5,0.008357,0.04093,69316.1,2837.1,339487.8,1866277.7,26.92
3,Novara,T,50_54,50,2.5,0.011995,0.058229,66479.0,3871.0,322717.5,1526789.8,22.97
3,Novara,T,55_59,55,2.5,0.014937,0.071997,62608.0,4507.6,301771.0,1204072.3,19.23
3,Novara,T,60_64,60,2.5,0.022804,0.107871,58100.4,6267.3,274833.7,902301.3,15.53
3,Novara,T,65_69,65,2.5,0.037998,0.173507,51833.1,8993.4,236681.9,627467.6,12.11
3,Novara,T,70_74,70,2.5,0.065291,0.280644,42839.7,12022.7,184141.7,390785.7,9.12
3,Novara,T,75_79,75,2.5,0.110555,0.433078,30817.0,13346.2,120719.5,206644.0,6.71
3,Novara,T,80_84,80,2.5,0.175708,0.610406,17470.8,10664.3,60693.3,85924.5,4.92
3,Novara,T,85plus,85,3.7069,0.269767,1.0,6806.5,6806.5,25231.2,25231.2,3.71
3,Novara,M,0,0,0.2992,0.116639,0.107825,100000.0,10782.5,92443.1,5255530.6,52.56
3,Novara,M,1_4,1,1.5,0.017834,0.068291,89217.5,6092.8,341638.1,5163087.6,57.87
3,Novara,M,5_9,5,2.5,0.003247,0.016105,83124.7,1338.7,412276.8,4821449.5,58.0
3,Novara,M,10_14,10,2.5,0.003187,0.015809,81786.0,1292.9,405697.7,4409172.7,53.91
3,Novara,M,15_19,15,2.5,0.004474,0.02212,80493.1,1780.5,398014.1,4003474.9,49.74
3,Novara,M,20_24,20,2.5,0.005903,0.029084,78712.5,2289.3,387839.5,3605460.8,45.81
3,Novara,M,25_29,25,2.5,0.005817,0.028668,76423.3,2190.9,376639.0,3217621.3,42.1
3,Novara,M,30_34,30,2.5,0.004885,0.02413,74232.3,1791.2,366683.6,2840982.3,38.27
3,Novara,M,35_39,35,2.5,0.006668,0.032796,72441.1,2375.8,356266.2,2474298.7,34.16
3,Novara,M,40_44,40,2.5,0.007636,0.037464,70065.4,2624.9,343764.5,2118032.5,30.23
3,Novara,M,45_49,45,2.5,0.009469,0.046248,67440.5,3119.0,329404.8,1774267.9,26.31
3,Novara,M,50_54,50,2.5,0.012909,0.062526,64321.5,4021.7,311552.9,1444863.1,22.46
3,Novara,M,55_59,55,2.5,0.017228,0.082582,60299.7,4979.7,289049.3,1133310.2,18.79
3,Novara,M,60_64,60,2.5,0.02469,0.116274,55320.0,6432.3,260519.4,844260.9,15.26
3,Novara,M,65_69,65,2.5,0.038576,0.175915,48887.7,8600.1,222938.4,583741.5,11.94
3,Novara,M,70_74,70,2.5,0.067038,0.287078,40287.6,11565.7,172523.8,360803.1,8.96
3,Novara,M,75_79,75,2.5,0.117525,0.454181,28721.9,13044.9,110997.2,188279.3,6.56
3,Novara,M,80_84,80,2.5,0.172886,0.603562,15677.0,9462.0,54729.8,77282.1,4.93
3,Novara,M,85plus,85,3.6287,0.27558,1.0,6214.9,6214.9,22552.3,22552.3,3.63
3,Novara,F,0,0,0.3141,0.094517,0.088763,100000.0,8876.3,93911.9,5567332.6,55.67
3,Novara,F,1_4,1,1.5,0.014666,0.05659,91123.7,5156.7,351603.1,5473420.8,60.07
3,Novara,F,5_9,5,2.5,0.003399,0.016853,85967.0,1448.8,426213.2,5121817.6,59.58
3,Novara,F,10_14,10,2.5,0.002788,0.013843,84518.2,1169.9,419666.3,4695604.5,55.56
3,Novara,F,15_19,15,2.5,0.004358,0.021553,83348.3,1796.4,412250.4,4275938.1,51.3
3,Novara,F,20_24,20,2.5,0.004904,0.024225,81551.9,1975.6,402820.3,3863687.7,47.38
3,Novara,F,25_29,25,2.5,0.006155,0.030307,79576.2,2411.7,391852.0,3460867.5,43.49
3,Novara,F,30_34,30,2.5,0.005115,0.025251,77164.5,1948.5,380951.5,3069015.5,39.77
3,Novara,F,35_39,35,2.5,0.005507,0.027159,75216.0,2042.8,370973.2,2688064.0,35.74
3,Novara,F,40_44,40,2.5,0.005473,0.026997,73173.2,1975.5,360927.5,2317090.8,31.67
3,Novara,F,45_49,45,2.5,0.007384,0.036252,71197.8,2581.1,349536.1,1956163.3,27.48
3,Novara,F,50_54,50,2.5,0.011199,0.054471,68616.7,3737.6,333739.3,1606627.2,23.41
3,Novara,F,55_59,55,2.5,0.012968,0.062805,64879.1,4074.7,314208.5,1272887.9,19.62
3,Novara,F,60_64,60,2.5,0.021157,0.100469,60804.4,6109.0,288749.3,958679.3,15.77
3,Novara,F,65_69,65,2.5,0.0375,0.171427,54695.4,9376.3,250036.2,669930.0,12.25
3,Novara,F,70_74,70,2.5,0.063846,0.275291,45319.1,12475.9,195405.6,419893.8,9.27
3,Novara,F,75_79,75,2.5,0.104634,0.414694,32843.2,13619.9,130166.1,224488.2,6.84
3,Novara,F,80_84,80,2.5,0.177953,0.615804,19223.3,11837.8,66522.0,94322.0,4.91
3,Novara,F,85plus,85,3.7641,0.265666,1.0,7385.5,7385.5,27800.0,27800.0,3.76
4,Cuneo,T,0,0,0.3057,0.155294,0.140179,100000.0,14017.9,90266.8,4973817.7,49.74
4,Cuneo,T,1_4,1,1.5,0.019519,0.074444,85982.1,6400.8,327926.4,4883550.9,56.8
4,Cuneo,T,5_9,5,2.5,0.004309,0.021316,79581.3,1696.4,393665.4,4555624.6,57.24
4,Cuneo,T,10_14,10,2.5,0.002762,0.013717,77884.9,1068.3,386753.7,4161959.1,53.44
4,Cuneo,T,15_19,15,2.5,0.003591,0.017794,76816.6,1366.9,380665.6,3775205.5,49.15
4,Cuneo,T,20_24,20,2.5,0.005793,0.028552,75449.7,2154.2,371862.8,3394539.9,44.99
4,Cuneo,T,25_29,25,2.5,0.005979,0.029454,73295.4,2158.9,361080.1,3022677.1,41.24
4,Cuneo,T,30_34,30,2.5,0.005595,0.027587,71136.6,1962.4,350776.8,2661597.0,37.42
4,Cuneo,T,35_39,35,2.5,0.006379,0.031396,69174.1,2171.8,340441.3,2310820.1,33.41
4,Cuneo,T,40_44,40,2.5,0.008279,0.040554,67002.4,2717.2,328218.8,1970378.8,29.41
4,Cuneo,T,45_49,45,2.5,0.009205,0.044992,64285.2,2892.3,314195.0,1642160.0,25.54
4,Cuneo,T,50_54,50,2.5,0.012587,0.061015,61392.8,3745.9,297599.4,1327965.0,21.63
4,Cuneo,T,55_59,55,2.5,0.016975,0.081419,57646.9,4693.5,276500.8,1030365.6,17.87
4,Cuneo,T,60_64,60,2.5,0.029786,0.138607,52953.4,7339.7,246417.6,753864.8,14.24
4,Cuneo,T,65_69,65,2.5,0.043042,0.194303,45613.7,8862.9,205911.1,507447.1,11.12
4,Cuneo,T,70_74,70,2.5,0.078322,0.327485,36750.8,12035.3,153665.6,301536.0,8.2
4,Cuneo,T,75_79,75,2.5,0.131896,0.495945,24715.4,12257.5,92933.5,147870.5,5.98
4,Cuneo,T,80_84,80,2.5,0.203862,0.675194,12457.9,8411.5,41260.9,54937.0,4.41
4,Cuneo,T,85plus,85,3.3798,0.295874,1.0,4046.4,4046.4,13676.1,13676.1,3.38
4,Cuneo,M,0,0,0.2992,0.1728,0.154133,100000.0,15413.3,89197.6,4869833.8,48.7
4,Cuneo,M,1_4,1,1.5,0.020415,0.077694,84586.7,6571.9,321916.9,4780636.2,56.52
4,Cuneo,M,5_9,5,2.5,0.004239,0.020972,78014.8,1636.2,385983.4,4458719.3,57.15
4,Cuneo,M,10_14,10,2.5,0.00287,0.014248,76378.6,1088.2,379172.5,4072735.9,53.32
4,Cuneo,M,15_19,15,2.5,0.003086,0.01531,75290.4,1152.7,373570.3,3693563.4,49.06
4,Cuneo,M,20_24,20,2.5,0.006384,0.031421,74137.7,2329.5,364864.9,3319993.1,44.78
4,Cuneo,M,25_29,25,2.5,0.005725,0.028221,71808.2,2026.5,353974.9,2955128.2,41.15
4,Cuneo,M,30_34,30,2.5,0.005753,0.028357,69781.7,1978.8,343961.6,2601153.3,37.28
4,Cuneo,M,35_39,35,2.5,0.00646,0.031789,67802.9,2155.4,333626.2,2257191.6,33.29
4,Cuneo,M,40_44,40,2.5,0.008332,0.04081,65647.6,2679.1,321540.2,1923565.4,29.3
4,Cuneo,M,45_49,45,2.5,0.010353,0.050461,62968.5,3177.5,306898.8,1602025.2,25.44
4,Cuneo,M,50_54,50,2.5,0.013431,0.064974,59791.0,3884.8,289243.0,1295126.4,21.66
4,Cuneo,M,55_59,55,2.5,0.01675,0.080382,55906.2,4493.8,268296.3,1005883.4,17.99
4,Cuneo,M,60_64,60,2.5,0.027992,0.130806,51412.3,6725.0,240249.1,737587.1,14.35
4,Cuneo,M,65_69,65,2.5,0.041639,0.188564,44687.3,8426.4,202370.5,497338.0,11.13
4,Cuneo,M,70_74,70,2.5,0.076782,0.322083,36260.9,11679.0,152106.9,294967.6,8.13
4,Cuneo,M,75_79,75,2.5,0.134877,0.504329,24581.9,12397.4,91915.9,142860.7,5.81
4,Cuneo,M,80_84,80,2.5,0.213632,0.696286,12184.5,8483.9,39712.8,50944.8,4.18
4,Cuneo,M,85plus,85,3.0352,0.32947,1.0,3700.6,3700.6,11232.0,11232.0,3.04
4,Cuneo,F,0,0,0.3141,0.137231,0.125426,100000.0,12542.6,91397.2,5084558.3,50.85
4,Cuneo,F,1_4,1,1.5,0.018591,0.07106,87457.4,6214.7,334293.0,4993161.1,57.09
4,Cuneo,F,5_9,5,2.5,0.004381,0.021666,81242.8,1760.2,401813.2,4658868.1,57.35
4,Cuneo,F,10_14,10,2.5,0.002652,0.013171,79482.5,1046.9,394795.4,4257054.9,53.56
4,Cuneo,F,15_19,15,2.5,0.004105,0.020317,78435.6,1593.6,388194.2,3862259.4,49.24
4,Cuneo,F,20_24,20,2.5,0.0052,0.025665,76842.1,1972.1,379279.9,3474065.2,45.21
4,Cuneo,F,25_29,25,2.5,0.006207,0.030559,74869.9,2288.0,368629.7,3094785.3,41.34
4,Cuneo,F,30_34,30,2.5,0.005451,0.02689,72582.0,1951.7,358030.5,2726155.6,37.56
4,Cuneo,F,35_39,35,2.5,0.006304,0.031029,70630.2,2191.6,347672.3,2368125.1,33.53
4,Cuneo,F,40_44,40,2.5,0.008225,0.040299,68438.7,2758.0,335298.4,2020452.9,29.52
4,Cuneo,F,45_49,45,2.5,0.008043,0.039422,65680.7,2589.3,321930.3,1685154.4,25.66
4,Cuneo,F,50_54,50,2.5,0.01172,0.056933,63091.4,3592.0,306477.1,1363224.2,21.61
4,Cuneo,F,55_59,55,2.5,0.017208,0.082491,59499.4,4908.2,285226.8,1056747.1,17.76
4,Cuneo,F,60_64,60,2.5,0.031666,0.146717,54591.3,8009.5,252932.8,771520.3,14.13
4,Cuneo,F,65_69,65,2.5,0.044549,0.200425,46581.8,9336.2,209568.8,518587.5,11.13
4,Cuneo,F,70_74,70,2.5,0.080011,0.333373,37245.7,12416.7,155186.6,309018.7,8.3
4,Cuneo,F,75_79,75,2.5,0.128504,0.486293,24829.0,12074.1,93959.5,153832.1,6.2
4,Cuneo,F,80_84,80,2.5,0.193242,0.651478,12754.8,8309.5,43000.4,59872.6,4.69
4,Cuneo,F,85plus,85,3.7955,0.263472,1.0,4445.3,4445.3,16872.1,16872.1,3.8
6,Alessandria,T,0,0,0.3053,0.100418,0.093869,100000.0,9386.9,93478.8,5441545.1,54.42
6,Alessandria,T,1_4,1,1.5,0.016839,0.064637,90613.1,5856.9,347810.0,5348066.3,59.02
6,Alessandria,T,5_9,5,2.5,0.003699,0.018325,84756.2,1553.2,419897.8,5000256.3,59.0
6,Alessandria,T,10_14,10,2.5,0.002517,0.012507,83203.0,1040.6,413413.4,4580358.4,55.05
6,Alessandria,T,15_19,15,2.5,0.003957,0.019589,82162.4,1609.5,406788.0,4166945.0,50.72
6,Alessandria,T,20_24,20,2.5,0.005915,0.029144,80552.8,2347.6,396895.3,3760157.0,46.68
6,Alessandria,T,25_29,25,2.5,0.00525,0.025909,78205.3,2026.3,385960.6,3363261.8,43.01
6,Alessandria,T,30_34,30,2.5,0.005626,0.027742,76179.0,2113.3,375611.7,2977301.1,39.08
6,Alessandria,T,35_39,35,2.5,0.005571,0.027472,74065.7,2034.8,365241.5,2601689.4,35.13
6,Alessandria,T,40_44,40,2.5,0.00596,0.029363,72030.9,2115.1,354866.9,2236447.9,31.05
6,Alessandria,T,45_49,45,2.5,0.008252,0.040427,69915.9,2826.5,342513.0,1881581.0,26.91
6,Alessandria,T,50_54,50,2.5,0.010782,0.052496,67089.4,3521.9,326642.0,1539067.9,22.94
6,Alessandria,T,55_59,55,2.5,0.015554,0.074857,63567.4,4758.5,305941.0,1212425.9,19.07
6,Alessandria,T,60_64,60,2.5,0.022719,0.107488,58809.0,6321.3,278241.7,906484.9,15.41
6,Alessandria,T,65_69,65,2.5,0.035353,0.16241,52487.7,8524.5,241127.3,628243.2,11.97
6,Alessandria,T,70_74,70,2.5,0.067848,0.290043,43963.2,12751.2,187937.9,387115.9,8.81
6,Alessandria,T,75_79,75,2.5,0.11947,0.459969,31212.0,14356.5,120168.6,199178.0,6.38
6,Alessandria,T,80_84,80,2.5,0.190969,0.646292,16855.4,10893.5,57043.4,79009.4,4.69
6,Alessandria,T,85plus,85,3.6844,0.271416,1.0,5961.9,5961.9,21966.0,21966.0,3.68
6,Alessandria,M,0,0,0.2992,0.115658,0.106986,100000.0,10698.6,92501.9,5273023.5,52.73
6,Alessandria,M,1_4,1,1.5,0.019344,0.073806,89301.4,6591.0,340728.3,5180521.6,58.01
6,Alessandria,M,5_9,5,2.5,0.004001,0.019806,82710.5,1638.1,409456.9,4839793.3,58.51
6,Alessandria,M,10_14,10,2.5,0.002622,0.013024,81072.3,1055.9,402722.0,4430336.4,54.65
6,Alessandria,M,15_19,15,2.5,0.003546,0.017574,80016.5,1406.2,396566.8,4027614.4,50.33
6,Alessandria,M,20_24,20,2.5,0.006642,0.032666,78610.3,2567.9,386631.5,3631047.6,46.19
6,Alessandria,M,25_29,25,2.5,0.004842,0.023921,76042.4,1819.0,375664.4,3244416.0,42.67
6,Alessandria,M,30_34,30,2.5,0.005423,0.026754,74223.4,1985.8,366152.5,2868751.7,38.65
6,Alessandria,M,35_39,35,2.5,0.005404,0.026659,72237.6,1925.8,356373.7,2502599.2,34.64
6,Alessandria,M,40_44,40,2.5,0.005783,0.028502,70311.9,2004.0,346549.2,2146225.5,30.52
6,Alessandria,M,45_49,45,2.5,0.008429,0.041275,68307.8,2819.4,334490.7,1799676.3,26.35
6,Alessandria,M,50_54,50,2.5,0.012088,0.058667,65488.4,3842.0,317837.1,1465185.7,22.37
6,Alessandria,M,55_59,55,2.5,0.016991,0.081494,61646.4,5023.8,295672.6,1147348.6,18.61
6,Alessandria,M,60_64,60,2.5,0.024253,0.114331,56622.6,6473.7,266928.7,851676.0,15.04
6,Alessandria,M,65_69,65,2.5,0.036996,0.169321,50148.9,8491.3,229516.2,584747.2,11.66
6,Alessandria,M,70_74,70,2.5,0.06988,0.297437,41657.6,12390.5,177311.8,355231.0,8.53
6,Alessandria,M,75_79,75,2.5,0.127392,0.483103,29267.1,14139.0,110987.9,177919.3,6.08
6,Alessandria,M,80_84,80,2.5,0.200164,0.667032,15128.1,10090.9,50413.1,66931.3,4.42
6,Alessandria,M,85plus,85,3.2793,0.304946,1.0,5037.2,5037.2,16518.2,16518.2,3.28
6,Alessandria,F,0,0,0.3141,0.084441,0.079818,100000.0,7981.8,94525.4,5624465.0,56.24
6,Alessandria,F,1_4,1,1.5,0.014257,0.055067,92018.2,5067.2,355404.9,5529939.6,60.1
6,Alessandria,F,5_9,5,2.5,0.003392,0.01682,86951.0,1462.5,431098.8,5174534.7,59.51
6,Alessandria,F,10_14,10,2.5,0.002409,0.011974,85488.5,1023.6,424883.5,4743435.9,55.49
6,Alessandria,F,15_19,15,2.5,0.004385,0.021687,84464.9,1831.8,417745.0,4318552.4,51.13
6,Alessandria,F,20_24,20,2.5,0.005206,0.025697,82633.1,2123.4,407857.1,3900807.4,47.21
6,Alessandria,F,25_29,25,2.5,0.005626,0.027741,80509.7,2233.4,396965.0,3492950.3,43.39
6,Alessandria,F,30_34,30,2.5,0.005815,0.028658,78276.3,2243.2,385773.4,3095985.3,39.55
6,Alessandria,F,35_39,35,2.5,0.005725,0.02822,76033.1,2145.6,374801.3,2710211.9,35.65
6,Alessandria,F,40_44,40,2.5,0.006136,0.030215,73887.4,2232.5,363855.8,2335410.6,31.61
6,Alessandria,F,45_49,45,2.5,0.008069,0.039545,71654.9,2833.6,351190.5,1971554.7,27.51
6,Alessandria,F,50_54,50,2.5,0.009442,0.046121,68821.3,3174.1,336171.2,1620364.3,23.54
6,Alessandria,F,55_59,55,2.5,0.014088,0.068046,65647.2,4467.0,317068.3,1284193.1,19.56
6,Alessandria,F,60_64,60,2.5,0.021159,0.100479,61180.2,6147.3,290532.5,967124.8,15.81
6,Alessandria,F,65_69,65,2.5,0.033608,0.155015,55032.8,8530.9,253836.8,676592.3,12.29
6,Alessandria,F,70_74,70,2.5,0.065782,0.282459,46501.9,13134.9,199672.3,422755.5,9.09
6,Alessandria,F,75_79,75,2.5,0.111496,0.435961,33367.0,14546.7,130468.3,223083.2,6.69
6,Alessandria,F,80_84,80,2.5,0.183069,0.627949,18820.3,11818.2,64556.0,92614.9,4.92
6,Alessandria,F,85plus,85,4.0072,0.249551,1.0,7002.1,7002.1,28058.8,28058.8,4.01
8,Porto Maurizio,T,0,0,0.3056,0.11842,0.109421,100000.0,10942.1,92401.4,5275135.5,52.75
8,Porto Maurizio,T,1_4,1,1.5,0.015157,0.058413,89057.9,5202.2,343226.1,5182734.1,58.2
8,Porto Maurizio,T,5_9,5,2.5,0.003999,0.019797,83855.7,1660.1,415128.2,4839508.0,57.71
8,Porto Maurizio,T,10_14,10,2.5,0.003398,0.016847,82195.6,1384.8,407515.9,4424379.8,53.83
8,Porto Maurizio,T,15_19,15,2.5,0.00423,0.020931,80810.8,1691.4,399825.4,4016863.9,49.71
8,Porto Maurizio,T,20_24,20,2.5,0.00626,0.030816,79119.4,2438.1,389501.5,3617038.5,45.72
8,Porto Maurizio,T,25_29,25,2.5,0.00737,0.036183,76681.2,2774.5,376469.8,3227537.1,42.09
8,Porto Maurizio,T,30_34,30,2.5,0.006557,0.032255,73906.7,2383.9,363573.8,2851067.2,38.58
8,Porto Maurizio,T,35_39,35,2.5,0.006538,0.032163,71522.8,2300.4,351863.2,2487493.4,34.78
8,Porto Maurizio,T,40_44,40,2.5,0.0068,0.033431,69222.5,2314.2,340326.8,2135630.2,30.85
8,Porto Maurizio,T,45_49,45,2.5,0.008509,0.041658,66908.3,2787.3,327573.1,1795303.4,26.83
8,Porto Maurizio,T,50_54,50,2.5,0.01328,0.064266,64121.0,4120.8,310302.9,1467730.3,22.89
8,Porto Maurizio,T,55_59,55,2.5,0.013958,0.067437,60000.2,4046.2,289885.3,1157427.4,19.29
8,Porto Maurizio,T,60_64,60,2.5,0.023834,0.112469,55954.0,6293.1,264037.1,867542.1,15.5
8,Porto Maurizio,T,65_69,65,2.5,0.042629,0.192618,49660.9,9565.6,224390.4,603504.9,12.15
8,Porto Maurizio,T,70_74,70,2.5,0.061463,0.266382,40095.3,10680.6,173774.8,379114.5,9.46
8,Porto Maurizio,T,75_79,75,2.5,0.092468,0.37553,29414.6,11046.1,119458.0,205339.7,6.98
8,Porto Maurizio,T,80_84,80,2.5,0.188459,0.640516,18368.6,11765.4,62429.4,85881.7,4.68
8,Porto Maurizio,T,85plus,85,3.5517,0.281559,1.0,6603.2,6603.2,23452.3,23452.3,3.55
8,Porto Maurizio,M,0,0,0.2992,0.136932,0.124942,100000.0,12494.2,91243.5,5065442.9,50.65
8,Porto Maurizio,M,1_4,1,1.5,0.015874,0.061071,87505.8,5344.1,336663.1,4974199.4,56.84
8,Porto Maurizio,M,5_9,5,2.5,0.004932,0.02436,82161.7,2001.5,405804.9,4637536.4,56.44
8,Porto Maurizio,M,10_14,10,2.5,0.003729,0.018475,80160.2,1481.0,397098.8,4231731.4,52.79
8,Porto Maurizio,M,15_19,15,2.5,0.004208,0.020822,78679.3,1638.2,389300.8,3834632.6,48.74
8,Porto Maurizio,M,20_24,20,2.5,0.00697,0.034254,77041.0,2638.9,378607.8,3445331.8,44.72
8,Porto Maurizio,M,25_29,25,2.5,0.007752,0.038022,74402.1,2828.9,364938.2,3066724.0,41.22
8,Porto Maurizio,M,30_34,30,2.5,0.006871,0.033775,71573.2,2417.4,351822.4,2701785.8,37.75
8,Porto Maurizio,M,35_39,35,2.5,0.008281,0.040564,69155.8,2805.2,338765.8,2349963.4,33.98
