COD_PROV,year,u5mr
92,1929,180.94
1,1930,113.0
2,1930,113.0
3,1930,113.0
4,1930,113.0
5,1930,113.0
6,1930,113.0
7,1930,113.0
8,1930,94.89
9,1930,94.89
10,1930,94.89
11,1930,94.89
12,1930,178.52
13,1930,178.52
14,1930,178.52
15,1930,178.52
16,1930,178.52
17,1930,178.52
18,1930,178.52
19,1930,178.52
20,1930,178.52
21,1930,131.15
22,1930,131.15
23,1930,125.72
24,1930,125.72
25,1930,125.72
26,1930,125.72
27,1930,125.72
28,1930,125.72
29,1930,125.72
30,1930,125.72
31,1930,159.01
32,1930,159.01
33,1930,116.77
34,1930,116.77
35,1930,116.77
36,1930,116.77
37,1930,116.77
38,1930,116.77
39,1930,116.77
40,1930,116.77
41,1930,121.89
42,1930,121.89
43,1930,121.89
44,1930,121.89
45,1930,105.39
46,1930,105.39
47,1930,105.39
48,1930,105.39
49,1930,105.39
50,1930,105.39
51,1930,105.39
52,1930,105.39
53,1930,105.39
54,1930,131.43
55,1930,131.43
56,1930,141.33
57,1930,141.33
58,1930,141.33
59,1930,141.33
60,1930,141.33
61,1930,186.5
62,1930,186.5
63,1930,186.5
64,1930,186.5
65,1930,186.5
66,1930,171.54
67,1930,171.54
68,1930,171.54
69,1930,171.54
70,1930,171.54
71,1930,259.52
72,1930,259.52
73,1930,259.52
74,1930,259.52
75,1930,259.52
76,1930,254.25
77,1930,254.25
78,1930,177.61
79,1930,177.61
80,1930,177.61
81,1930,204.18
82,1930,204.18
83,1930,204.18
84,1930,204.18
85,1930,204.18
86,1930,204.18
87,1930,204.18
88,1930,204.18
89,1930,204.18
90,1930,170.43
91,1930,170.43
92,1930,170.43
1,1931,121.08
2,1931,121.08
3,1931,121.08
4,1931,121.08
5,1931,121.08
6,1931,121.08
7,1931,121.08
8,1931,101.25
9,1931,101.25
10,1931,101.25
11,1931,101.25
12,1931,184.74
13,1931,184.74
14,1931,184.74
15,1931,184.74
16,1931,184.74
17,1931,184.74
18,1931,184.74
19,1931,184.74
20,1931,184.74
21,1931,146.74
22,1931,146.74
23,1931,125.92
24,1931,125.92
25,1931,125.92
26,1931,125.92
27,1931,125.92
28,1931,125.92
29,1931,125.92
30,1931,125.92
31,1931,158.04
32,1931,158.04
33,1931,127.94
34,1931,127.94
35,1931,127.94
36,1931,127.94
37,1931,127.94
38,1931,127.94
39,1931,127.94
40,1931,127.94
41,1931,122.84
42,1931,122.84
43,1931,122.84
44,1931,122.84
45,1931,96.46
46,1931,96.46
47,1931,96.46
48,1931,96.46
49,1931,96.46
50,1931,96.46
51,1931,96.46
52,1931,96.46
53,1931,96.46
54,1931,121.53
55,1931,121.53
56,1931,146.52
57,1931,146.52
58,1931,146.52
59,1931,146.52
60,1931,146.52
61,1931,192.25
62,1931,192.25
63,1931,192.25
64,1931,192.25
65,1931,192.25
66,1931,186.48
67,1931,186.48
68,1931,186.48
69,1931,186.48
70,1931,186.48
71,1931,233.71
72,1931,233.71
73,1931,233.71
74,1931,233.71
75,1931,233.71
76,1931,289.28
77,1931,289.28
78,1931,194.37
79,1931,194.37
80,1931,194.37
81,1931,226.94
82,1931,226.94
83,1931,226.94
84,1931,226.94
85,1931,226.94
86,1931,226.94
87,1931,226.94
88,1931,226.94
89,1931,226.94
90,1931,250.34
91,1931,250.34
92,1931,250.34
1,1932,120.01
2,1932,120.01
3,1932,120.01
4,1932,120.01
5,1932,120.01
6,1932,120.01
7,1932,120.01
8,1932,102.34
9,1932,102.34
10,1932,102.34
11,1932,102.34
12,1932,170.93
13,1932,170.93
14,1932,170.93
15,1932,170.93
16,1932,170.93
17,1932,170.93
18,1932,170.93
19,1932,170.93
20,1932,170.93
21,1932,140.05
22,1932,140.05
23,1932,133.86
24,1932,133.86
25,1932,133.86
26,1932,133.86
27,1932,133.86
28,1932,133.86
29,1932,133.86
30,1932,133.86
31,1932,168.43
32,1932,168.43
33,1932,143.06
34,1932,143.06
35,1932,143.06
36,1932,143.06
37,1932,143.06
38,1932,143.06
39,1932,143.06
40,1932,143.06
41,1932,144.34
42,1932,144.34
43,1932,144.34
44,1932,144.34
45,1932,124.51
46,1932,124.51
47,1932,124.51
48,1932,124.51
49,1932,124.51
50,1932,124.51
51,1932,124.51
52,1932,124.51
53,1932,124.51
54,1932,150.94
55,1932,150.94
56,1932,154.87
57,1932,154.87
58,1932,154.87
59,1932,154.87
60,1932,154.87
61,1932,203.17
62,1932,203.17
63,1932,203.17
64,1932,203.17
65,1932,203.17
66,1932,181.12
67,1932,181.12
68,1932,181.12
69,1932,181.12
70,1932,181.12
71,1932,235.04
72,1932,235.04
73,1932,235.04
74,1932,235.04
75,1932,235.04
76,1932,245.33
77,1932,245.33
78,1932,165.81
79,1932,165.81
80,1932,165.81
81,1932,201.03
82,1932,201.03
83,1932,201.03
84,1932,201.03
85,1932,201.03
86,1932,201.03
87,1932,201.03
88,1932,201.03
89,1932,201.03
90,1932,178.5
91,1932,178.5
92,1932,178.5
1,1933,107.63
2,1933,107.63
3,1933,107.63
4,1933,107.63
5,1933,107.63
6,1933,107.63
7,1933,107.63
8,1933,91.46
9,1933,91.46
10,1933,91.46
11,1933,91.46
12,1933,156.79
13,1933,156.79
14,1933,156.79
15,1933,156.79
16,1933,156.79
17,1933,156.79
18,1933,156.79
19,1933,156.79
20,1933,156.79
21,1933,139.37
22,1933,139.37
23,1933,112.78
24,1933,112.78
25,1933,112.78
26,1933,112.78
27,1933,112.78
28,1933,112.78
29,1933,112.78
30,1933,112.78
31,1933,150.13
32,1933,150.13
33,1933,107.68
34,1933,107.68
35,1933,107.68
36,1933,107.68
37,1933,107.68
38,1933,107.68
39,1933,107.68
40,1933,107.68
41,1933,102.65
42,1933,102.65
43,1933,102.65
44,1933,102.65
45,1933,92.39
46,1933,92.39
47,1933,92.39
48,1933,92.39
49,1933,92.39
50,1933,92.39
51,1933,92.39
52,1933,92.39
53,1933,92.39
54,1933,109.71
55,1933,109.71
56,1933,122.9
57,1933,122.9
58,1933,122.9
59,1933,122.9
60,1933,122.9
61,1933,185.98
62,1933,185.98
63,1933,185.98
64,1933,185.98
65,1933,185.98
66,1933,171.83
67,1933,171.83
68,1933,171.83
69,1933,171.83
70,1933,171.83
71,1933,212.73
72,1933,212.73
73,1933,212.73
74,1933,212.73
75,1933,212.73
76,1933,218.37
77,1933,218.37
78,1933,162.66
79,1933,162.66
80,1933,162.66
81,1933,185.76
82,1933,185.76
83,1933,185.76
84,1933,185.76
85,1933,185.76
86,1933,185.76
87,1933,185.76
88,1933,185.76
89,1933,185.76
90,1933,181.15
91,1933,181.15
92,1933,181.15
1,1934,100.45
2,1934,100.45
3,1934,100.45
4,1934,100.45
5,1934,100.45
6,1934,100.45
7,1934,100.45
8,1934,82.78
9,1934,82.78
10,1934,82.78
11,1934,82.78
12,1934,149.89
13,1934,149.89
14,1934,149.89
15,1934,149.89
16,1934,149.89
17,1934,149.89
18,1934,149.89
19,1934,149.89
20,1934,149.89
21,1934,126.04
22,1934,126.04
23,1934,110.06
24,1934,110.06
25,1934,110.06
26,1934,110.06
27,1934,110.06
28,1934,110.06
29,1934,110.06
30,1934,110.06
31,1934,129.41
32,1934,129.41
33,1934,96.79
34,1934,96.79
35,1934,96.79
36,1934,96.79
37,1934,96.79
38,1934,96.79
39,1934,96.79
40,1934,96.79
41,1934,110.31
42,1934,110.31
43,1934,110.31
44,1934,110.31
45,1934,87.55
46,1934,87.55
47,1934,87.55
48,1934,87.55
49,1934,87.55
50,1934,87.55
51,1934,87.55
52,1934,87.55
53,1934,87.55
54,1934,100.64
55,1934,100.64
56,1934,120.3
57,1934,120.3
58,1934,120.3
59,1934,120.3
60,1934,120.3
61,1934,182.19
62,1934,182.19
63,1934,182.19
64,1934,182.19
65,1934,182.19
66,1934,175.75
67,1934,175.75
68,1934,175.75
69,1934,175.75
70,1934,175.75
71,1934,203.13
72,1934,203.13
73,1934,203.13
74,1934,203.13
75,1934,203.13
76,1934,215.3
77,1934,215.3
78,1934,179.52
79,1934,179.52
80,1934,179.52
81,1934,213.91
82,1934,213.91
83,1934,213.91
84,1934,213.91
85,1934,213.91
86,1934,213.91
87,1934,213.91
88,1934,213.91
89,1934,213.91
90,1934,154.8
91,1934,154.8
92,1934,154.8
1,1935,101.85
2,1935,101.85
3,1935,101.85
4,1935,101.85
5,1935,101.85
6,1935,101.85
7,1935,101.85
8,1935,82.0
9,1935,82.0
10,1935,82.0
11,1935,82.0
12,1935,166.27
13,1935,166.27
14,1935,166.27
15,1935,166.27
16,1935,166.27
17,1935,166.27
18,1935,166.27
19,1935,166.27
20,1935,166.27
21,1935,124.51
22,1935,124.51
23,1935,109.76
24,1935,109.76
25,1935,109.76
26,1935,109.76
27,1935,109.76
28,1935,109.76
29,1935,109.76
30,1935,109.76
31,1935,130.06
32,1935,130.06
33,1935,104.66
34,1935,104.66
35,1935,104.66
36,1935,104.66
37,1935,104.66
38,1935,104.66
39,1935,104.66
40,1935,104.66
41,1935,110.68
42,1935,110.68
43,1935,110.68
44,1935,110.68
45,1935,87.77
46,1935,87.77
47,1935,87.77
48,1935,87.77
49,1935,87.77
50,1935,87.77
51,1935,87.77
52,1935,87.77
53,1935,87.77
54,1935,106.3
55,1935,106.3
56,1935,140.19
57,1935,140.19
58,1935,140.19
59,1935,140.19
60,1935,140.19
61,1935,202.99
62,1935,202.99
63,1935,202.99
64,1935,202.99
65,1935,202.99
66,1935,165.14
67,1935,165.14
68,1935,165.14
69,1935,165.14
70,1935,165.14
71,1935,204.64
72,1935,204.64
73,1935,204.64
74,1935,204.64
75,1935,204.64
76,1935,217.58
77,1935,217.58
78,1935,166.14
79,1935,166.14
80,1935,166.14
81,1935,184.13
82,1935,184.13
83,1935,184.13
84,1935,184.13
85,1935,184.13
86,1935,184.13
87,1935,184.13
88,1935,184.13
89,1935,184.13
90,1935,169.3
91,1935,169.3
92,1935,169.3
1,1936,96.4
2,1936,96.4
3,1936,96.4
4,1936,96.4
5,1936,96.4
6,1936,96.4
7,1936,96.4
8,1936,83.87
9,1936,83.87
10,1936,83.87
11,1936,83.87
12,1936,154.79
13,1936,154.79
14,1936,154.79
15,1936,154.79
16,1936,154.79
17,1936,154.79
18,1936,154.79
19,1936,154.79
20,1936,154.79
21,1936,124.13
22,1936,124.13
23,1936,108.55
24,1936,108.55
25,1936,108.55
26,1936,108.55
27,1936,108.55
28,1936,108.55
29,1936,108.55
30,1936,108.55
31,1936,139.82
32,1936,139.82
33,1936,115.72
34,1936,115.72
35,1936,115.72
36,1936,115.72
37,1936,115.72
38,1936,115.72
39,1936,115.72
40,1936,115.72
41,1936,115.68
42,1936,115.68
43,1936,115.68
44,1936,115.68
45,1936,87.98
46,1936,87.98
47,1936,87.98
48,1936,87.98
49,1936,87.98
50,1936,87.98
51,1936,87.98
52,1936,87.98
53,1936,87.98
54,1936,107.33
55,1936,107.33
56,1936,128.73
57,1936,128.73
58,1936,128.73
59,1936,128.73
60,1936,128.73
61,1936,191.3
62,1936,191.3
63,1936,191.3
64,1936,191.3
65,1936,191.3
66,1936,175.45
67,1936,175.45
68,1936,175.45
69,1936,175.45
70,1936,175.45
71,1936,230.29
72,1936,230.29
73,1936,230.29
74,1936,230.29
75,1936,230.29
76,1936,239.84
77,1936,239.84
78,1936,163.72
79,1936,163.72
80,1936,163.72
81,1936,170.22
82,1936,170.22
83,1936,170.22
84,1936,170.22
85,1936,170.22
86,1936,170.22
87,1936,170.22
88,1936,170.22
89,1936,170.22
90,1936,142.69
91,1936,142.69
92,1936,142.69
