COD_PROV,year,u5mr
58,1911,232.97
59,1911,232.97
60,1911,232.97
61,1911,306.86
62,1911,306.86
63,1911,306.86
64,1911,306.86
65,1911,306.86
66,1911,269.6
67,1911,269.6
68,1911,269.6
69,1911,269.6
70,1911,269.6
71,1911,325.83
72,1911,325.83
73,1911,325.83
74,1911,325.83
75,1911,325.83
76,1911,312.54
77,1911,312.54
78,1911,263.75
79,1911,263.75
80,1911,263.75
81,1911,327.51
82,1911,327.51
83,1911,327.51
84,1911,327.51
85,1911,327.51
86,1911,327.51
87,1911,327.51
88,1911,327.51
89,1911,327.51
90,1911,248.52
91,1911,248.52
92,1911,248.52
1,1912,156.9
2,1912,156.9
3,1912,156.9
4,1912,156.9
5,1912,156.9
6,1912,156.9
7,1912,156.9
8,1912,167.3
9,1912,167.3
10,1912,167.3
11,1912,167.3
12,1912,209.94
13,1912,209.94
14,1912,209.94
15,1912,209.94
16,1912,209.94
17,1912,209.94
18,1912,209.94
19,1912,209.94
20,1912,209.94
23,1912,180.4
24,1912,180.4
25,1912,180.4
26,1912,180.4
27,1912,180.4
28,1912,180.4
29,1912,180.4
30,1912,180.4
33,1912,206.08
34,1912,206.08
35,1912,206.08
36,1912,206.08
37,1912,206.08
38,1912,206.08
39,1912,206.08
40,1912,206.08
41,1912,181.94
42,1912,181.94
43,1912,181.94
44,1912,181.94
45,1912,158.1
46,1912,158.1
47,1912,158.1
48,1912,158.1
49,1912,158.1
50,1912,158.1
51,1912,158.1
52,1912,158.1
53,1912,158.1
54,1912,159.37
55,1912,159.37
56,1912,185.58
57,1912,185.58
58,1912,185.58
59,1912,185.58
60,1912,185.58
61,1912,243.27
62,1912,243.27
63,1912,243.27
64,1912,243.27
65,1912,243.27
66,1912,203.34
67,1912,203.34
68,1912,203.34
69,1912,203.34
70,1912,203.34
71,1912,297.12
72,1912,297.12
73,1912,297.12
74,1912,297.12
75,1912,297.12
76,1912,237.22
77,1912,237.22
78,1912,230.16
79,1912,230.16
80,1912,230.16
81,1912,299.43
82,1912,299.43
83,1912,299.43
84,1912,299.43
85,1912,299.43
86,1912,299.43
87,1912,299.43
88,1912,299.43
89,1912,299.43
90,1912,228.73
91,1912,228.73
92,1912,228.73
1,1913,179.73
2,1913,179.73
3,1913,179.73
4,1913,179.73
5,1913,179.73
6,1913,179.73
7,1913,179.73
8,1913,193.02
9,1913,193.02
10,1913,193.02
11,1913,193.02
12,1913,254.75
13,1913,254.75
14,1913,254.75
15,1913,254.75
16,1913,254.75
17,1913,254.75
18,1913,254.75
19,1913,254.75
20,1913,254.75
23,1913,188.21
24,1913,188.21
25,1913,188.21
26,1913,188.21
27,1913,188.21
28,1913,188.21
29,1913,188.21
30,1913,188.21
33,1913,195.08
34,1913,195.08
35,1913,195.08
36,1913,195.08
37,1913,195.08
38,1913,195.08
39,1913,195.08
40,1913,195.08
41,1913,234.08
42,1913,234.08
43,1913,234.08
44,1913,234.08
45,1913,187.28
46,1913,187.28
47,1913,187.28
48,1913,187.28
49,1913,187.28
50,1913,187.28
51,1913,187.28
52,1913,187.28
53,1913,187.28
54,1913,228.32
55,1913,228.32
56,1913,225.87
57,1913,225.87
58,1913,225.87
59,1913,225.87
60,1913,225.87
61,1913,228.08
62,1913,228.08
63,1913,228.08
64,1913,228.08
65,1913,228.08
66,1913,256.59
67,1913,256.59
68,1913,256.59
69,1913,256.59
70,1913,256.59
71,1913,287.62
72,1913,287.62
73,1913,287.62
74,1913,287.62
75,1913,287.62
76,1913,282.79
77,1913,282.79
78,1913,243.11
79,1913,243.11
80,1913,243.11
81,1913,301.56
82,1913,301.56
83,1913,301.56
84,1913,301.56
85,1913,301.56
86,1913,301.56
87,1913,301.56
88,1913,301.56
89,1913,301.56
90,1913,263.31
91,1913,263.31
92,1913,263.31
1,1914,158.65
2,1914,158.65
3,1914,158.65
4,1914,158.65
5,1914,158.65
6,1914,158.65
7,1914,158.65
8,1914,158.3
9,1914,158.3
10,1914,158.3
11,1914,158.3
12,1914,210.55
13,1914,210.55
14,1914,210.55
15,1914,210.55
16,1914,210.55
17,1914,210.55
18,1914,210.55
19,1914,210.55
20,1914,210.55
23,1914,176.33
24,1914,176.33
25,1914,176.33
26,1914,176.33
27,1914,176.33
28,1914,176.33
29,1914,176.33
30,1914,176.33
33,1914,182.78
34,1914,182.78
35,1914,182.78
36,1914,182.78
37,1914,182.78
38,1914,182.78
39,1914,182.78
40,1914,182.78
41,1914,204.43
42,1914,204.43
43,1914,204.43
44,1914,204.43
45,1914,167.96
46,1914,167.96
47,1914,167.96
48,1914,167.96
49,1914,167.96
50,1914,167.96
51,1914,167.96
52,1914,167.96
53,1914,167.96
54,1914,206.89
55,1914,206.89
56,1914,220.7
57,1914,220.7
58,1914,220.7
59,1914,220.7
60,1914,220.7
61,1914,237.21
62,1914,237.21
63,1914,237.21
64,1914,237.21
65,1914,237.21
66,1914,245.79
67,1914,245.79
68,1914,245.79
69,1914,245.79
70,1914,245.79
71,1914,286.53
72,1914,286.53
73,1914,286.53
74,1914,286.53
75,1914,286.53
76,1914,278.07
77,1914,278.07
78,1914,226.91
79,1914,226.91
80,1914,226.91
81,1914,276.78
82,1914,276.78
83,1914,276.78
84,1914,276.78
85,1914,276.78
86,1914,276.78
87,1914,276.78
88,1914,276.78
89,1914,276.78
90,1914,221.47
91,1914,221.47
92,1914,221.47
1,1915,207.0
2,1915,207.0
3,1915,207.0
4,1915,207.0
5,1915,207.0
6,1915,207.0
7,1915,207.0
8,1915,208.35
9,1915,208.35
10,1915,208.35
11,1915,208.35
12,1915,263.71
13,1915,263.71
14,1915,263.71
15,1915,263.71
16,1915,263.71
17,1915,263.71
18,1915,263.71
19,1915,263.71
20,1915,263.71
23,1915,225.65
24,1915,225.65
25,1915,225.65
26,1915,225.65
27,1915,225.65
28,1915,225.65
29,1915,225.65
30,1915,225.65
33,1915,241.72
34,1915,241.72
35,1915,241.72
36,1915,241.72
37,1915,241.72
38,1915,241.72
39,1915,241.72
40,1915,241.72
41,1915,230.14
42,1915,230.14
43,1915,230.14
44,1915,230.14
45,1915,194.33
46,1915,194.33
47,1915,194.33
48,1915,194.33
49,1915,194.33
50,1915,194.33
51,1915,194.33
52,1915,194.33
53,1915,194.33
54,1915,218.11
55,1915,218.11
56,1915,232.31
57,1915,232.31
58,1915,232.31
59,1915,232.31
60,1915,232.31
61,1915,251.22
62,1915,251.22
63,1915,251.22
64,1915,251.22
65,1915,251.22
66,1915,250.56
67,1915,250.56
68,1915,250.56
69,1915,250.56
70,1915,250.56
71,1915,330.55
72,1915,330.55
73,1915,330.55
74,1915,330.55
75,1915,330.55
76,1915,292.89
77,1915,292.89
78,1915,212.57
79,1915,212.57
80,1915,212.57
81,1915,285.79
82,1915,285.79
83,1915,285.79
84,1915,285.79
85,1915,285.79
86,1915,285.79
87,1915,285.79
88,1915,285.79
89,1915,285.79
90,1915,252.16
91,1915,252.16
92,1915,252.16
1,1916,228.28
2,1916,228.28
3,1916,228.28
4,1916,228.28
5,1916,228.28
6,1916,228.28
7,1916,228.28
8,1916,216.47
9,1916,216.47
10,1916,216.47
11,1916,216.47
12,1916,337.16
13,1916,337.16
14,1916,337.16
15,1916,337.16
16,1916,337.16
17,1916,337.16
18,1916,337.16
19,1916,337.16
20,1916,337.16
23,1916,295.2
24,1916,295.2
25,1916,295.2
26,1916,295.2
27,1916,295.2
28,1916,295.2
29,1916,295.2
30,1916,295.2
33,1916,285.74
34,1916,285.74
35,1916,285.74
36,1916,285.74
37,1916,285.74
38,1916,285.74
39,1916,285.74
40,1916,285.74
41,1916,288.09
42,1916,288.09
43,1916,288.09
44,1916,288.09
45,1916,272.06
46,1916,272.06
47,1916,272.06
48,1916,272.06
49,1916,272.06
50,1916,272.06
51,1916,272.06
52,1916,272.06
53,1916,272.06
54,1916,248.5
55,1916,248.5
56,1916,296.48
57,1916,296.48
58,1916,296.48
59,1916,296.48
60,1916,296.48
61,1916,318.79
62,1916,318.79
63,1916,318.79
64,1916,318.79
65,1916,318.79
66,1916,286.36
67,1916,286.36
68,1916,286.36
69,1916,286.36
70,1916,286.36
71,1916,410.49
72,1916,410.49
73,1916,410.49
74,1916,410.49
75,1916,410.49
76,1916,381.89
77,1916,381.89
78,1916,250.6
79,1916,250.6
80,1916,250.6
81,1916,394.85
82,1916,394.85
83,1916,394.85
84,1916,394.85
85,1916,394.85
86,1916,394.85
87,1916,394.85
88,1916,394.85
89,1916,394.85
90,1916,316.77
91,1916,316.77
92,1916,316.77
1,1917,226.24
2,1917,226.24
3,1917,226.24
4,1917,226.24
5,1917,226.24
6,1917,226.24
7,1917,226.24
8,1917,218.09
9,1917,218.09
10,1917,218.09
11,1917,218.09
12,1917,329.99
13,1917,329.99
14,1917,329.99
15,1917,329.99
16,1917,329.99
17,1917,329.99
18,1917,329.99
19,1917,329.99
20,1917,329.99
23,1917,288.16
24,1917,288.16
25,1917,288.16
26,1917,288.16
27,1917,288.16
28,1917,288.16
29,1917,288.16
30,1917,288.16
33,1917,275.87
34,1917,275.87
35,1917,275.87
36,1917,275.87
37,1917,275.87
38,1917,275.87
39,1917,275.87
40,1917,275.87
41,1917,275.86
42,1917,275.86
43,1917,275.86
44,1917,275.86
45,1917,253.64
46,1917,253.64
47,1917,253.64
48,1917,253.64
49,1917,253.64
50,1917,253.64
51,1917,253.64
52,1917,253.64
53,1917,253.64
54,1917,264.44
55,1917,264.44
56,1917,257.53
57,1917,257.53
58,1917,257.53
59,1917,257.53
60,1917,257.53
61,1917,287.42
62,1917,287.42
63,1917,287.42
64,1917,287.42
65,1917,287.42
66,1917,313.3
67,1917,313.3
68,1917,313.3
69,1917,313.3
70,1917,313.3
71,1917,445.56
72,1917,445.56
73,1917,445.56
74,1917,445.56
75,1917,445.56
76,1917,472.81
77,1917,472.81
78,1917,251.9
79,1917,251.9
80,1917,251.9
81,1917,347.21
82,1917,347.21
83,1917,347.21
84,1917,347.21
85,1917,347.21
86,1917,347.21
87,1917,347.21
88,1917,347.21
89,1917,347.21
90,1917,351.25
91,1917,351.25
92,1917,351.25
1,1919,180.8
2,1919,180.8
3,1919,180.8
4,1919,180.8
5,1919,180.8
6,1919,180.8
7,1919,180.8
8,1919,197.72
9,1919,197.72
10,1919,197.72
11,1919,197.72
12,1919,214.21
13,1919,214.21
14,1919,214.21
15,1919,214.21
16,1919,214.21
17,1919,214.21
18,1919,214.21
19,1919,214.21
20,1919,214.21
23,1919,223.17
24,1919,223.17
25,1919,223.17
26,1919,223.17
27,1919,223.17
28,1919,223.17
29,1919,223.17
30,1919,223.17
33,1919,189.53
34,1919,189.53
35,1919,189.53
36,1919,189.53
37,1919,189.53
38,1919,189.53
39,1919,189.53
40,1919,189.53
41,1919,211.98
42,1919,211.98
43,1919,211.98
44,1919,211.98
45,1919,162.37
46,1919,162.37
47,1919,162.37
48,1919,162.37
49,1919,162.37
50,1919,162.37
51,1919,162.37
52,1919,162.37
53,1919,162.37
54,1919,195.37
55,1919,195.37
56,1919,188.85
57,1919,188.85
58,1919,188.85
59,1919,188.85
60,1919,188.85
61,1919,281.02
62,1919,281.02
63,1919,281.02
64,1919,281.02
65,1919,281.02
66,1919,216.06
67,1919,216.06
68,1919,216.06
69,1919,216.06
70,1919,216.06
71,1919,384.99
72,1919,384.99
73,1919,384.99
74,1919,384.99
75,1919,384.99
76,1919,324.45
77,1919,324.45
78,1919,235.47
79,1919,235.47
80,1919,235.47
81,1919,259.53
82,1919,259.53
83,1919,259.53
84,1919,259.53
85,1919,259.53
86,1919,259.53
87,1919,259.53
88,1919,259.53
89,1919,259.53
90,1919,167.26
91,1919,167.26
92,1919,167.26
1,1920,143.37
2,1920,143.37
3,1920,143.37
4,1920,143.37
5,1920,143.37
6,1920,143.37
7,1920,143.37
8,1920,155.22
9,1920,155.22
10,1920,155.22
11,1920,155.22
12,1920,194.77
13,1920,194.77
14,1920,194.77
15,1920,194.77
16,1920,194.77
17,1920,194.77
18,1920,194.77
19,1920,194.77
20,1920,194.77
23,1920,165.09
24,1920,165.09
25,1920,165.09
26,1920,165.09
27,1920,165.09
28,1920,165.09
29,1920,165.09
30,1920,165.09
33,1920,165.6
34,1920,165.6
35,1920,165.6
36,1920,165.6
37,1920,165.6
38,1920,165.6
39,1920,165.6
40,1920,165.6
41,1920,174.62
42,1920,174.62
43,1920,174.62
44,1920,174.62
45,1920,137.94
46,1920,137.94
47,1920,137.94
48,1920,137.94
49,1920,137.94
50,1920,137.94
51,1920,137.94
52,1920,137.94
53,1920,137.94
54,1920,173.71
55,1920,173.71
56,1920,156.79
57,1920,156.79
58,1920,156.79
59,1920,156.79
60,1920,156.79
61,1920,211.02
62,1920,211.02
63,1920,211.02
64,1920,211.02
65,1920,211.02
66,1920,193.81
67,1920,193.81
68,1920,193.81
69,1920,193.81
70,1920,193.81
71,1920,242.33
72,1920,242.33
73,1920,242.33
74,1920,242.33
75,1920,242.33
76,1920,209.37
77,1920,209.37
78,1920,461.17
79,1920,461.17
80,1920,461.17
81,1920,264.67
82,1920,264.67
83,1920,264.67
84,1920,264.67
85,1920,264.67
86,1920,264.67
87,1920,264.67
88,1920,264.67
89,1920,264.67
90,1920,217.11
91,1920,217.11
92,1920,217.11
1,1921,157.65
2,1921,157.65
3,1921,157.65
4,1921,157.65
5,1921,157.65
6,1921,157.65
7,1921,157.65
8,1921,138.45
9,1921,138.45
10,1921,138.45
11,1921,138.45
12,1921,209.32
13,1921,209.32
14,1921,209.32
15,1921,209.32
16,1921,209.32
17,1921,209.32
18,1921,209.32
19,1921,209.32
20,1921,209.32
23,1921,169.88
24,1921,169.88
25,1921,169.88
26,1921,169.88
27,1921,169.88
28,1921,169.88
29,1921,169.88
30,1921,169.88
33,1921,171.63
34,1921,171.63
35,1921,171.63
36,1921,171.63
37,1921,171.63
38,1921,171.63
39,1921,171.63
40,1921,171.63
41,1921,185.47
42,1921,185.47
43,1921,185.47
44,1921,185.47
45,1921,144.33
46,1921,144.33
47,1921,144.33
48,1921,144.33
49,1921,144.33
50,1921,144.33
51,1921,144.33
52,1921,144.33
53,1921,144.33
54,1921,173.3
55,1921,173.3
56,1921,180.48
57,1921,180.48
58,1921,180.48
59,1921,180.48
60,1921,180.48
61,1921,191.39
62,1921,191.39
63,1921,191.39
64,1921,191.39
65,1921,191.39
66,1921,206.38
67,1921,206.38
68,1921,206.38
69,1921,206.38
70,1921,206.38
71,1921,277.52
72,1921,277.52
73,1921,277.52
74,1921,277.52
75,1921,277.52
76,1921,260.23
77,1921,260.23
78,1921,209.4
79,1921,209.4
80,1921,209.4
81,1921,247.38
82,1921,247.38
83,1921,247.38
84,1921,247.38
85,1921,247.38
86,1921,247.38
87,1921,247.38
88,1921,247.38
89,1921,247.38
90,1921,238.96
91,1921,238.96
92,1921,238.96
1,1922,129.56
2,1922,129.56
3,1922,129.56
4,1922,129.56
5,1922,129.56
6,1922,129.56
7,1922,129.56
8,1922,139.22
9,1922,139.22
10,1922,139.22
11,1922,139.22
12,1922,206.54
13,1922,206.54
14,1922,206.54
15,1922,206.54
16,1922,206.54
17,1922,206.54
18,1922,206.54
19,1922,206.54
20,1922,206.54
23,1922,173.12
24,1922,173.12
25,1922,173.12
26,1922,173.12
27,1922,173.12
28,1922,173.12
29,1922,173.12
30,1922,173.12
33,1922,149.96
34,1922,149.96
35,1922,149.96
36,1922,149.96
37,1922,149.96
38,1922,149.96
39,1922,149.96
40,1922,149.96
41,1922,153.18
42,1922,153.18
43,1922,153.18
44,1922,153.18
45,1922,151.44
46,1922,151.44
47,1922,151.44
48,1922,151.44
49,1922,151.44
50,1922,151.44
51,1922,151.44
52,1922,151.44
53,1922,151.44
54,1922,152.42
55,1922,152.42
56,1922,179.55
57,1922,179.55
58,1922,179.55
59,1922,179.55
60,1922,179.55
61,1922,210.29
62,1922,210.29
63,1922,210.29
64,1922,210.29
65,1922,210.29
66,1922,184.41
67,1922,184.41
68,1922,184.41
69,1922,184.41
70,1922,184.41
71,1922,289.33
72,1922,289.33
73,1922,289.33
74,1922,289.33
75,1922,289.33
76,1922,236.33
77,1922,236.33
78,1922,206.77
79,1922,206.77
80,1922,206.77
81,1922,226.9
82,1922,226.9
83,1922,226.9
84,1922,226.9
85,1922,226.9
86,1922,226.9
87,1922,226.9
88,1922,226.9
89,1922,226.9
90,1922,211.02
91,1922,211.02
92,1922,211.02
1,1923,151.55
2,1923,151.55
3,1923,151.55
4,1923,151.55
5,1923,151.55
6,1923,151.55
7,1923,151.55
8,1923,146.7
9,1923,146.7
10,1923,146.7
11,1923,146.7
12,1923,224.63
13,1923,224.63
14,1923,224.63
15,1923,224.63
16,1923,224.63
17,1923,224.63
18,1923,224.63
19,1923,224.63
20,1923,224.63
23,1923,178.3
24,1923,178.3
25,1923,178.3
26,1923,178.3
27,1923,178.3
28,1923,178.3
29,1923,178.3
30,1923,178.3
33,1923,169.62
34,1923,169.62
35,1923,169.62
36,1923,169.62
37,1923,169.62
38,1923,169.62
39,1923,169.62
40,1923,169.62
41,1923,184.66
42,1923,184.66
43,1923,184.66
44,1923,184.66
45,1923,143.71
46,1923,143.71
47,1923,143.71
48,1923,143.71
49,1923,143.71
50,1923,143.71
51,1923,143.71
52,1923,143.71
53,1923,143.71
54,1923,188.23
55,1923,188.23
56,1923,179.09
57,1923,179.09
58,1923,179.09
59,1923,179.09
60,1923,179.09
61,1923,204.54
62,1923,204.54
63,1923,204.54
64,1923,204.54
65,1923,204.54
66,1923,213.86
67,1923,213.86
68,1923,213.86
69,1923,213.86
70,1923,213.86
71,1923,271.62
72,1923,271.62
73,1923,271.62
74,1923,271.62
75,1923,271.62
76,1923,252.35
77,1923,252.35
78,1923,193.3
79,1923,193.3
80,1923,193.3
81,1923,239.45
82,1923,239.45
83,1923,239.45
84,1923,239.45
85,1923,239.45
86,1923,239.45
87,1923,239.45
88,1923,239.45
89,1923,239.45
90,1923,224.4
91,1923,224.4
92,1923,224.4
1,1924,127.81
2,1924,127.81
3,1924,127.81
4,1924,127.81
5,1924,127.81
6,1924,127.81
7,1924,127.81
8,1924,139.1
9,1924,139.1
10,1924,139.1
11,1924,139.1
12,1924,209.02
13,1924,209.02
14,1924,209.02
15,1924,209.02
16,1924,209.02
17,1924,209.02
18,1924,209.02
19,1924,209.02
20,1924,209.02
21,1924,184.51
22,1924,184.51
23,1924,169.5
24,1924,169.5
25,1924,169.5
26,1924,169.5
27,1924,169.5
28,1924,169.5
29,1924,169.5
30,1924,169.5
31,1924,240.85
32,1924,240.85
33,1924,174.98
34,1924,174.98
35,1924,174.98
36,1924,174.98
37,1924,174.98
38,1924,174.98
39,1924,174.98
40,1924,174.98
41,1924,172.14
42,1924,172.14
43,1924,172.14
44,1924,172.14
45,1924,132.33
46,1924,132.33
47,1924,132.33
48,1924,132.33
49,1924,132.33
50,1924,132.33
51,1924,132.33
52,1924,132.33
53,1924,132.33
54,1924,171.84
55,1924,171.84
56,1924,170.26
57,1924,170.26
58,1924,170.26
59,1924,170.26
60,1924,170.26
61,1924,235.01
62,1924,235.01
63,1924,235.01
64,1924,235.01
65,1924,235.01
66,1924,210.14
67,1924,210.14
68,1924,210.14
69,1924,210.14
70,1924,210.14
71,1924,283.17
72,1924,283.17
73,1924,283.17
74,1924,283.17
75,1924,283.17
76,1924,246.74
77,1924,246.74
78,1924,206.51
79,1924,206.51
80,1924,206.51
81,1924,220.14
82,1924,220.14
83,1924,220.14
84,1924,220.14
85,1924,220.14
86,1924,220.14
87,1924,220.14
88,1924,220.14
89,1924,220.14
90,1924,198.34
91,1924,198.34
92,1924,198.34
1,1925,137.7
2,1925,137.7
3,1925,137.7
4,1925,137.7
5,1925,137.7
6,1925,137.7
7,1925,137.7
8,1925,123.34
9,1925,123.34
10,1925,123.34
11,1925,123.34
12,1925,214.23
13,1925,214.23
14,1925,214.23
15,1925,214.23
16,1925,214.23
17,1925,214.23
18,1925,214.23
19,1925,214.23
20,1925,214.23
21,1925,196.12
22,1925,196.12
23,1925,163.62
24,1925,163.62
25,1925,163.62
26,1925,163.62
27,1925,163.62
28,1925,163.62
29,1925,163.62
30,1925,163.62
31,1925,207.02
32,1925,207.02
33,1925,139.81
34,1925,139.81
35,1925,139.81
36,1925,139.81
37,1925,139.81
38,1925,139.81
39,1925,139.81
40,1925,139.81
41,1925,153.23
42,1925,153.23
43,1925,153.23
44,1925,153.23
45,1925,131.25
46,1925,131.25
47,1925,131.25
48,1925,131.25
49,1925,131.25
50,1925,131.25
51,1925,131.25
52,1925,131.25
53,1925,131.25
54,1925,155.97
55,1925,155.97
56,1925,185.15
57,1925,185.15
58,1925,185.15
59,1925,185.15
60,1925,185.15
61,1925,250.1
62,1925,250.1
63,1925,250.1
64,1925,250.1
65,1925,250.1
66,1925,232.1
67,1925,232.1
68,1925,232.1
69,1925,232.1
70,1925,232.1
71,1925,306.89
72,1925,306.89
73,1925,306.89
74,1925,306.89
75,1925,306.89
76,1925,283.04
77,1925,283.04
78,1925,212.76
79,1925,212.76
80,1925,212.76
81,1925,221.7
82,1925,221.7
83,1925,221.7
84,1925,221.7
85,1925,221.7
86,1925,221.7
87,1925,221.7
88,1925,221.7
89,1925,221.7
90,1925,205.56
91,1925,205.56
92,1925,205.56
1,1926,170.46
2,1926,170.46
3,1926,170.46
4,1926,170.46
5,1926,170.46
6,1926,170.46
7,1926,170.46
8,1926,144.23
9,1926,144.23
10,1926,144.23
11,1926,144.23
12,1926,236.48
13,1926,236.48
14,1926,236.48
15,1926,236.48
16,1926,236.48
17,1926,236.48
18,1926,236.48
19,1926,236.48
20,1926,236.48
21,1926,198.48
22,1926,198.48
23,1926,181.39
24,1926,181.39
25,1926,181.39
26,1926,181.39
27,1926,181.39
28,1926,181.39
29,1926,181.39
30,1926,181.39
31,1926,233.54
32,1926,233.54
33,1926,160.84
34,1926,160.84
35,1926,160.84
36,1926,160.84
37,1926,160.84
38,1926,160.84
39,1926,160.84
40,1926,160.84
41,1926,163.06
42,1926,163.06
43,1926,163.06
44,1926,163.06
45,1926,141.56
46,1926,141.56
47,1926,141.56
48,1926,141.56
49,1926,141.56
50,1926,141.56
51,1926,141.56
52,1926,141.56
53,1926,141.56
54,1926,165.48
55,1926,165.48
56,1926,184.71
57,1926,184.71
58,1926,184.71
59,1926,184.71
60,1926,184.71
61,1926,218.14
62,1926,218.14
63,1926,218.14
64,1926,218.14
65,1926,218.14
66,1926,208.17
67,1926,208.17
68,1926,208.17
69,1926,208.17
70,1926,208.17
71,1926,318.21
72,1926,318.21
73,1926,318.21
74,1926,318.21
75,1926,318.21
76,1926,318.31
77,1926,318.31
78,1926,208.44
79,1926,208.44
80,1926,208.44
81,1926,244.21
82,1926,244.21
83,1926,244.21
84,1926,244.21
85,1926,244.21
86,1926,244.21
87,1926,244.21
88,1926,244.21
89,1926,244.21
90,1926,242.13
91,1926,242.13
92,1926,242.13
1,1927,134.22
2,1927,134.22
3,1927,134.22
4,1927,134.22
5,1927,134.22
6,1927,134.22
7,1927,134.22
8,1927,131.87
9,1927,131.87
10,1927,131.87
11,1927,131.87
12,1927,211.21
13,1927,211.21
14,1927,211.21
15,1927,211.21
16,1927,211.21
17,1927,211.21
18,1927,211.21
19,1927,211.21
20,1927,211.21
21,1927,178.07
22,1927,178.07
23,1927,148.45
24,1927,148.45
25,1927,148.45
26,1927,148.45
27,1927,148.45
28,1927,148.45
29,1927,148.45
30,1927,148.45
31,1927,188.27
32,1927,188.27
33,1927,142.87
34,1927,142.87
35,1927,142.87
36,1927,142.87
37,1927,142.87
38,1927,142.87
39,1927,142.87
40,1927,142.87
41,1927,137.81
42,1927,137.81
43,1927,137.81
44,1927,137.81
45,1927,127.28
46,1927,127.28
47,1927,127.28
48,1927,127.28
49,1927,127.28
50,1927,127.28
51,1927,127.28
52,1927,127.28
53,1927,127.28
54,1927,148.47
55,1927,148.47
56,1927,171.24
57,1927,171.24
58,1927,171.24
59,1927,171.24
60,1927,171.24
61,1927,217.05
62,1927,217.05
63,1927,217.05
64,1927,217.05
65,1927,217.05
66,1927,199.59
67,1927,199.59
68,1927,199.59
69,1927,199.59
70,1927,199.59
71,1927,265.89
72,1927,265.89
73,1927,265.89
74,1927,265.89
75,1927,265.89
76,1927,252.68
77,1927,252.68
78,1927,221.02
79,1927,221.02
80,1927,221.02
81,1927,234.86
82,1927,234.86
83,1927,234.86
84,1927,234.86
85,1927,234.86
86,1927,234.86
87,1927,234.86
88,1927,234.86
89,1927,234.86
90,1927,240.39
91,1927,240.39
92,1927,240.39
1,1928,130.37
2,1928,130.37
3,1928,130.37
4,1928,130.37
5,1928,130.37
6,1928,130.37
7,1928,130.37
8,1928,125.23
9,1928,125.23
10,1928,125.23
11,1928,125.23
12,1928,231.05
13,1928,231.05
14,1928,231.05
15,1928,231.05
16,1928,231.05
17,1928,231.05
18,1928,231.05
19,1928,231.05
20,1928,231.05
21,1928,195.31
22,1928,195.31
23,1928,155.48
24,1928,155.48
25,1928,155.48
26,1928,155.48
27,1928,155.48
28,1928,155.48
29,1928,155.48
30,1928,155.48
31,1928,205.27
32,1928,205.27
33,1928,149.63
34,1928,149.63
35,1928,149.63
36,1928,149.63
37,1928,149.63
38,1928,149.63
39,1928,149.63
40,1928,149.63
41,1928,134.11
42,1928,134.11
43,1928,134.11
44,1928,134.11
45,1928,122.29
46,1928,122.29
47,1928,122.29
48,1928,122.29
49,1928,122.29
50,1928,122.29
51,1928,122.29
52,1928,122.29
53,1928,122.29
54,1928,156.75
55,1928,156.75
56,1928,165.07
57,1928,165.07
58,1928,165.07
59,1928,165.07
60,1928,165.07
61,1928,223.82
62,1928,223.82
63,1928,223.82
64,1928,223.82
65,1928,223.82
66,1928,193.05
67,1928,193.05
68,1928,193.05
69,1928,193.05
70,1928,193.05
71,1928,267.19
72,1928,267.19
73,1928,267.19
74,1928,267.19
75,1928,267.19
76,1928,251.79
77,1928,251.79
78,1928,215.49
79,1928,215.49
80,1928,215.49
81,1928,196.21
82,1928,196.21
83,1928,196.21
84,1928,196.21
85,1928,196.21
86,1928,196.21
87,1928,196.21
88,1928,196.21
89,1928,196.21
90,1928,172.12
91,1928,172.12
92,1928,172.12
1,1929,140.55
2,1929,140.55
3,1929,140.55
4,1929,140.55
5,1929,140.55
6,1929,140.55
7,1929,140.55
8,1929,112.62
9,1929,112.62
10,1929,112.62
11,1929,112.62
12,1929,214.33
13,1929,214.33
14,1929,214.33
15,1929,214.33
16,1929,214.33
17,1929,214.33
18,1929,214.33
19,1929,214.33
20,1929,214.33
21,1929,184.61
22,1929,184.61
23,1929,173.9
24,1929,173.9
25,1929,173.9
26,1929,173.9
27,1929,173.9
28,1929,173.9
29,1929,173.9
30,1929,173.9
31,1929,197.38
32,1929,197.38
33,1929,161.92
34,1929,161.92
35,1929,161.92
36,1929,161.92
37,1929,161.92
38,1929,161.92
39,1929,161.92
40,1929,161.92
41,1929,159.7
42,1929,159.7
43,1929,159.7
44,1929,159.7
45,1929,130.04
46,1929,130.04
47,1929,130.04
48,1929,130.04
49,1929,130.04
50,1929,130.04
51,1929,130.04
52,1929,130.04
53,1929,130.04
54,1929,164.64
55,1929,164.64
56,1929,180.52
57,1929,180.52
58,1929,180.52
59,1929,180.52
60,1929,180.52
61,1929,227.05
62,1929,227.05
63,1929,227.05
64,1929,227.05
65,1929,227.05
66,1929,193.78
67,1929,193.78
68,1929,193.78
69,1929,193.78
70,1929,193.78
71,1929,247.5
72,1929,247.5
73,1929,247.5
74,1929,247.5
75,1929,247.5
76,1929,243.44
77,1929,243.44
78,1929,195.71
79,1929,195.71
80,1929,195.71
81,1929,249.75
82,1929,249.75
83,1929,249.75
84,1929,249.75
85,1929,249.75
86,1929,249.75
87,1929,249.75
88,1929,249.75
89,1929,249.75
90,1929,180.94
91,1929,180.94
