compartimento,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
BASILICATA,1936,M,45_49,45,2.5,0.009348,0.045673,66560.0,3040.0,325200.3,1817029.5,27.3
BASILICATA,1936,M,50_54,50,2.5,0.010902,0.053063,63520.1,3370.5,309174.0,1491829.2,23.49
BASILICATA,1936,M,55_59,55,2.5,0.014981,0.0722,60149.5,4342.8,289890.6,1182655.1,19.66
BASILICATA,1936,M,60_64,60,2.5,0.01861,0.088912,55806.7,4961.9,266628.9,892764.5,16.0
BASILICATA,1936,M,65_69,65,2.5,0.035786,0.164238,50844.8,8350.7,233347.5,626135.6,12.31
BASILICATA,1936,M,70_74,70,2.5,0.058951,0.256893,42494.2,10916.5,185179.7,392788.1,9.24
BASILICATA,1936,M,75_79,75,2.5,0.110948,0.434283,31577.7,13713.7,123604.3,207608.4,6.57
BASILICATA,1936,M,80_84,80,2.5,0.183154,0.62815,17864.0,11221.3,61266.9,84004.1,4.7
BASILICATA,1936,M,85plus,85,3.4229,0.292154,1.0,6642.7,6642.7,22737.1,22737.1,3.42
BASILICATA,1936,F,0,0,0.3141,0.147175,0.13368,100000.0,13368.0,90831.0,5182185.9,51.82
BASILICATA,1936,F,1_4,1,1.5,0.025923,0.09738,86632.0,8436.2,325437.4,5091354.9,58.77
BASILICATA,1936,F,5_9,5,2.5,0.003726,0.018456,78195.8,1443.2,387370.9,4765917.5,60.95
BASILICATA,1936,F,10_14,10,2.5,0.001754,0.008734,76752.6,670.4,382087.0,4378546.7,57.05
BASILICATA,1936,F,15_19,15,2.5,0.003375,0.016732,76082.2,1273.0,377228.6,3996459.7,52.53
BASILICATA,1936,F,20_24,20,2.5,0.004262,0.021085,74809.2,1577.3,370102.9,3619231.0,48.38
BASILICATA,1936,F,25_29,25,2.5,0.004598,0.022729,73231.9,1664.5,361998.3,3249128.2,44.37
BASILICATA,1936,F,30_34,30,2.5,0.005056,0.024963,71567.4,1786.6,353370.6,2887129.9,40.34
BASILICATA,1936,F,35_39,35,2.5,0.005373,0.026509,69780.8,1849.8,344279.5,2533759.3,36.31
BASILICATA,1936,F,40_44,40,2.5,0.005348,0.026385,67931.0,1792.4,335174.0,2189479.8,32.23
BASILICATA,1936,F,45_49,45,2.5,0.005932,0.029226,66138.6,1932.9,325860.7,1854305.8,28.04
BASILICATA,1936,F,50_54,50,2.5,0.008653,0.04235,64205.7,2719.1,314230.6,1528445.1,23.81
BASILICATA,1936,F,55_59,55,2.5,0.011737,0.057011,61486.6,3505.4,298669.2,1214214.5,19.75
BASILICATA,1936,F,60_64,60,2.5,0.020712,0.098463,57981.1,5709.0,275633.1,915545.3,15.79
BASILICATA,1936,F,65_69,65,2.5,0.033333,0.153846,52272.1,8041.9,241255.9,639912.2,12.24
BASILICATA,1936,F,70_74,70,2.5,0.069186,0.294918,44230.3,13044.3,188540.6,398656.2,9.01
BASILICATA,1936,F,75_79,75,2.5,0.1071,0.422403,31186.0,13173.1,122997.2,210115.7,6.74
BASILICATA,1936,F,80_84,80,2.5,0.179097,0.61854,18012.9,11141.7,62210.3,87118.4,4.84
BASILICATA,1936,F,85plus,85,3.625,0.275862,1.0,6871.2,6871.2,24908.1,24908.1,3.62
CALABRIE,1936,T,0,0,0.3061,0.117405,0.108562,100000.0,10856.2,92467.3,5683070.9,56.83
CALABRIE,1936,T,1_4,1,1.5,0.015266,0.058819,89143.8,5243.4,343467.0,5590603.6,62.71
CALABRIE,1936,T,5_9,5,2.5,0.002524,0.012539,83900.5,1052.0,416872.4,5247136.6,62.54
CALABRIE,1936,T,10_14,10,2.5,0.001658,0.008256,82848.5,684.0,412532.3,4830264.2,58.3
CALABRIE,1936,T,15_19,15,2.5,0.002483,0.012339,82164.5,1013.9,408287.6,4417731.9,53.77
CALABRIE,1936,T,20_24,20,2.5,0.003316,0.016442,81150.6,1334.2,402417.4,4009444.3,49.41
CALABRIE,1936,T,25_29,25,2.5,0.003654,0.018105,79816.3,1445.1,395469.0,3607026.9,45.19
CALABRIE,1936,T,30_34,30,2.5,0.003774,0.018694,78371.2,1465.1,388193.5,3211557.9,40.98
CALABRIE,1936,T,35_39,35,2.5,0.004719,0.02332,76906.2,1793.5,380047.1,2823364.4,36.71
CALABRIE,1936,T,40_44,40,2.5,0.006189,0.030476,75112.7,2289.1,369840.7,2443317.3,32.53
CALABRIE,1936,T,45_49,45,2.5,0.006478,0.031874,72823.6,2321.2,358314.9,2073476.6,28.47
CALABRIE,1936,T,50_54,50,2.5,0.009301,0.045447,70502.4,3204.1,344501.5,1715161.8,24.33
CALABRIE,1936,T,55_59,55,2.5,0.012894,0.062455,67298.2,4203.1,325983.4,1370660.3,20.37
CALABRIE,1936,T,60_64,60,2.5,0.021371,0.101437,63095.1,6400.2,299475.1,1044676.9,16.56
CALABRIE,1936,T,65_69,65,2.5,0.031389,0.145524,56694.9,8250.5,262848.4,745201.8,13.14
CALABRIE,1936,T,70_74,70,2.5,0.053476,0.235849,48444.5,11425.6,213658.4,482353.4,9.96
CALABRIE,1936,T,75_79,75,2.5,0.093106,0.377632,37018.9,13979.5,150145.7,268695.0,7.26
CALABRIE,1936,T,80_84,80,2.5,0.159671,0.570589,23039.4,13146.0,82331.8,118549.3,5.15
CALABRIE,1936,T,85plus,85,3.6608,0.273165,1.0,9893.4,9893.4,36217.4,36217.4,3.66
CALABRIE,1936,M,0,0,0.2992,0.121903,0.112308,100000.0,11230.8,92128.9,5647966.5,56.48
CALABRIE,1936,M,1_4,1,1.5,0.015124,0.058291,88769.2,5174.5,342140.5,5555837.6,62.59
CALABRIE,1936,M,5_9,5,2.5,0.002415,0.012002,83594.7,1003.3,415465.2,5213697.1,62.37
CALABRIE,1936,M,10_14,10,2.5,0.00178,0.00886,82591.4,731.8,411127.4,4798231.9,58.1
CALABRIE,1936,M,15_19,15,2.5,0.002536,0.0126,81859.6,1031.4,406719.4,4387104.6,53.59
CALABRIE,1936,M,20_24,20,2.5,0.002827,0.014036,80828.2,1134.5,401304.6,3980385.2,49.25
CALABRIE,1936,M,25_29,25,2.5,0.003675,0.018205,79693.7,1450.9,394841.2,3579080.6,44.91
CALABRIE,1936,M,30_34,30,2.5,0.003297,0.016351,78242.8,1279.4,388015.6,3184239.4,40.7
CALABRIE,1936,M,35_39,35,2.5,0.00452,0.022349,76963.4,1720.1,380517.1,2796223.8,36.33
CALABRIE,1936,M,40_44,40,2.5,0.006778,0.033324,75243.4,2507.4,369948.5,2415706.7,32.11
CALABRIE,1936,M,45_49,45,2.5,0.007028,0.034531,72736.0,2511.7,357400.8,2045758.2,28.13
CALABRIE,1936,M,50_54,50,2.5,0.010576,0.051519,70224.3,3617.9,342076.9,1688357.4,24.04
CALABRIE,1936,M,55_59,55,2.5,0.014498,0.069957,66606.4,4659.6,321383.2,1346280.5,20.21
CALABRIE,1936,M,60_64,60,2.5,0.021313,0.101175,61946.9,6267.5,294065.6,1024897.3,16.54
CALABRIE,1936,M,65_69,65,2.5,0.030939,0.143589,55679.4,7995.0,258409.5,730831.7,13.13
CALABRIE,1936,M,70_74,70,2.5,0.051956,0.229918,47684.4,10963.5,211013.3,472422.3,9.91
CALABRIE,1936,M,75_79,75,2.5,0.094477,0.382128,36720.9,14032.1,148524.4,261409.0,7.12
CALABRIE,1936,M,80_84,80,2.5,0.169211,0.594546,22688.8,13489.6,79720.3,112884.5,4.98
CALABRIE,1936,M,85plus,85,3.6051,0.277385,1.0,9199.3,9199.3,33164.3,33164.3,3.61
CALABRIE,1936,F,0,0,0.3141,0.112663,0.104581,100000.0,10458.1,92826.9,5711985.9,57.12
CALABRIE,1936,F,1_4,1,1.5,0.015414,0.059368,89541.9,5315.9,344877.8,5619159.0,62.75
CALABRIE,1936,F,5_9,5,2.5,0.002638,0.013103,84226.0,1103.6,418370.9,5274281.2,62.62
CALABRIE,1936,F,10_14,10,2.5,0.001535,0.007644,83122.4,635.4,414023.3,4855910.3,58.42
CALABRIE,1936,F,15_19,15,2.5,0.002428,0.012068,82487.0,995.5,409946.2,4441887.0,53.85
CALABRIE,1936,F,20_24,20,2.5,0.003809,0.018864,81491.5,1537.3,403614.4,4031940.8,49.48
CALABRIE,1936,F,25_29,25,2.5,0.003635,0.018009,79954.2,1439.9,396171.4,3628326.4,45.38
CALABRIE,1936,F,30_34,30,2.5,0.004185,0.02071,78514.3,1626.0,388506.5,3232155.0,41.17
CALABRIE,1936,F,35_39,35,2.5,0.004869,0.024053,76888.3,1849.4,379818.1,2843648.4,36.98
CALABRIE,1936,F,40_44,40,2.5,0.00582,0.028683,75038.9,2152.3,369813.9,2463830.3,32.83
CALABRIE,1936,F,45_49,45,2.5,0.006129,0.030184,72886.6,2200.0,358933.2,2094016.4,28.73
CALABRIE,1936,F,50_54,50,2.5,0.008406,0.041166,70686.7,2909.9,346158.5,1735083.2,24.55
CALABRIE,1936,F,55_59,55,2.5,0.01165,0.056599,67776.7,3836.1,329293.4,1388924.7,20.49
CALABRIE,1936,F,60_64,60,2.5,0.021419,0.101654,63940.6,6499.8,303453.6,1059631.3,16.57
CALABRIE,1936,F,65_69,65,2.5,0.031778,0.147197,57440.8,8455.1,266066.3,756177.6,13.16
CALABRIE,1936,F,70_74,70,2.5,0.054794,0.240961,48985.7,11803.7,215419.4,490111.3,10.01
CALABRIE,1936,F,75_79,75,2.5,0.091907,0.373678,37182.0,13894.1,151175.0,274691.9,7.39
CALABRIE,1936,F,80_84,80,2.5,0.151205,0.548635,23287.9,12776.6,84498.3,123516.9,5.3
CALABRIE,1936,F,85plus,85,3.712,0.269394,1.0,10511.4,10511.4,39018.7,39018.7,3.71
CAMPANIA,1936,T,0,0,0.3061,0.117886,0.108972,100000.0,10897.2,92438.5,5341510.6,53.42
CAMPANIA,1936,T,1_4,1,1.5,0.022487,0.085159,89102.8,7587.9,337441.6,5249072.1,58.91
CAMPANIA,1936,T,5_9,5,2.5,0.002925,0.014517,81514.9,1183.4,404616.3,4911630.5,60.25
CAMPANIA,1936,T,10_14,10,2.5,0.002066,0.010276,80331.6,825.5,399594.2,4507014.2,56.11
CAMPANIA,1936,T,15_19,15,2.5,0.003099,0.015376,79506.1,1222.5,394474.1,4107420.0,51.66
CAMPANIA,1936,T,20_24,20,2.5,0.003851,0.019074,78283.6,1493.2,387684.9,3712945.9,47.43
CAMPANIA,1936,T,25_29,25,2.5,0.004294,0.021241,76790.4,1631.1,379874.2,3325261.0,43.3
CAMPANIA,1936,T,30_34,30,2.5,0.00474,0.023422,75159.3,1760.4,371395.3,2945386.8,39.19
CAMPANIA,1936,T,35_39,35,2.5,0.005897,0.029056,73398.9,2132.7,361662.5,2573991.5,35.07
CAMPANIA,1936,T,40_44,40,2.5,0.007037,0.034575,71266.1,2464.1,350170.6,2212329.0,31.04
CAMPANIA,1936,T,45_49,45,2.5,0.008546,0.041837,68802.1,2878.5,336814.3,1862158.4,27.07
CAMPANIA,1936,T,50_54,50,2.5,0.011506,0.055922,65923.6,3686.6,320401.7,1525344.0,23.14
CAMPANIA,1936,T,55_59,55,2.5,0.015987,0.076863,62237.0,4783.7,299225.8,1204942.4,19.36
CAMPANIA,1936,T,60_64,60,2.5,0.025505,0.119882,57453.3,6887.6,270047.5,905716.5,15.76
CAMPANIA,1936,T,65_69,65,2.5,0.041351,0.187383,50565.7,9475.1,229140.7,635669.0,12.57
CAMPANIA,1936,T,70_74,70,2.5,0.04276,0.193153,41090.6,7936.8,185610.9,406528.3,9.89
CAMPANIA,1936,T,75_79,75,2.5,0.106443,0.420354,33153.8,13936.3,130928.1,220917.5,6.66
CAMPANIA,1936,T,80_84,80,2.5,0.180518,0.621921,19217.4,11951.7,66207.9,89989.4,4.68
CAMPANIA,1936,T,85plus,85,3.2731,0.305519,1.0,7265.7,7265.7,23781.5,23781.5,3.27
CAMPANIA,1936,M,0,0,0.2992,0.12311,0.113332,100000.0,11333.2,92057.2,5182239.5,51.82
CAMPANIA,1936,M,1_4,1,1.5,0.022647,0.085734,88666.8,7601.8,335662.9,5090182.3,57.41
CAMPANIA,1936,M,5_9,5,2.5,0.002888,0.014336,81065.1,1162.2,402420.0,4754519.4,58.65
CAMPANIA,1936,M,10_14,10,2.5,0.002164,0.010764,79902.9,860.1,397364.4,4352099.4,54.47
CAMPANIA,1936,M,15_19,15,2.5,0.003296,0.016347,79042.8,1292.1,391984.0,3954735.1,50.03
CAMPANIA,1936,M,20_24,20,2.5,0.003968,0.019647,77750.7,1527.6,384934.7,3562751.1,45.82
CAMPANIA,1936,M,25_29,25,2.5,0.004215,0.020856,76223.2,1589.7,377141.4,3177816.4,41.69
CAMPANIA,1936,M,30_34,30,2.5,0.00469,0.023179,74633.4,1730.0,368842.2,2800674.9,37.53
CAMPANIA,1936,M,35_39,35,2.5,0.006693,0.032912,72903.5,2399.4,358518.8,2431832.7,33.36
CAMPANIA,1936,M,40_44,40,2.5,0.008388,0.041081,70504.0,2896.4,345279.3,2073313.9,29.41
CAMPANIA,1936,M,45_49,45,2.5,0.010235,0.049897,67607.7,3373.4,329604.8,1728034.5,25.56
CAMPANIA,1936,M,50_54,50,2.5,0.014158,0.068371,64234.2,4391.7,310191.9,1398429.7,21.77
CAMPANIA,1936,M,55_59,55,2.5,0.018589,0.088818,59842.5,5315.1,285924.9,1088237.8,18.19
CAMPANIA,1936,M,60_64,60,2.5,0.027399,0.128212,54527.4,6991.1,255159.5,802312.9,14.71
CAMPANIA,1936,M,65_69,65,2.5,0.04362,0.196656,47536.4,9348.3,214311.1,547153.4,11.51
CAMPANIA,1936,M,70_74,70,2.5,0.07028,0.298885,38188.0,11413.8,162405.7,332842.3,8.72
CAMPANIA,1936,M,75_79,75,2.5,0.111911,0.437229,26774.2,11706.5,104604.9,170436.6,6.37
CAMPANIA,1936,M,80_84,80,2.5,0.19179,0.648169,15067.7,9766.4,50922.6,65831.7,4.37
CAMPANIA,1936,M,85plus,85,2.8124,0.355573,1.0,5301.3,5301.3,14909.2,14909.2,2.81
CAMPANIA,1936,F,0,0,0.3141,0.112395,0.104351,100000.0,10435.1,92842.7,5477275.1,54.77
CAMPANIA,1936,F,1_4,1,1.5,0.02232,0.084561,89564.9,7573.7,339325.3,5384432.4,60.12
CAMPANIA,1936,F,5_9,5,2.5,0.002963,0.014704,81991.2,1205.6,406941.8,5045107.1,61.53
CAMPANIA,1936,F,10_14,10,2.5,0.001965,0.009778,80785.6,789.9,401952.9,4638165.3,57.41
CAMPANIA,1936,F,15_19,15,2.5,0.0029,0.014394,79995.6,1151.5,397099.4,4236212.4,52.96
CAMPANIA,1936,F,20_24,20,2.5,0.003736,0.018505,78844.2,1459.1,390573.1,3839112.9,48.69
CAMPANIA,1936,F,25_29,25,2.5,0.00437,0.021612,77385.1,1672.5,382744.4,3448539.8,44.56
CAMPANIA,1936,F,30_34,30,2.5,0.004787,0.02365,75712.6,1790.6,374086.7,3065795.4,40.49
CAMPANIA,1936,F,35_39,35,2.5,0.005212,0.025723,73922.0,1901.5,364856.5,2691708.7,36.41
CAMPANIA,1936,F,40_44,40,2.5,0.005968,0.029401,72020.5,2117.5,354809.0,2326852.2,32.31
CAMPANIA,1936,F,45_49,45,2.5,0.007208,0.0354,69903.1,2474.5,343329.0,1972043.2,28.21
CAMPANIA,1936,F,50_54,50,2.5,0.009354,0.045703,67428.5,3081.7,329438.4,1628714.3,24.15
CAMPANIA,1936,F,55_59,55,2.5,0.013756,0.066495,64346.8,4278.8,311037.3,1299275.9,20.19
CAMPANIA,1936,F,60_64,60,2.5,0.023872,0.11264,60068.1,6766.1,283425.2,988238.6,16.45
CAMPANIA,1936,F,65_69,65,2.5,0.039397,0.179322,53302.0,9558.2,242614.5,704813.3,13.22
CAMPANIA,1936,F,70_74,70,2.5,0.031192,0.144679,43743.8,6328.8,202896.9,462198.8,10.57
CAMPANIA,1936,F,75_79,75,2.5,0.101887,0.406015,37415.0,15191.0,149097.3,259301.9,6.93
CAMPANIA,1936,F,80_84,80,2.5,0.171368,0.599852,22223.9,13331.1,77792.1,110204.6,4.96
CAMPANIA,1936,F,85plus,85,3.6448,0.274365,1.0,8892.9,8892.9,32412.6,32412.6,3.64
EMILIA,1936,T,0,0,0.3057,0.080661,0.076384,100000.0,7638.4,94696.7,5965165.7,59.65
EMILIA,1936,T,1_4,1,1.5,0.007981,0.031301,92361.6,2891.0,362219.0,5870469.1,63.56
EMILIA,1936,T,5_9,5,2.5,0.001772,0.008823,89470.6,789.4,445379.6,5508250.1,61.56
EMILIA,1936,T,10_14,10,2.5,0.001517,0.007556,88681.2,670.0,441730.9,5062870.5,57.09
EMILIA,1936,T,15_19,15,2.5,0.00272,0.01351,88011.2,1189.0,437083.2,4621139.6,52.51
EMILIA,1936,T,20_24,20,2.5,0.003414,0.016924,86822.1,1469.3,430437.4,4184056.3,48.19
EMILIA,1936,T,25_29,25,2.5,0.003562,0.017652,85352.8,1506.6,422997.5,3753619.0,43.98
EMILIA,1936,T,30_34,30,2.5,0.00419,0.020732,83846.2,1738.3,414885.2,3330621.5,39.72
EMILIA,1936,T,35_39,35,2.5,0.004914,0.024271,82107.9,1992.9,405557.3,2915736.3,35.51
EMILIA,1936,T,40_44,40,2.5,0.005892,0.02903,80115.0,2325.8,394760.7,2510179.0,31.33
EMILIA,1936,T,45_49,45,2.5,0.007416,0.036406,77789.3,2832.0,381866.4,2115418.3,27.19
EMILIA,1936,T,50_54,50,2.5,0.010244,0.04994,74957.3,3743.4,365428.1,1733551.9,23.13
EMILIA,1936,T,55_59,55,2.5,0.014638,0.070605,71213.9,5028.0,343499.5,1368123.9,19.21
EMILIA,1936,T,60_64,60,2.5,0.023609,0.111465,66185.9,7377.4,312485.8,1024624.3,15.48
EMILIA,1936,T,65_69,65,2.5,0.038404,0.175198,58808.5,10303.1,268284.5,712138.5,12.11
EMILIA,1936,T,70_74,70,2.5,0.061495,0.266505,48505.4,12926.9,210209.5,443854.0,9.15
EMILIA,1936,T,75_79,75,2.5,0.111236,0.435165,35578.4,15482.5,139185.9,233644.5,6.57
EMILIA,1936,T,80_84,80,2.5,0.179299,0.61902,20095.9,12439.8,69380.2,94458.6,4.7
EMILIA,1936,T,85plus,85,3.2756,0.305288,1.0,7656.1,7656.1,25078.4,25078.4,3.28
EMILIA,1936,M,0,0,0.2992,0.089798,0.084481,100000.0,8448.1,94079.1,5804303.1,58.04
EMILIA,1936,M,1_4,1,1.5,0.008351,0.032721,91551.9,2995.6,358718.4,5710224.0,62.37
EMILIA,1936,M,5_9,5,2.5,0.001825,0.009083,88556.2,804.3,440770.4,5351505.6,60.43
EMILIA,1936,M,10_14,10,2.5,0.00172,0.008561,87751.9,751.3,436881.4,4910735.2,55.96
EMILIA,1936,M,15_19,15,2.5,0.002793,0.013869,87000.7,1206.6,431986.8,4473853.8,51.42
EMILIA,1936,M,20_24,20,2.5,0.003501,0.017352,85794.1,1488.7,425248.6,4041867.0,47.11
EMILIA,1936,M,25_29,25,2.5,0.003563,0.01766,84305.4,1488.8,417804.9,3616618.4,42.9
EMILIA,1936,M,30_34,30,2.5,0.004285,0.021198,82816.6,1755.5,409694.1,3198813.5,38.63
EMILIA,1936,M,35_39,35,2.5,0.005116,0.025258,81061.1,2047.4,400186.8,2789119.4,34.41
EMILIA,1936,M,40_44,40,2.5,0.006708,0.032987,79013.6,2606.4,388552.1,2388932.6,30.23
EMILIA,1936,M,45_49,45,2.5,0.008658,0.042373,76407.2,3237.6,373942.0,2000380.5,26.18
EMILIA,1936,M,50_54,50,2.5,0.011008,0.053567,73169.6,3919.5,356049.2,1626438.5,22.23
EMILIA,1936,M,55_59,55,2.5,0.016825,0.08073,69250.1,5590.6,332274.1,1270389.3,18.34
EMILIA,1936,M,60_64,60,2.5,0.02709,0.12686,63659.5,8075.9,298108.0,938115.3,14.74
EMILIA,1936,M,65_69,65,2.5,0.04329,0.195312,55583.7,10856.2,250777.9,640007.2,11.51
EMILIA,1936,M,70_74,70,2.5,0.066588,0.285424,44727.5,12766.3,191721.7,389229.3,8.7
EMILIA,1936,M,75_79,75,2.5,0.120703,0.463615,31961.2,14817.7,122761.7,197507.6,6.18
EMILIA,1936,M,80_84,80,2.5,0.200047,0.66677,17143.5,11430.8,57140.5,74745.9,4.36
EMILIA,1936,M,85plus,85,3.0818,0.324488,1.0,5712.7,5712.7,17605.3,17605.3,3.08
EMILIA,1936,F,0,0,0.3141,0.071332,0.068005,100000.0,6800.5,95335.6,6133470.1,61.33
EMILIA,1936,F,1_4,1,1.5,0.007603,0.029845,93199.5,2781.5,365844.2,6038134.5,64.79
EMILIA,1936,F,5_9,5,2.5,0.001719,0.008558,90418.0,773.8,450155.5,5672290.3,62.73
EMILIA,1936,F,10_14,10,2.5,0.00131,0.00653,89644.2,585.4,446757.6,5222134.8,58.25
EMILIA,1936,F,15_19,15,2.5,0.002645,0.01314,89058.8,1170.2,442368.7,4775377.2,53.62
EMILIA,1936,F,20_24,20,2.5,0.003323,0.01648,87888.6,1448.4,435822.2,4333008.5,49.3
EMILIA,1936,F,25_29,25,2.5,0.00356,0.017643,86440.2,1525.1,428388.4,3897186.3,45.09
EMILIA,1936,F,30_34,30,2.5,0.004094,0.020261,84915.1,1720.5,420274.5,3468797.9,40.85
EMILIA,1936,F,35_39,35,2.5,0.004723,0.023339,83194.7,1941.6,411119.2,3048523.4,36.64
EMILIA,1936,F,40_44,40,2.5,0.005158,0.025461,81253.0,2068.8,401093.2,2637404.3,32.46
EMILIA,1936,F,45_49,45,2.5,0.006281,0.030918,79184.3,2448.2,389800.8,2236311.1,28.24
EMILIA,1936,F,50_54,50,2.5,0.009519,0.046486,76736.1,3567.2,374762.3,1846510.3,24.06
EMILIA,1936,F,55_59,55,2.5,0.012509,0.060649,73168.9,4437.6,354750.4,1471748.0,20.11
EMILIA,1936,F,60_64,60,2.5,0.020138,0.095865,68731.3,6589.0,327184.0,1116997.7,16.25
EMILIA,1936,F,65_69,65,2.5,0.033723,0.155505,62142.3,9663.4,286553.0,789813.7,12.71
EMILIA,1936,F,70_74,70,2.5,0.056707,0.24833,52478.9,13032.1,229814.2,503260.7,9.59
EMILIA,1936,F,75_79,75,2.5,0.102925,0.409306,39446.8,16145.8,156869.5,273446.4,6.93
EMILIA,1936,F,80_84,80,2.5,0.162556,0.577921,23301.0,13466.1,82839.7,116576.9,5.0
EMILIA,1936,F,85plus,85,3.4304,0.291514,1.0,9834.9,9834.9,33737.3,33737.3,3.43
LAZIO,1936,T,0,0,0.3058,0.087931,0.082872,100000.0,8287.2,94246.7,5835622.8,58.36
LAZIO,1936,T,1_4,1,1.5,0.011401,0.044339,91712.8,4066.4,356685.0,5741376.0,62.6
LAZIO,1936,T,5_9,5,2.5,0.002153,0.010707,87646.3,938.4,435885.6,5384691.0,61.44
LAZIO,1936,T,10_14,10,2.5,0.001618,0.008055,86707.9,698.4,431793.4,4948805.4,57.07
LAZIO,1936,T,15_19,15,2.5,0.002847,0.014133,86009.5,1215.6,427008.3,4517012.0,52.52
LAZIO,1936,T,20_24,20,2.5,0.003587,0.017775,84793.9,1507.2,420201.3,4090003.7,48.23
LAZIO,1936,T,25_29,25,2.5,0.003633,0.018002,83286.7,1499.3,412685.0,3669802.4,44.06
LAZIO,1936,T,30_34,30,2.5,0.004046,0.020029,81787.3,1638.2,404841.3,3257117.4,39.82
LAZIO,1936,T,35_39,35,2.5,0.00475,0.023472,80149.2,1881.3,396042.7,2852276.1,35.59
LAZIO,1936,T,40_44,40,2.5,0.005815,0.028656,78267.9,2242.9,385732.3,2456233.4,31.38
LAZIO,1936,T,45_49,45,2.5,0.00764,0.037485,76025.0,2849.8,373000.6,2070501.1,27.23
LAZIO,1936,T,50_54,50,2.5,0.00986,0.048114,73175.2,3520.8,357074.2,1697500.5,23.2
LAZIO,1936,T,55_59,55,2.5,0.014609,0.070473,69654.5,4908.7,336000.4,1340426.2,19.24
LAZIO,1936,T,60_64,60,2.5,0.024501,0.115432,64745.7,7473.8,305044.2,1004425.8,15.51
LAZIO,1936,T,65_69,65,2.5,0.039928,0.181521,57272.0,10396.1,260369.6,699381.6,12.21
LAZIO,1936,T,70_74,70,2.5,0.062634,0.270772,46875.9,12692.7,202647.8,439012.0,9.37
LAZIO,1936,T,75_79,75,2.5,0.103847,0.412217,34183.2,14090.9,135688.9,236364.2,6.91
LAZIO,1936,T,80_84,80,2.5,0.168791,0.593508,20092.3,11924.9,70649.3,100675.3,5.01
LAZIO,1936,T,85plus,85,3.6763,0.27201,1.0,8167.4,8167.4,30026.0,30026.0,3.68
LAZIO,1936,M,0,0,0.2992,0.095596,0.089594,100000.0,8959.4,93720.8,5674488.7,56.74
LAZIO,1936,M,1_4,1,1.5,0.011854,0.046051,91040.6,4192.5,353681.4,5580767.8,61.3
LAZIO,1936,M,5_9,5,2.5,0.002222,0.011049,86848.2,959.6,431842.0,5227086.4,60.19
LAZIO,1936,M,10_14,10,2.5,0.001578,0.007859,85888.6,675.0,427755.6,4795244.4,55.83
LAZIO,1936,M,15_19,15,2.5,0.003254,0.016141,85213.6,1375.4,422629.5,4367488.9,51.25
LAZIO,1936,M,20_24,20,2.5,0.003798,0.018812,83838.2,1577.1,415248.2,3944859.3,47.05
LAZIO,1936,M,25_29,25,2.5,0.003766,0.018655,82261.1,1534.5,407469.0,3529611.1,42.91
LAZIO,1936,M,30_34,30,2.5,0.004337,0.021451,80726.5,1731.6,399303.6,3122142.1,38.68
LAZIO,1936,M,35_39,35,2.5,0.005316,0.026232,78994.9,2072.2,389794.0,2722838.6,34.47
LAZIO,1936,M,40_44,40,2.5,0.006794,0.033405,76922.7,2569.6,378189.6,2333044.6,30.33
LAZIO,1936,M,45_49,45,2.5,0.008697,0.042559,74353.1,3164.4,363854.6,1954855.0,26.29
LAZIO,1936,M,50_54,50,2.5,0.011545,0.056105,71188.7,3994.1,345958.4,1591000.4,22.35
LAZIO,1936,M,55_59,55,2.5,0.01656,0.079507,67194.6,5342.4,322617.1,1245042.0,18.53
LAZIO,1936,M,60_64,60,2.5,0.027215,0.127407,61852.2,7880.4,289560.1,922424.9,14.91
LAZIO,1936,M,65_69,65,2.5,0.043377,0.195667,53971.8,10560.5,243457.9,632864.8,11.73
LAZIO,1936,M,70_74,70,2.5,0.06734,0.288183,43411.3,12510.4,185780.6,389406.9,8.97
LAZIO,1936,M,75_79,75,2.5,0.114081,0.443824,30900.9,13714.6,120218.1,203626.3,6.59
LAZIO,1936,M,80_84,80,2.5,0.175642,0.610248,17186.3,10487.9,59711.9,83408.2,4.85
LAZIO,1936,M,85plus,85,3.5376,0.282678,1.0,6698.4,6698.4,23696.3,23696.3,3.54
LAZIO,1936,F,0,0,0.3141,0.079855,0.075709,100000.0,7570.9,94807.2,6000865.6,60.01
LAZIO,1936,F,1_4,1,1.5,0.010933,0.042568,92429.1,3934.5,359880.2,5906058.4,63.9
LAZIO,1936,F,5_9,5,2.5,0.002082,0.010357,88494.6,916.5,440181.7,5546178.2,62.67
LAZIO,1936,F,10_14,10,2.5,0.001658,0.008256,87578.1,723.1,436082.7,5105996.5,58.3
LAZIO,1936,F,15_19,15,2.5,0.002446,0.012153,86855.0,1055.6,431636.0,4669913.8,53.77
LAZIO,1936,F,20_24,20,2.5,0.003381,0.016764,85799.4,1438.3,425401.3,4238277.8,49.4
LAZIO,1936,F,25_29,25,2.5,0.003496,0.017329,84361.1,1461.9,418150.7,3812876.5,45.2
LAZIO,1936,F,30_34,30,2.5,0.00375,0.018574,82899.2,1539.7,410646.6,3394725.8,40.95
LAZIO,1936,F,35_39,35,2.5,0.004216,0.020862,81359.5,1697.3,402554.0,2984079.1,36.68
LAZIO,1936,F,40_44,40,2.5,0.004966,0.024526,79662.1,1953.8,393426.1,2581525.2,32.41
