compartimento,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
ABRUZZI E MOLISE,1911,M,5_9,5,2.5,0.005817,0.028669,74295.3,2130.0,366151.7,4182477.8,56.3
ABRUZZI E MOLISE,1911,M,10_14,10,2.5,0.003404,0.016875,72165.4,1217.8,357782.4,3816326.0,52.88
ABRUZZI E MOLISE,1911,M,15_19,15,2.5,0.005203,0.025679,70947.6,1821.9,350183.3,3458543.6,48.75
ABRUZZI E MOLISE,1911,M,20_24,20,2.5,0.007511,0.036861,69125.7,2548.0,339258.6,3108360.3,44.97
ABRUZZI E MOLISE,1911,M,25_29,25,2.5,0.006905,0.033937,66577.7,2259.5,327239.9,2769101.8,41.59
ABRUZZI E MOLISE,1911,M,30_34,30,2.5,0.006702,0.032957,64318.3,2119.8,316291.8,2441861.9,37.97
ABRUZZI E MOLISE,1911,M,35_39,35,2.5,0.006369,0.031347,62198.5,1949.7,306118.1,2125570.1,34.17
ABRUZZI E MOLISE,1911,M,40_44,40,2.5,0.00717,0.035219,60248.8,2121.9,295939.1,1819451.9,30.2
ABRUZZI E MOLISE,1911,M,45_49,45,2.5,0.008836,0.043224,58126.9,2512.5,284353.1,1523512.8,26.21
ABRUZZI E MOLISE,1911,M,50_54,50,2.5,0.010887,0.052993,55614.4,2947.2,270704.1,1239159.7,22.28
ABRUZZI E MOLISE,1911,M,55_59,55,2.5,0.0157,0.075533,52667.2,3978.1,253390.9,968455.6,18.39
ABRUZZI E MOLISE,1911,M,60_64,60,2.5,0.025479,0.119768,48689.1,5831.4,228867.2,715064.7,14.69
ABRUZZI E MOLISE,1911,M,65_69,65,2.5,0.038561,0.175852,42857.7,7536.6,195447.1,486197.5,11.34
ABRUZZI E MOLISE,1911,M,70_74,70,2.5,0.074623,0.314453,35321.1,11106.8,148838.5,290750.4,8.23
ABRUZZI E MOLISE,1911,M,75_79,75,2.5,0.124815,0.475653,24214.3,11517.6,92277.4,141911.9,5.86
ABRUZZI E MOLISE,1911,M,80_84,80,2.5,0.229344,0.728835,12696.7,9253.8,40348.9,49634.5,3.91
ABRUZZI E MOLISE,1911,M,85plus,85,2.697,0.370777,1.0,3442.9,3442.9,9285.6,9285.6,2.7
ABRUZZI E MOLISE,1911,F,0,0,0.3141,0.162122,0.145898,100000.0,14589.8,89993.0,4568688.5,45.69
ABRUZZI E MOLISE,1911,F,1_4,1,1.5,0.035828,0.131531,85410.2,11234.1,313555.5,4478695.5,52.44
ABRUZZI E MOLISE,1911,F,5_9,5,2.5,0.006218,0.030615,74176.1,2270.9,365203.3,4165140.0,56.15
ABRUZZI E MOLISE,1911,F,10_14,10,2.5,0.003441,0.017057,71905.2,1226.5,356459.9,3799936.7,52.85
ABRUZZI E MOLISE,1911,F,15_19,15,2.5,0.00473,0.023371,70678.8,1651.9,349264.1,3443476.8,48.72
ABRUZZI E MOLISE,1911,F,20_24,20,2.5,0.005918,0.029158,69026.9,2012.7,340102.8,3094212.7,44.83
ABRUZZI E MOLISE,1911,F,25_29,25,2.5,0.006025,0.029678,67014.2,1988.9,330098.9,2754109.9,41.1
ABRUZZI E MOLISE,1911,F,30_34,30,2.5,0.00734,0.036037,65025.3,2343.3,319268.4,2424011.0,37.28
ABRUZZI E MOLISE,1911,F,35_39,35,2.5,0.007311,0.035901,62682.0,2250.4,307784.1,2104742.7,33.58
ABRUZZI E MOLISE,1911,F,40_44,40,2.5,0.007645,0.03751,60431.6,2266.8,296491.2,1796958.5,29.74
ABRUZZI E MOLISE,1911,F,45_49,45,2.5,0.008551,0.041858,58164.8,2434.7,284737.5,1500467.3,25.8
ABRUZZI E MOLISE,1911,F,50_54,50,2.5,0.010512,0.051213,55730.2,2854.1,271515.5,1215729.8,21.81
ABRUZZI E MOLISE,1911,F,55_59,55,2.5,0.014435,0.06966,52876.0,3683.3,255171.9,944214.3,17.86
ABRUZZI E MOLISE,1911,F,60_64,60,2.5,0.026768,0.125445,49192.7,6171.0,230536.1,689042.4,14.01
ABRUZZI E MOLISE,1911,F,65_69,65,2.5,0.048233,0.215215,43021.7,9258.9,191961.4,458506.3,10.66
ABRUZZI E MOLISE,1911,F,70_74,70,2.5,0.081971,0.340148,33762.8,11484.4,140103.1,266544.9,7.89
ABRUZZI E MOLISE,1911,F,75_79,75,2.5,0.138526,0.514464,22278.4,11461.4,82738.6,126441.8,5.68
ABRUZZI E MOLISE,1911,F,80_84,80,2.5,0.220624,0.710974,10817.0,7690.6,34858.4,43703.3,4.04
ABRUZZI E MOLISE,1911,F,85plus,85,2.8291,0.353471,1.0,3126.4,3126.4,8844.8,8844.8,2.83
BASILICATA,1911,T,0,0,0.3063,0.193942,0.170944,100000.0,17094.4,88141.9,4227628.4,42.28
BASILICATA,1911,T,1_4,1,1.5,0.048423,0.172776,82905.6,14324.1,295812.1,4139486.4,49.93
BASILICATA,1911,T,5_9,5,2.5,0.007016,0.034475,68581.5,2364.4,336996.5,3843674.3,56.05
BASILICATA,1911,T,10_14,10,2.5,0.003184,0.015793,66217.1,1045.8,328471.2,3506677.8,52.96
BASILICATA,1911,T,15_19,15,2.5,0.004729,0.02337,65171.4,1523.1,322049.1,3178206.6,48.77
BASILICATA,1911,T,20_24,20,2.5,0.005879,0.028969,63648.3,1843.8,313631.9,2856157.6,44.87
BASILICATA,1911,T,25_29,25,2.5,0.00669,0.032901,61804.5,2033.4,303938.9,2542525.7,41.14
BASILICATA,1911,T,30_34,30,2.5,0.006972,0.034263,59771.1,2047.9,293735.6,2238586.8,37.45
BASILICATA,1911,T,35_39,35,2.5,0.007605,0.037315,57723.2,2153.9,283231.0,1944851.2,33.69
BASILICATA,1911,T,40_44,40,2.5,0.006765,0.033264,55569.2,1848.5,273225.1,1661620.2,29.9
BASILICATA,1911,T,45_49,45,2.5,0.008579,0.041996,53720.8,2256.1,262963.7,1388395.1,25.84
BASILICATA,1911,T,50_54,50,2.5,0.01038,0.050588,51464.7,2603.5,250814.9,1125431.4,21.87
BASILICATA,1911,T,55_59,55,2.5,0.017511,0.083883,48861.2,4098.6,234059.6,874616.5,17.9
BASILICATA,1911,T,60_64,60,2.5,0.025965,0.121912,44762.6,5457.1,210170.2,640556.9,14.31
BASILICATA,1911,T,65_69,65,2.5,0.043502,0.196174,39305.5,7710.7,177250.6,430386.7,10.95
BASILICATA,1911,T,70_74,70,2.5,0.081702,0.339222,31594.8,10717.6,131179.7,253136.1,8.01
BASILICATA,1911,T,75_79,75,2.5,0.135162,0.505127,20877.1,10545.6,78021.6,121956.4,5.84
BASILICATA,1911,T,80_84,80,2.5,0.21414,0.697365,10331.5,7204.8,33645.5,43934.8,4.25
BASILICATA,1911,T,85plus,85,3.2908,0.303879,1.0,3126.7,3126.7,10289.2,10289.2,3.29
BASILICATA,1911,M,0,0,0.2992,0.198346,0.174139,100000.0,17413.9,87795.5,4260473.9,42.6
BASILICATA,1911,M,1_4,1,1.5,0.047943,0.171245,82586.1,14142.5,294988.3,4172678.4,50.53
BASILICATA,1911,M,5_9,5,2.5,0.006613,0.032527,68443.6,2226.3,336652.5,3877690.2,56.66
BASILICATA,1911,M,10_14,10,2.5,0.003378,0.01675,66217.3,1109.2,328313.8,3541037.7,53.48
BASILICATA,1911,M,15_19,15,2.5,0.004692,0.02319,65108.2,1509.9,321766.2,3212723.9,49.34
BASILICATA,1911,M,20_24,20,2.5,0.006478,0.031872,63598.3,2027.0,312924.2,2890957.7,45.46
BASILICATA,1911,M,25_29,25,2.5,0.005153,0.025439,61571.3,1566.3,303940.9,2578033.5,41.87
BASILICATA,1911,M,30_34,30,2.5,0.005557,0.027404,60005.0,1644.4,295914.1,2274092.6,37.9
BASILICATA,1911,M,35_39,35,2.5,0.00687,0.033772,58360.6,1971.0,286875.8,1978178.5,33.9
BASILICATA,1911,M,40_44,40,2.5,0.007307,0.035879,56389.7,2023.2,276890.4,1691302.8,29.99
BASILICATA,1911,M,45_49,45,2.5,0.010462,0.050977,54366.5,2771.5,264903.7,1414412.4,26.02
BASILICATA,1911,M,50_54,50,2.5,0.01054,0.051346,51595.0,2649.2,251352.1,1149508.7,22.28
BASILICATA,1911,M,55_59,55,2.5,0.015964,0.076754,48945.8,3756.8,235337.0,898156.6,18.35
BASILICATA,1911,M,60_64,60,2.5,0.026342,0.123571,45189.0,5584.1,211984.9,662819.6,14.67
BASILICATA,1911,M,65_69,65,2.5,0.042895,0.193705,39604.9,7671.7,178845.6,450834.7,11.38
BASILICATA,1911,M,70_74,70,2.5,0.076289,0.320346,31933.3,10229.7,134092.1,271989.1,8.52
BASILICATA,1911,M,75_79,75,2.5,0.120875,0.464123,21703.6,10073.1,83335.0,137897.0,6.35
BASILICATA,1911,M,80_84,80,2.5,0.183436,0.628813,11630.4,7313.4,39868.8,54562.0,4.69
BASILICATA,1911,M,85plus,85,3.4035,0.293814,1.0,4317.1,4317.1,14693.2,14693.2,3.4
BASILICATA,1911,F,0,0,0.3141,0.189372,0.167603,100000.0,16760.3,88504.3,4203426.6,42.03
BASILICATA,1911,F,1_4,1,1.5,0.048934,0.174402,83239.7,14517.2,296666.1,4114922.3,49.43
BASILICATA,1911,F,5_9,5,2.5,0.007434,0.036494,68722.6,2507.9,337343.1,3818256.2,55.56
BASILICATA,1911,F,10_14,10,2.5,0.002983,0.014805,66214.7,980.3,328622.5,3480913.1,52.57
BASILICATA,1911,F,15_19,15,2.5,0.004764,0.023538,65234.4,1535.5,322333.1,3152290.6,48.32
BASILICATA,1911,F,20_24,20,2.5,0.005413,0.026705,63698.9,1701.1,314241.6,2829957.5,44.43
BASILICATA,1911,F,25_29,25,2.5,0.00784,0.038446,61997.8,2383.6,304029.9,2515715.9,40.58
BASILICATA,1911,F,30_34,30,2.5,0.00817,0.040031,59614.2,2386.4,292104.9,2211686.0,37.1
BASILICATA,1911,F,35_39,35,2.5,0.008271,0.040519,57227.8,2318.8,280342.0,1919581.0,33.54
BASILICATA,1911,F,40_44,40,2.5,0.006305,0.031034,54909.0,1704.0,270284.9,1639239.1,29.85
BASILICATA,1911,F,45_49,45,2.5,0.006983,0.034316,53205.0,1825.8,261460.4,1368954.2,25.73
BASILICATA,1911,F,50_54,50,2.5,0.010247,0.049955,51379.2,2566.6,250479.3,1107493.8,21.56
BASILICATA,1911,F,55_59,55,2.5,0.018797,0.089767,48812.5,4381.8,233108.3,857014.5,17.56
BASILICATA,1911,F,60_64,60,2.5,0.025652,0.120532,44430.8,5355.3,208765.6,623906.1,14.04
BASILICATA,1911,F,65_69,65,2.5,0.044011,0.198243,39075.5,7746.4,176011.2,415140.5,10.62
BASILICATA,1911,F,70_74,70,2.5,0.086206,0.354607,31329.0,11109.5,128871.4,239129.3,7.63
BASILICATA,1911,F,75_79,75,2.5,0.147812,0.539644,20219.5,10911.3,73819.3,110257.9,5.45
BASILICATA,1911,F,80_84,80,2.5,0.240857,0.751671,9308.2,6996.7,29049.2,36438.6,3.91
BASILICATA,1911,F,85plus,85,3.1968,0.312808,1.0,2311.5,2311.5,7389.5,7389.5,3.2
CALABRIE,1911,T,0,0,0.3063,0.181835,0.161469,100000.0,16146.9,88799.3,4456615.0,44.57
CALABRIE,1911,T,1_4,1,1.5,0.037121,0.135873,83853.1,11393.4,306929.0,4367815.7,52.09
CALABRIE,1911,T,5_9,5,2.5,0.007283,0.035762,72459.7,2591.3,355820.4,4060886.6,56.04
CALABRIE,1911,T,10_14,10,2.5,0.003344,0.016581,69868.4,1158.5,346445.9,3705066.3,53.03
CALABRIE,1911,T,15_19,15,2.5,0.004405,0.021786,68710.0,1496.9,339807.4,3358620.4,48.88
CALABRIE,1911,T,20_24,20,2.5,0.006025,0.029677,67213.0,1994.7,331078.3,3018812.9,44.91
CALABRIE,1911,T,25_29,25,2.5,0.006349,0.031248,65218.3,2037.9,320996.8,2687734.6,41.21
CALABRIE,1911,T,30_34,30,2.5,0.006869,0.033764,63180.4,2133.3,310568.8,2366737.8,37.46
CALABRIE,1911,T,35_39,35,2.5,0.006848,0.033666,61047.1,2055.2,300097.7,2056169.0,33.68
CALABRIE,1911,T,40_44,40,2.5,0.008082,0.039611,58991.9,2336.7,289117.9,1756071.3,29.77
CALABRIE,1911,T,45_49,45,2.5,0.009276,0.045328,56655.2,2568.0,276856.0,1466953.4,25.89
CALABRIE,1911,T,50_54,50,2.5,0.012263,0.059489,54087.2,3217.6,262391.9,1190097.4,22.0
CALABRIE,1911,T,55_59,55,2.5,0.016566,0.079536,50869.6,4046.0,244232.9,927705.5,18.24
CALABRIE,1911,T,60_64,60,2.5,0.026346,0.123589,46823.6,5786.9,219650.8,683472.6,14.6
CALABRIE,1911,T,65_69,65,2.5,0.042093,0.190426,41036.7,7814.5,185647.5,463821.7,11.3
CALABRIE,1911,T,70_74,70,2.5,0.076198,0.320027,33222.3,10632.0,139531.3,278174.2,8.37
CALABRIE,1911,T,75_79,75,2.5,0.125404,0.477363,22590.3,10783.8,85991.9,138642.9,6.14
CALABRIE,1911,T,80_84,80,2.5,0.192763,0.650389,11806.5,7678.8,39835.5,52651.0,4.46
CALABRIE,1911,T,85plus,85,3.1048,0.322084,1.0,4127.7,4127.7,12815.6,12815.6,3.1
CALABRIE,1911,M,0,0,0.2992,0.183676,0.162728,100000.0,16272.8,88595.2,4485093.0,44.85
CALABRIE,1911,M,1_4,1,1.5,0.034653,0.12756,83727.2,10680.3,308208.1,4396497.8,52.51
CALABRIE,1911,M,5_9,5,2.5,0.007112,0.034939,73046.9,2552.2,358854.3,4088289.7,55.97
CALABRIE,1911,M,10_14,10,2.5,0.003333,0.016525,70494.8,1164.9,349561.6,3729435.4,52.9
CALABRIE,1911,M,15_19,15,2.5,0.004337,0.021451,69329.9,1487.2,342931.2,3379873.9,48.75
CALABRIE,1911,M,20_24,20,2.5,0.006225,0.03065,67842.6,2079.4,334014.8,3036942.6,44.76
CALABRIE,1911,M,25_29,25,2.5,0.006848,0.033663,65763.3,2213.8,323282.0,2702927.8,41.1
CALABRIE,1911,M,30_34,30,2.5,0.006945,0.034134,63549.5,2169.2,312324.5,2379645.8,37.45
CALABRIE,1911,M,35_39,35,2.5,0.00638,0.031397,61380.3,1927.2,302083.6,2067321.3,33.68
CALABRIE,1911,M,40_44,40,2.5,0.008265,0.040489,59453.1,2407.2,291247.7,1765237.7,29.69
CALABRIE,1911,M,45_49,45,2.5,0.010257,0.050005,57046.0,2852.6,278098.3,1473990.0,25.84
CALABRIE,1911,M,50_54,50,2.5,0.013435,0.064994,54193.4,3522.3,262161.2,1195891.6,22.07
CALABRIE,1911,M,55_59,55,2.5,0.017815,0.085279,50671.1,4321.2,242552.6,933730.4,18.43
CALABRIE,1911,M,60_64,60,2.5,0.025881,0.121543,46349.9,5633.5,217666.0,691177.7,14.91
CALABRIE,1911,M,65_69,65,2.5,0.041728,0.188932,40716.4,7692.7,184350.6,473511.8,11.63
CALABRIE,1911,M,70_74,70,2.5,0.070198,0.298588,33023.8,9860.5,140467.7,289161.2,8.76
CALABRIE,1911,M,75_79,75,2.5,0.116381,0.450757,23163.3,10441.0,89713.9,148693.6,6.42
CALABRIE,1911,M,80_84,80,2.5,0.176253,0.61172,12722.3,7782.5,44155.2,58979.7,4.64
CALABRIE,1911,M,85plus,85,3.001,0.333218,1.0,4939.8,4939.8,14824.5,14824.5,3.0
CALABRIE,1911,F,0,0,0.3141,0.179878,0.160123,100000.0,16012.3,89017.4,4422883.6,44.23
CALABRIE,1911,F,1_4,1,1.5,0.039734,0.144575,83987.7,12142.5,305594.7,4333866.3,51.6
CALABRIE,1911,F,5_9,5,2.5,0.007464,0.036636,71845.2,2632.1,352645.8,4028271.6,56.07
CALABRIE,1911,F,10_14,10,2.5,0.003356,0.016639,69213.1,1151.6,343186.4,3675625.8,53.11
CALABRIE,1911,F,15_19,15,2.5,0.004464,0.022072,68061.4,1502.3,336551.5,3332439.4,48.96
CALABRIE,1911,F,20_24,20,2.5,0.005889,0.029018,66559.2,1931.4,327967.3,2995887.9,45.01
CALABRIE,1911,F,25_29,25,2.5,0.006043,0.029766,64627.8,1923.7,318329.6,2667920.6,41.28
CALABRIE,1911,F,30_34,30,2.5,0.006819,0.033522,62704.1,2102.0,308265.5,2349590.9,37.47
CALABRIE,1911,F,35_39,35,2.5,0.007182,0.035278,60602.1,2137.9,297665.7,2041325.5,33.68
CALABRIE,1911,F,40_44,40,2.5,0.007943,0.038943,58464.2,2276.8,286628.9,1743659.8,29.82
CALABRIE,1911,F,45_49,45,2.5,0.008492,0.04158,56187.4,2336.3,275096.2,1457030.9,25.93
CALABRIE,1911,F,50_54,50,2.5,0.011295,0.054923,53851.1,2957.7,261861.4,1181934.6,21.95
CALABRIE,1911,F,55_59,55,2.5,0.015433,0.074297,50893.5,3781.2,245014.2,920073.2,18.08
CALABRIE,1911,F,60_64,60,2.5,0.026766,0.125436,47112.2,5909.6,220787.2,675059.0,14.33
CALABRIE,1911,F,65_69,65,2.5,0.042437,0.191832,41202.7,7904.0,186253.3,454271.8,11.03
CALABRIE,1911,F,70_74,70,2.5,0.081527,0.338619,33298.6,11275.6,138304.3,268018.6,8.05
CALABRIE,1911,F,75_79,75,2.5,0.134098,0.502146,22023.1,11058.8,82468.4,129714.3,5.89
CALABRIE,1911,F,80_84,80,2.5,0.207584,0.68331,10964.3,7492.0,36091.4,47245.9,4.31
CALABRIE,1911,F,85plus,85,3.2124,0.31129,1.0,3472.3,3472.3,11154.5,11154.5,3.21
CAMPANIA,1911,T,0,0,0.3061,0.189048,0.167125,100000.0,16712.5,88403.2,3907230.9,39.07
CAMPANIA,1911,T,1_4,1,1.5,0.046459,0.166498,83287.5,13867.2,298482.1,3818827.7,45.85
CAMPANIA,1911,T,5_9,5,2.5,0.009002,0.044018,69420.3,3055.7,339462.1,3520345.6,50.71
CAMPANIA,1911,T,10_14,10,2.5,0.004627,0.022872,66364.6,1517.9,328028.1,3180883.5,47.93
CAMPANIA,1911,T,15_19,15,2.5,0.006335,0.031183,64846.7,2022.1,319178.0,2852855.4,43.99
CAMPANIA,1911,T,20_24,20,2.5,0.008327,0.040785,62824.5,2562.3,307716.9,2533677.4,40.33
CAMPANIA,1911,T,25_29,25,2.5,0.009219,0.045057,60262.2,2715.2,294523.0,2225960.6,36.94
CAMPANIA,1911,T,30_34,30,2.5,0.010076,0.04914,57547.0,2827.8,280665.4,1931437.5,33.56
CAMPANIA,1911,T,35_39,35,2.5,0.011406,0.055451,54719.1,3034.2,266010.2,1650772.2,30.17
CAMPANIA,1911,T,40_44,40,2.5,0.0131,0.063421,51684.9,3277.9,250229.9,1384762.0,26.79
CAMPANIA,1911,T,45_49,45,2.5,0.013482,0.065212,48407.0,3156.7,234143.2,1134532.1,23.44
CAMPANIA,1911,T,50_54,50,2.5,0.016796,0.080596,45250.3,3647.0,217133.9,900388.9,19.9
CAMPANIA,1911,T,55_59,55,2.5,0.022327,0.105735,41603.3,4398.9,197019.1,683255.0,16.42
CAMPANIA,1911,T,60_64,60,2.5,0.033732,0.155543,37204.3,5786.9,171554.5,486235.9,13.07
CAMPANIA,1911,T,65_69,65,2.5,0.053935,0.237634,31417.5,7465.9,138422.6,314681.4,10.02
CAMPANIA,1911,T,70_74,70,2.5,0.092114,0.374361,23951.6,8966.5,97341.6,176258.8,7.36
CAMPANIA,1911,T,75_79,75,2.5,0.153699,0.555173,14985.1,8319.3,54127.0,78917.1,5.27
CAMPANIA,1911,T,80_84,80,2.5,0.244371,0.75848,6665.8,5055.8,20689.2,24790.1,3.72
CAMPANIA,1911,T,85plus,85,2.5473,0.392577,1.0,1609.9,1609.9,4100.9,4100.9,2.55
CAMPANIA,1911,M,0,0,0.2992,0.195479,0.171925,100000.0,17192.5,87950.6,3854232.7,38.54
CAMPANIA,1911,M,1_4,1,1.5,0.046036,0.165137,82807.5,13674.6,297043.5,3766282.0,45.48
CAMPANIA,1911,M,5_9,5,2.5,0.00877,0.042909,69132.9,2966.4,338248.3,3469238.6,50.18
CAMPANIA,1911,M,10_14,10,2.5,0.004615,0.022812,66166.5,1509.4,327058.7,3130990.3,47.32
CAMPANIA,1911,M,15_19,15,2.5,0.006574,0.032339,64657.0,2091.0,318057.8,2803931.5,43.37
CAMPANIA,1911,M,20_24,20,2.5,0.009257,0.045237,62566.1,2830.3,305754.7,2485873.7,39.73
CAMPANIA,1911,M,25_29,25,2.5,0.010016,0.048857,59735.8,2918.5,291382.7,2180119.0,36.5
CAMPANIA,1911,M,30_34,30,2.5,0.009862,0.048124,56817.3,2734.3,277250.6,1888736.3,33.24
CAMPANIA,1911,M,35_39,35,2.5,0.011402,0.055432,54083.0,2997.9,262920.1,1611485.7,29.8
CAMPANIA,1911,M,40_44,40,2.5,0.013562,0.065588,51085.1,3350.6,247048.9,1348565.6,26.4
CAMPANIA,1911,M,45_49,45,2.5,0.014759,0.071169,47734.5,3397.2,230179.5,1101516.7,23.08
CAMPANIA,1911,M,50_54,50,2.5,0.018213,0.087101,44337.3,3861.8,212031.9,871337.2,19.65
CAMPANIA,1911,M,55_59,55,2.5,0.023773,0.112195,40475.5,4541.1,191024.6,659305.3,16.29
CAMPANIA,1911,M,60_64,60,2.5,0.034835,0.160223,35934.3,5757.5,165278.0,468280.7,13.03
CAMPANIA,1911,M,65_69,65,2.5,0.054122,0.238358,30176.8,7192.9,132902.0,303002.7,10.04
CAMPANIA,1911,M,70_74,70,2.5,0.09117,0.371235,22984.0,8532.4,93588.6,170100.7,7.4
CAMPANIA,1911,M,75_79,75,2.5,0.151523,0.549472,14451.5,7940.7,52405.8,76512.1,5.29
CAMPANIA,1911,M,80_84,80,2.5,0.24651,0.762586,6510.8,4965.1,20141.4,24106.3,3.7
CAMPANIA,1911,M,85plus,85,2.565,0.389858,1.0,1545.8,1545.8,3964.9,3964.9,2.57
CAMPANIA,1911,F,0,0,0.3141,0.182138,0.161911,100000.0,16191.1,88894.7,3957511.0,39.58
CAMPANIA,1911,F,1_4,1,1.5,0.046903,0.167922,83808.9,14073.4,300052.2,3868616.3,46.16
CAMPANIA,1911,F,5_9,5,2.5,0.009246,0.045186,69735.5,3151.1,340799.9,3568564.1,51.17
CAMPANIA,1911,F,10_14,10,2.5,0.00464,0.022934,66584.4,1527.0,329104.5,3227764.2,48.48
CAMPANIA,1911,F,15_19,15,2.5,0.006116,0.03012,65057.4,1959.5,320388.2,2898659.7,44.56
CAMPANIA,1911,F,20_24,20,2.5,0.007521,0.036909,63097.9,2328.9,309667.2,2578271.5,40.86
CAMPANIA,1911,F,25_29,25,2.5,0.008592,0.042058,60769.0,2555.8,297455.5,2268604.3,37.33
CAMPANIA,1911,F,30_34,30,2.5,0.010251,0.049974,58213.2,2909.1,283793.1,1971148.9,33.86
CAMPANIA,1911,F,35_39,35,2.5,0.01141,0.055466,55304.1,3067.5,268851.5,1687355.8,30.51
CAMPANIA,1911,F,40_44,40,2.5,0.012695,0.061521,52236.5,3213.7,253148.6,1418504.3,27.16
CAMPANIA,1911,F,45_49,45,2.5,0.012339,0.059851,49022.9,2934.1,237779.3,1165355.7,23.77
CAMPANIA,1911,F,50_54,50,2.5,0.015526,0.074731,46088.8,3444.3,221833.5,927576.5,20.13
CAMPANIA,1911,F,55_59,55,2.5,0.020968,0.099618,42644.6,4248.2,202602.4,705743.0,16.55
CAMPANIA,1911,F,60_64,60,2.5,0.032729,0.15127,38396.4,5808.2,177461.4,503140.6,13.1
CAMPANIA,1911,F,65_69,65,2.5,0.053754,0.236929,32588.2,7721.1,143638.1,325679.3,9.99
CAMPANIA,1911,F,70_74,70,2.5,0.092964,0.377165,24867.1,9379.0,100887.9,182041.1,7.32
CAMPANIA,1911,F,75_79,75,2.5,0.15574,0.560477,15488.1,8680.7,55738.7,81153.2,5.24
CAMPANIA,1911,F,80_84,80,2.5,0.242536,0.754934,6807.4,5139.1,21189.1,25414.5,3.73
CAMPANIA,1911,F,85plus,85,2.5328,0.394815,1.0,1668.3,1668.3,4225.4,4225.4,2.53
EMILIA,1911,T,0,0,0.3058,0.174747,0.155843,100000.0,15584.3,89182.0,4797660.2,47.98
EMILIA,1911,T,1_4,1,1.5,0.022238,0.084269,84415.7,7113.6,319878.9,4708478.3,55.78
EMILIA,1911,T,5_9,5,2.5,0.003446,0.017082,77302.1,1320.5,383209.5,4388599.4,56.77
EMILIA,1911,T,10_14,10,2.5,0.002515,0.012495,75981.7,949.4,377534.8,4005389.9,52.72
EMILIA,1911,T,15_19,15,2.5,0.004475,0.022127,75032.3,1660.3,371010.7,3627855.1,48.35
EMILIA,1911,T,20_24,20,2.5,0.006107,0.030074,73372.0,2206.6,361343.6,3256844.4,44.39
EMILIA,1911,T,25_29,25,2.5,0.006237,0.030705,71165.4,2185.2,350364.3,2895500.8,40.69
EMILIA,1911,T,30_34,30,2.5,0.006415,0.031569,68980.3,2177.6,339457.4,2545136.6,36.9
EMILIA,1911,T,35_39,35,2.5,0.006983,0.034317,66802.7,2292.5,328282.2,2205679.2,33.02
EMILIA,1911,T,40_44,40,2.5,0.007365,0.036161,64510.2,2332.8,316719.1,1877397.1,29.1
EMILIA,1911,T,45_49,45,2.5,0.009166,0.044801,62177.4,2785.6,303923.2,1560678.0,25.1
EMILIA,1911,T,50_54,50,2.5,0.012723,0.061656,59391.8,3661.8,287804.5,1256754.8,21.16
EMILIA,1911,T,55_59,55,2.5,0.018733,0.089475,55730.0,4986.5,266183.8,968950.3,17.39
EMILIA,1911,T,60_64,60,2.5,0.02967,0.138106,50743.5,7008.0,236197.6,702766.5,13.85
EMILIA,1911,T,65_69,65,2.5,0.04815,0.214885,43735.5,9398.1,195182.4,466568.8,10.67
EMILIA,1911,T,70_74,70,2.5,0.085449,0.352039,34337.4,12088.1,141466.8,271386.4,7.9
EMILIA,1911,T,75_79,75,2.5,0.139505,0.517158,22249.3,11506.4,82480.5,129919.6,5.84
EMILIA,1911,T,80_84,80,2.5,0.226232,0.722519,10742.9,7761.9,34309.6,47439.1,4.42
EMILIA,1911,T,85plus,85,4.4045,0.227042,1.0,2980.9,2980.9,13129.5,13129.5,4.4
EMILIA,1911,M,0,0,0.2992,0.190398,0.167982,100000.0,16798.2,88227.0,4749941.7,47.5
EMILIA,1911,M,1_4,1,1.5,0.021493,0.081587,83201.8,6788.2,315836.8,4661714.8,56.03
EMILIA,1911,M,5_9,5,2.5,0.003563,0.017659,76413.6,1349.4,378694.6,4345878.0,56.87
EMILIA,1911,M,10_14,10,2.5,0.002263,0.01125,75064.2,844.5,373209.9,3967183.3,52.85
EMILIA,1911,M,15_19,15,2.5,0.004193,0.020747,74219.7,1539.9,367249.0,3593973.4,48.42
EMILIA,1911,M,20_24,20,2.5,0.005772,0.02845,72679.9,2067.7,358230.0,3226724.4,44.4
EMILIA,1911,M,25_29,25,2.5,0.005497,0.027113,70612.1,1914.5,348274.4,2868494.5,40.62
EMILIA,1911,M,30_34,30,2.5,0.005918,0.029158,68697.6,2003.1,338480.6,2520220.0,36.69
EMILIA,1911,M,35_39,35,2.5,0.006224,0.030644,66694.6,2043.8,328363.5,2181739.5,32.71
EMILIA,1911,M,40_44,40,2.5,0.007419,0.036422,64650.8,2354.7,317367.3,1853376.0,28.67
EMILIA,1911,M,45_49,45,2.5,0.009421,0.046021,62296.1,2866.9,304313.3,1536008.7,24.66
EMILIA,1911,M,50_54,50,2.5,0.013602,0.065772,59429.2,3908.7,287374.1,1231695.4,20.73
EMILIA,1911,M,55_59,55,2.5,0.019714,0.09394,55520.4,5215.6,264563.2,944321.3,17.01
EMILIA,1911,M,60_64,60,2.5,0.031455,0.145811,50304.8,7335.0,233186.8,679758.1,13.51
EMILIA,1911,M,65_69,65,2.5,0.048976,0.218168,42969.9,9374.6,191412.7,446571.4,10.39
