COD_PROV,DEN_PROV,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
70,Campobasso,M,20_24,20,2.5,0.009731,0.047498,45150.6,2144.5,220391.7,1789194.8,39.63
70,Campobasso,M,25_29,25,2.5,0.008695,0.042549,43006.1,1829.9,210455.6,1568803.2,36.48
70,Campobasso,M,30_34,30,2.5,0.008169,0.040029,41176.2,1648.2,201760.3,1358347.5,32.99
70,Campobasso,M,35_39,35,2.5,0.013651,0.066001,39527.9,2608.9,191117.5,1156587.2,29.26
70,Campobasso,M,40_44,40,2.5,0.013566,0.065606,36919.1,2422.1,178540.0,965469.7,26.15
70,Campobasso,M,45_49,45,2.5,0.017165,0.082294,34497.0,2838.9,165387.5,786929.6,22.81
70,Campobasso,M,50_54,50,2.5,0.020278,0.0965,31658.0,3055.0,150652.7,621542.2,19.63
70,Campobasso,M,55_59,55,2.5,0.035385,0.162546,28603.1,4649.3,131392.0,470889.4,16.46
70,Campobasso,M,60_64,60,2.5,0.032813,0.151625,23953.7,3632.0,110688.7,339497.4,14.17
70,Campobasso,M,65_69,65,2.5,0.059056,0.257292,20321.7,5228.6,88537.2,228808.7,11.26
70,Campobasso,M,70_74,70,2.5,0.073241,0.309531,15093.1,4671.8,63786.1,140271.6,9.29
70,Campobasso,M,75_79,75,2.5,0.105882,0.418604,10421.3,4362.4,41200.6,76485.5,7.34
70,Campobasso,M,80_84,80,2.5,0.152427,0.551844,6058.9,3343.6,21935.7,35284.9,5.82
70,Campobasso,M,85plus,85,4.9162,0.203408,1.0,2715.3,2715.3,13349.2,13349.2,4.92
70,Campobasso,F,0,0,0.3141,0.279155,0.234294,100000.0,23429.4,83930.0,3046974.2,30.47
70,Campobasso,F,1_4,1,1.5,0.090711,0.295769,76570.6,22647.2,249664.2,2963044.2,38.7
70,Campobasso,F,5_9,5,2.5,0.016464,0.079064,53923.4,4263.4,258958.3,2713380.0,50.32
70,Campobasso,F,10_14,10,2.5,0.00654,0.032176,49660.0,1597.9,244305.1,2454421.7,49.42
70,Campobasso,F,15_19,15,2.5,0.00496,0.024498,48062.1,1177.4,237366.9,2210116.6,45.98
70,Campobasso,F,20_24,20,2.5,0.006704,0.032966,46884.7,1545.6,230559.2,1972749.7,42.08
70,Campobasso,F,25_29,25,2.5,0.00847,0.041474,45339.0,1880.4,221994.2,1742190.5,38.43
70,Campobasso,F,30_34,30,2.5,0.008686,0.042506,43458.6,1847.3,212675.1,1520196.3,34.98
70,Campobasso,F,35_39,35,2.5,0.009914,0.048371,41611.4,2012.8,203025.0,1307521.2,31.42
70,Campobasso,F,40_44,40,2.5,0.010191,0.049689,39598.6,1967.6,193074.0,1104496.2,27.89
70,Campobasso,F,45_49,45,2.5,0.012469,0.060458,37631.0,2275.1,182467.2,911422.2,24.22
70,Campobasso,F,50_54,50,2.5,0.013765,0.066535,35355.9,2352.4,170898.4,728955.0,20.62
70,Campobasso,F,55_59,55,2.5,0.023419,0.110617,33003.5,3650.7,155890.6,558056.6,16.91
70,Campobasso,F,60_64,60,2.5,0.027306,0.127805,29352.7,3751.4,137385.2,402166.0,13.7
70,Campobasso,F,65_69,65,2.5,0.059592,0.259325,25601.3,6639.1,111408.9,264780.8,10.34
70,Campobasso,F,70_74,70,2.5,0.084884,0.350121,18962.3,6639.1,78213.6,153371.9,8.09
70,Campobasso,F,75_79,75,2.5,0.139983,0.518472,12323.2,6389.2,45642.8,75158.3,6.1
70,Campobasso,F,80_84,80,2.5,0.157053,0.563872,5934.0,3346.0,21304.8,29515.5,4.97
70,Campobasso,F,85plus,85,3.1726,0.315195,1.0,2588.0,2588.0,8210.7,8210.7,3.17
61,Caserta,T,0,0,0.306,0.278797,0.233601,100000.0,23360.1,83788.7,2920124.7,29.2
61,Caserta,T,1_4,1,1.5,0.085803,0.282593,76639.9,21657.9,252415.0,2836336.0,37.01
61,Caserta,T,5_9,5,2.5,0.016231,0.077989,54982.0,4288.0,264190.2,2583920.9,47.0
61,Caserta,T,10_14,10,2.5,0.006748,0.033182,50694.0,1682.1,249264.9,2319730.7,45.76
61,Caserta,T,15_19,15,2.5,0.006528,0.032116,49011.9,1574.1,241124.5,2070465.7,42.24
61,Caserta,T,20_24,20,2.5,0.009235,0.045133,47437.9,2141.0,231836.8,1829341.2,38.56
61,Caserta,T,25_29,25,2.5,0.010372,0.050547,45296.9,2289.6,220760.2,1597504.4,35.27
61,Caserta,T,30_34,30,2.5,0.00965,0.047115,43007.2,2026.3,209970.4,1376744.2,32.01
61,Caserta,T,35_39,35,2.5,0.012852,0.06226,40980.9,2551.5,198525.9,1166773.8,28.47
61,Caserta,T,40_44,40,2.5,0.012907,0.062515,38429.5,2402.4,186141.2,968247.8,25.2
61,Caserta,T,45_49,45,2.5,0.021183,0.100587,36027.0,3623.9,171075.4,782106.7,21.71
61,Caserta,T,50_54,50,2.5,0.019191,0.091563,32403.2,2966.9,154598.4,611031.2,18.86
61,Caserta,T,55_59,55,2.5,0.035646,0.163645,29436.2,4817.1,135138.3,456432.8,15.51
61,Caserta,T,60_64,60,2.5,0.032199,0.148999,24619.1,3668.2,113925.0,321294.5,13.05
61,Caserta,T,65_69,65,2.5,0.070597,0.300032,20950.9,6285.9,89039.6,207369.4,9.9
61,Caserta,T,70_74,70,2.5,0.080838,0.336237,14665.0,4930.9,60997.5,118329.8,8.07
61,Caserta,T,75_79,75,2.5,0.154967,0.558473,9734.0,5436.2,35079.7,57332.3,5.89
61,Caserta,T,80_84,80,2.5,0.157093,0.563973,4297.8,2423.9,15429.5,22252.6,5.18
61,Caserta,T,85plus,85,3.641,0.274652,1.0,1874.0,1874.0,6823.1,6823.1,3.64
61,Caserta,M,0,0,0.2992,0.295924,0.245093,100000.0,24509.3,82822.7,2813199.1,28.13
61,Caserta,M,1_4,1,1.5,0.086149,0.283532,75490.7,21404.0,248452.9,2730376.4,36.17
61,Caserta,M,5_9,5,2.5,0.015991,0.076882,54086.7,4158.3,260037.8,2481923.5,45.89
61,Caserta,M,10_14,10,2.5,0.0064,0.031494,49928.4,1572.4,245711.1,2221885.7,44.5
61,Caserta,M,15_19,15,2.5,0.00707,0.034738,48356.0,1679.8,237580.5,1976174.6,40.87
61,Caserta,M,20_24,20,2.5,0.010552,0.051405,46676.2,2399.4,227382.5,1738594.1,37.25
61,Caserta,M,25_29,25,2.5,0.011267,0.05479,44276.8,2425.9,215319.2,1511211.6,34.13
61,Caserta,M,30_34,30,2.5,0.009888,0.048248,41850.9,2019.2,204206.4,1295892.4,30.96
61,Caserta,M,35_39,35,2.5,0.013609,0.065806,39831.7,2621.2,192605.5,1091686.0,27.41
61,Caserta,M,40_44,40,2.5,0.015122,0.072854,37210.5,2710.9,179275.2,899080.6,24.16
61,Caserta,M,45_49,45,2.5,0.024157,0.113907,34499.6,3929.8,162673.5,719805.3,20.86
61,Caserta,M,50_54,50,2.5,0.022793,0.107819,30569.8,3296.0,144609.1,557131.8,18.22
61,Caserta,M,55_59,55,2.5,0.040551,0.184091,27273.8,5020.9,123816.9,412522.7,15.13
61,Caserta,M,60_64,60,2.5,0.035555,0.163261,22252.9,3633.0,102182.1,288705.9,12.97
61,Caserta,M,65_69,65,2.5,0.068321,0.29177,18619.9,5432.7,79517.6,186523.8,10.02
61,Caserta,M,70_74,70,2.5,0.081963,0.340123,13187.2,4485.3,54722.7,107006.1,8.11
61,Caserta,M,75_79,75,2.5,0.149626,0.544465,8701.9,4737.9,31664.8,52283.4,6.01
61,Caserta,M,80_84,80,2.5,0.151509,0.549434,3964.0,2178.0,14375.2,20618.6,5.2
61,Caserta,M,85plus,85,3.4956,0.286071,1.0,1786.1,1786.1,6243.4,6243.4,3.5
61,Caserta,F,0,0,0.3141,0.259605,0.220366,100000.0,22036.6,84885.3,3030879.8,30.31
61,Caserta,F,1_4,1,1.5,0.085958,0.283014,77963.4,22064.7,256691.8,2945994.5,37.79
61,Caserta,F,5_9,5,2.5,0.016481,0.079145,55898.7,4424.1,268433.1,2689302.7,48.11
61,Caserta,F,10_14,10,2.5,0.007118,0.03497,51474.6,1800.1,252872.7,2420869.6,47.03
61,Caserta,F,15_19,15,2.5,0.005993,0.029525,49674.5,1466.6,244705.9,2167996.9,43.64
61,Caserta,F,20_24,20,2.5,0.007875,0.038613,48207.9,1861.5,236385.7,1923291.0,39.9
61,Caserta,F,25_29,25,2.5,0.009513,0.046458,46346.4,2153.2,226349.1,1686905.3,36.4
61,Caserta,F,30_34,30,2.5,0.009422,0.046027,44193.2,2034.1,215881.0,1460556.2,33.05
61,Caserta,F,35_39,35,2.5,0.012109,0.058765,42159.2,2477.5,204602.1,1244675.2,29.52
61,Caserta,F,40_44,40,2.5,0.010753,0.052355,39681.7,2077.5,193214.6,1040073.2,26.21
61,Caserta,F,45_49,45,2.5,0.018433,0.088104,37604.1,3313.1,179738.0,846858.6,22.52
61,Caserta,F,50_54,50,2.5,0.015915,0.076528,34291.1,2624.2,164894.7,667120.6,19.45
61,Caserta,F,55_59,55,2.5,0.031137,0.144441,31666.8,4574.0,146899.2,502225.9,15.86
61,Caserta,F,60_64,60,2.5,0.029222,0.136165,27092.8,3689.1,126241.5,355326.7,13.12
61,Caserta,F,65_69,65,2.5,0.072685,0.30754,23403.8,7197.6,99024.8,229085.2,9.79
61,Caserta,F,70_74,70,2.5,0.0799,0.332986,16206.2,5396.4,67539.8,130060.4,8.03
61,Caserta,F,75_79,75,2.5,0.159842,0.571026,10809.7,6172.6,38617.1,62520.6,5.78
61,Caserta,F,80_84,80,2.5,0.161584,0.575459,4637.1,2668.5,16514.4,23903.5,5.15
61,Caserta,F,85plus,85,3.7534,0.266423,1.0,1968.6,1968.6,7389.1,7389.1,3.75
87,Catania,T,0,0,0.3064,0.365008,0.291267,100000.0,29126.7,79797.4,3093815.6,30.94
87,Catania,T,1_4,1,1.5,0.066477,0.228015,70873.3,16160.2,243092.8,3014018.2,42.53
87,Catania,T,5_9,5,2.5,0.010043,0.048984,54713.1,2680.1,266865.5,2770925.4,50.64
87,Catania,T,10_14,10,2.5,0.004468,0.022091,52033.1,1149.5,257291.6,2504059.9,48.12
87,Catania,T,15_19,15,2.5,0.005772,0.028449,50883.6,1447.6,250799.0,2246768.3,44.16
87,Catania,T,20_24,20,2.5,0.00713,0.035025,49436.0,1731.5,242851.3,1995969.3,40.37
87,Catania,T,25_29,25,2.5,0.008555,0.041881,47704.5,1997.9,233527.9,1753118.0,36.75
87,Catania,T,30_34,30,2.5,0.006703,0.032963,45706.6,1506.6,224766.5,1519590.2,33.25
87,Catania,T,35_39,35,2.5,0.011957,0.058049,44200.0,2565.8,214585.5,1294823.7,29.29
87,Catania,T,40_44,40,2.5,0.011046,0.053744,41634.2,2237.6,202577.1,1080238.2,25.95
87,Catania,T,45_49,45,2.5,0.02075,0.098636,39396.6,3885.9,187268.4,877661.1,22.28
87,Catania,T,50_54,50,2.5,0.015599,0.075067,35510.7,2665.7,170889.3,690392.7,19.44
87,Catania,T,55_59,55,2.5,0.040109,0.182269,32845.0,5986.6,149258.6,519503.4,15.82
87,Catania,T,60_64,60,2.5,0.026744,0.125339,26858.4,3366.4,125876.0,370244.8,13.79
87,Catania,T,65_69,65,2.5,0.073383,0.310038,23492.0,7283.4,99251.5,244368.8,10.4
87,Catania,T,70_74,70,2.5,0.063904,0.275504,16208.6,4465.5,69879.1,145117.3,8.95
87,Catania,T,75_79,75,2.5,0.153475,0.554586,11743.1,6512.5,42433.9,75238.2,6.41
87,Catania,T,80_84,80,2.5,0.11312,0.440911,5230.5,2306.2,20387.1,32804.2,6.27
87,Catania,T,85plus,85,4.2462,0.235507,1.0,2924.3,2924.3,12417.1,12417.1,4.25
87,Catania,M,0,0,0.2992,0.366328,0.29149,100000.0,29149.0,79570.9,3040459.4,30.4
87,Catania,M,1_4,1,1.5,0.065126,0.224028,70851.0,15872.6,243722.4,2960888.5,41.79
87,Catania,M,5_9,5,2.5,0.010344,0.050415,54978.4,2771.7,267962.5,2717166.1,49.42
87,Catania,M,10_14,10,2.5,0.004741,0.023426,52206.6,1223.0,257975.7,2449203.6,46.91
87,Catania,M,15_19,15,2.5,0.005766,0.028419,50983.6,1448.9,251295.9,2191228.0,42.98
87,Catania,M,20_24,20,2.5,0.008178,0.040072,49534.7,1985.0,242711.3,1939932.0,39.16
87,Catania,M,25_29,25,2.5,0.008808,0.043093,47549.8,2049.0,232626.3,1697220.7,35.69
87,Catania,M,30_34,30,2.5,0.007333,0.036003,45500.7,1638.1,223408.3,1464594.4,32.19
87,Catania,M,35_39,35,2.5,0.013459,0.065102,43862.6,2855.6,212174.1,1241186.1,28.3
87,Catania,M,40_44,40,2.5,0.013391,0.064788,41007.0,2656.8,198393.3,1029012.0,25.09
87,Catania,M,45_49,45,2.5,0.025184,0.118462,38350.3,4543.1,180393.7,830618.7,21.66
87,Catania,M,50_54,50,2.5,0.019435,0.092672,33807.2,3133.0,161203.6,650225.0,19.23
87,Catania,M,55_59,55,2.5,0.044022,0.198288,30674.2,6082.3,138165.3,489021.4,15.94
87,Catania,M,60_64,60,2.5,0.029353,0.136732,24591.9,3362.5,114553.2,350856.1,14.27
87,Catania,M,65_69,65,2.5,0.063146,0.272683,21229.4,5788.9,91674.7,236302.9,11.13
87,Catania,M,70_74,70,2.5,0.066258,0.284214,15440.5,4388.4,66231.5,144628.2,9.37
87,Catania,M,75_79,75,2.5,0.131152,0.49384,11052.1,5458.0,41615.6,78396.6,7.09
87,Catania,M,80_84,80,2.5,0.114089,0.443849,5594.1,2483.0,21763.3,36781.0,6.57
87,Catania,M,85plus,85,4.827,0.207167,1.0,3111.2,3111.2,15017.7,15017.7,4.83
87,Catania,F,0,0,0.3141,0.363632,0.291043,100000.0,29104.3,80037.7,3145564.8,31.46
87,Catania,F,1_4,1,1.5,0.068024,0.232549,70895.7,16486.7,242366.1,3065527.1,43.24
87,Catania,F,5_9,5,2.5,0.009731,0.047499,54409.0,2584.4,265584.1,2823161.1,51.89
87,Catania,F,10_14,10,2.5,0.004186,0.020715,51824.6,1073.5,256439.4,2557577.0,49.35
87,Catania,F,15_19,15,2.5,0.005778,0.028479,50751.1,1445.3,250142.2,2301137.6,45.34
87,Catania,F,20_24,20,2.5,0.006171,0.030388,49305.8,1498.3,242783.1,2050995.4,41.6
87,Catania,F,25_29,25,2.5,0.007611,0.037344,47807.5,1785.3,234574.0,1808212.3,37.82
87,Catania,F,30_34,30,2.5,0.006907,0.03395,46022.1,1562.4,226204.6,1573638.3,34.19
87,Catania,F,35_39,35,2.5,0.010417,0.050761,44459.7,2256.8,216656.4,1347433.7,30.31
87,Catania,F,40_44,40,2.5,0.008708,0.042612,42202.9,1798.4,206518.5,1130777.2,26.79
87,Catania,F,45_49,45,2.5,0.016439,0.07895,40404.5,3189.9,194047.8,924258.7,22.88
87,Catania,F,50_54,50,2.5,0.012115,0.058792,37214.6,2187.9,180603.2,730210.9,19.62
87,Catania,F,55_59,55,2.5,0.03655,0.167448,35026.7,5865.1,160470.5,549607.7,15.69
87,Catania,F,60_64,60,2.5,0.0245,0.115432,29161.5,3366.2,137392.2,389137.2,13.34
87,Catania,F,65_69,65,2.5,0.083443,0.345202,25795.4,8904.6,106715.2,251745.0,9.76
87,Catania,F,70_74,70,2.5,0.061922,0.268106,16890.7,4528.5,73132.4,145029.7,8.59
87,Catania,F,75_79,75,2.5,0.176502,0.612321,12362.2,7569.7,42887.0,71897.3,5.82
87,Catania,F,80_84,80,2.5,0.112408,0.438743,4792.6,2102.7,18706.1,29010.3,6.05
87,Catania,F,85plus,85,3.8307,0.261045,1.0,2689.9,2689.9,10304.2,10304.2,3.83
79,Catanzaro,T,0,0,0.3061,0.348137,0.280403,100000.0,28040.3,80543.9,2930314.3,29.3
79,Catanzaro,T,1_4,1,1.5,0.067297,0.230422,71959.7,16581.1,246386.0,2849770.4,39.6
79,Catanzaro,T,5_9,5,2.5,0.012081,0.058633,55378.6,3247.0,268775.5,2603384.4,47.01
79,Catanzaro,T,10_14,10,2.5,0.006074,0.029915,52131.6,1559.5,256759.3,2334608.9,44.78
79,Catanzaro,T,15_19,15,2.5,0.005948,0.029306,50572.1,1482.1,249155.3,2077849.6,41.09
79,Catanzaro,T,20_24,20,2.5,0.008943,0.043738,49090.0,2147.1,240082.4,1828694.3,37.25
79,Catanzaro,T,25_29,25,2.5,0.011354,0.055202,46942.9,2591.4,228236.3,1588611.9,33.84
79,Catanzaro,T,30_34,30,2.5,0.010518,0.051243,44351.6,2272.7,216076.2,1360375.6,30.67
79,Catanzaro,T,35_39,35,2.5,0.015864,0.076292,42078.9,3210.3,202368.7,1144299.4,27.19
79,Catanzaro,T,40_44,40,2.5,0.014557,0.070228,38868.6,2729.7,187518.8,941930.8,24.23
79,Catanzaro,T,45_49,45,2.5,0.023879,0.11267,36138.9,4071.8,170515.1,754412.0,20.88
79,Catanzaro,T,50_54,50,2.5,0.020604,0.097975,32067.1,3141.8,152481.2,583896.9,18.21
79,Catanzaro,T,55_59,55,2.5,0.041527,0.188108,28925.3,5441.1,131024.0,431415.7,14.91
79,Catanzaro,T,60_64,60,2.5,0.036452,0.167037,23484.2,3922.7,107614.3,300391.7,12.79
79,Catanzaro,T,65_69,65,2.5,0.075172,0.316398,19561.5,6189.2,82334.4,192777.4,9.85
79,Catanzaro,T,70_74,70,2.5,0.081477,0.338447,13372.3,4525.8,55546.9,110443.0,8.26
79,Catanzaro,T,75_79,75,2.5,0.148845,0.542394,8846.5,4798.3,32236.7,54896.1,6.21
79,Catanzaro,T,80_84,80,2.5,0.145052,0.53225,4048.2,2154.7,14854.3,22659.4,5.6
79,Catanzaro,T,85plus,85,4.122,0.242604,1.0,1893.5,1893.5,7805.1,7805.1,4.12
79,Catanzaro,M,0,0,0.2992,0.357697,0.285999,100000.0,28599.9,79955.7,2893754.9,28.94
79,Catanzaro,M,1_4,1,1.5,0.063078,0.217944,71400.1,15561.2,246697.2,2813799.2,39.41
79,Catanzaro,M,5_9,5,2.5,0.011579,0.056265,55838.9,3141.8,271339.9,2567101.9,45.97
79,Catanzaro,M,10_14,10,2.5,0.005685,0.028027,52697.1,1476.9,259793.1,2295762.1,43.57
79,Catanzaro,M,15_19,15,2.5,0.006299,0.031009,51220.2,1588.3,252130.1,2035969.0,39.75
79,Catanzaro,M,20_24,20,2.5,0.010201,0.049736,49631.9,2468.5,241988.2,1783838.8,35.94
79,Catanzaro,M,25_29,25,2.5,0.01211,0.05877,47163.4,2771.8,228887.4,1541850.7,32.69
79,Catanzaro,M,30_34,30,2.5,0.012339,0.059847,44391.6,2656.7,215316.2,1312963.2,29.58
79,Catanzaro,M,35_39,35,2.5,0.016654,0.07994,41734.9,3336.3,200333.8,1097647.0,26.3
79,Catanzaro,M,40_44,40,2.5,0.017015,0.081605,38398.6,3133.5,184159.3,897313.2,23.37
79,Catanzaro,M,45_49,45,2.5,0.028815,0.134392,35265.1,4739.3,164477.2,713153.9,20.22
79,Catanzaro,M,50_54,50,2.5,0.023947,0.112972,30525.8,3448.5,144007.4,548676.7,17.97
79,Catanzaro,M,55_59,55,2.5,0.045281,0.203383,27077.2,5507.0,121618.5,404669.3,14.95
79,Catanzaro,M,60_64,60,2.5,0.03609,0.165515,21570.2,3570.2,98925.4,283050.8,13.12
79,Catanzaro,M,65_69,65,2.5,0.070021,0.297949,18000.0,5363.1,76592.2,184125.3,10.23
79,Catanzaro,M,70_74,70,2.5,0.083914,0.346812,12636.9,4382.6,52228.0,107533.1,8.51
79,Catanzaro,M,75_79,75,2.5,0.129046,0.487843,8254.3,4026.8,31204.4,55305.1,6.7
79,Catanzaro,M,80_84,80,2.5,0.144444,0.530612,4227.5,2243.2,15529.5,24100.7,5.7
79,Catanzaro,M,85plus,85,4.3194,0.231511,1.0,1984.3,1984.3,8571.2,8571.2,4.32
79,Catanzaro,F,0,0,0.3141,0.337838,0.274281,100000.0,27428.1,81187.3,3022282.0,30.22
79,Catanzaro,F,1_4,1,1.5,0.06644,0.227904,72571.9,16539.5,248938.8,2941094.7,40.53
79,Catanzaro,F,5_9,5,2.5,0.012609,0.061119,56032.4,3424.6,271600.4,2692155.9,48.05
79,Catanzaro,F,10_14,10,2.5,0.006499,0.031974,52607.8,1682.1,258833.6,2420555.5,46.01
79,Catanzaro,F,15_19,15,2.5,0.00559,0.027564,50925.7,1403.7,251119.0,2161721.9,42.45
79,Catanzaro,F,20_24,20,2.5,0.007656,0.037563,49521.9,1860.2,242959.2,1910602.9,38.58
79,Catanzaro,F,25_29,25,2.5,0.010583,0.05155,47661.7,2457.0,232166.3,1667643.7,34.99
79,Catanzaro,F,30_34,30,2.5,0.008747,0.042798,45204.8,1934.7,221187.2,1435477.4,31.75
79,Catanzaro,F,35_39,35,2.5,0.015066,0.072596,43270.1,3141.2,208497.5,1214290.2,28.06
79,Catanzaro,F,40_44,40,2.5,0.012259,0.059472,40128.9,2386.5,194678.2,1005792.6,25.06
79,Catanzaro,F,45_49,45,2.5,0.019238,0.091777,37742.4,3463.9,180052.1,811114.5,21.49
79,Catanzaro,F,50_54,50,2.5,0.017771,0.085076,34278.5,2916.3,164101.7,631062.3,18.41
79,Catanzaro,F,55_59,55,2.5,0.038092,0.173902,31362.2,5453.9,143176.2,466960.6,14.89
79,Catanzaro,F,60_64,60,2.5,0.036759,0.168327,25908.3,4361.1,118638.7,323784.4,12.5
79,Catanzaro,F,65_69,65,2.5,0.080171,0.333926,21547.2,7195.2,89748.2,205145.6,9.52
79,Catanzaro,F,70_74,70,2.5,0.079584,0.331889,14352.1,4763.3,59852.0,115397.5,8.04
79,Catanzaro,F,75_79,75,2.5,0.168138,0.591891,9588.8,5675.5,33755.1,55545.4,5.79
79,Catanzaro,F,80_84,80,2.5,0.14554,0.533563,3913.3,2088.0,14346.4,21790.3,5.57
79,Catanzaro,F,85plus,85,4.0782,0.245205,1.0,1825.3,1825.3,7443.9,7443.9,4.08
69,Chieti,T,0,0,0.3063,0.284267,0.237442,100000.0,23744.2,83527.9,3428609.5,34.29
69,Chieti,T,1_4,1,1.5,0.071722,0.243269,76255.8,18550.7,258646.4,3345081.5,43.87
69,Chieti,T,5_9,5,2.5,0.010933,0.053213,57705.1,3070.6,280848.9,3086435.2,53.49
69,Chieti,T,10_14,10,2.5,0.004774,0.02359,54634.5,1288.8,269950.3,2805586.3,51.35
69,Chieti,T,15_19,15,2.5,0.005075,0.025056,53345.7,1336.7,263386.6,2535636.0,47.53
69,Chieti,T,20_24,20,2.5,0.007558,0.037091,52009.0,1929.1,255222.3,2272249.4,43.69
69,Chieti,T,25_29,25,2.5,0.008328,0.040791,50079.9,2042.8,245292.7,2017027.0,40.28
69,Chieti,T,30_34,30,2.5,0.00739,0.036278,48037.1,1742.7,235828.9,1771734.4,36.88
69,Chieti,T,35_39,35,2.5,0.008105,0.039723,46294.4,1838.9,226874.8,1535905.5,33.18
69,Chieti,T,40_44,40,2.5,0.008431,0.041284,44455.5,1835.3,217689.2,1309030.6,29.45
69,Chieti,T,45_49,45,2.5,0.011441,0.055616,42620.2,2370.4,207175.0,1091341.4,25.61
69,Chieti,T,50_54,50,2.5,0.013444,0.065036,40249.8,2617.7,194704.8,884166.4,21.97
69,Chieti,T,55_59,55,2.5,0.022338,0.10578,37632.1,3980.7,178208.8,689461.5,18.32
69,Chieti,T,60_64,60,2.5,0.025206,0.11856,33651.4,3989.7,158282.7,511252.8,15.19
69,Chieti,T,65_69,65,2.5,0.049001,0.218267,29661.7,6474.2,132123.0,352970.1,11.9
69,Chieti,T,70_74,70,2.5,0.070646,0.30021,23187.5,6961.1,98534.8,220847.1,9.52
69,Chieti,T,75_79,75,2.5,0.112717,0.439684,16226.4,7134.5,63295.8,122312.3,7.54
69,Chieti,T,80_84,80,2.5,0.129851,0.490141,9091.9,4456.3,34318.7,59016.6,6.49
69,Chieti,T,85plus,85,5.3279,0.187692,1.0,4635.6,4635.6,24697.8,24697.8,5.33
69,Chieti,M,0,0,0.2992,0.291783,0.242245,100000.0,24224.5,83022.3,3417251.7,34.17
69,Chieti,M,1_4,1,1.5,0.070855,0.240771,75775.5,18244.5,257490.7,3334229.4,44.0
69,Chieti,M,5_9,5,2.5,0.010203,0.049748,57531.0,2862.1,280499.7,3076738.7,53.48
69,Chieti,M,10_14,10,2.5,0.004629,0.022882,54668.9,1250.9,270217.2,2796239.0,51.15
69,Chieti,M,15_19,15,2.5,0.005245,0.025883,53418.0,1382.6,263633.3,2526021.9,47.29
69,Chieti,M,20_24,20,2.5,0.00835,0.040897,52035.3,2128.1,254856.5,2262388.6,43.48
69,Chieti,M,25_29,25,2.5,0.008029,0.039357,49907.3,1964.2,244625.9,2007532.1,40.23
69,Chieti,M,30_34,30,2.5,0.007434,0.036494,47943.1,1749.6,235341.3,1762906.2,36.77
69,Chieti,M,35_39,35,2.5,0.007144,0.035095,46193.4,1621.1,226914.4,1527564.8,33.07
69,Chieti,M,40_44,40,2.5,0.009478,0.046295,44572.3,2063.5,217702.8,1300650.4,29.18
69,Chieti,M,45_49,45,2.5,0.013376,0.064715,42508.8,2751.0,205666.7,1082947.6,25.48
69,Chieti,M,50_54,50,2.5,0.013809,0.06674,39757.9,2653.5,192155.7,877280.9,22.07
69,Chieti,M,55_59,55,2.5,0.024076,0.113545,37104.4,4213.0,174989.5,685125.2,18.46
69,Chieti,M,60_64,60,2.5,0.025749,0.120957,32891.4,3978.4,154510.8,510135.7,15.51
69,Chieti,M,65_69,65,2.5,0.046152,0.206889,28912.9,5981.8,129610.3,355624.9,12.3
69,Chieti,M,70_74,70,2.5,0.068867,0.29376,22931.2,6736.3,97815.2,226014.6,9.86
69,Chieti,M,75_79,75,2.5,0.101359,0.404336,16194.9,6548.2,64604.1,128199.4,7.92
69,Chieti,M,80_84,80,2.5,0.122145,0.467859,9646.7,4513.3,36950.4,63595.3,6.59
69,Chieti,M,85plus,85,5.1905,0.192661,1.0,5133.4,5133.4,26644.9,26644.9,5.19
69,Chieti,F,0,0,0.3141,0.276428,0.232371,100000.0,23237.1,84061.9,3438721.7,34.39
69,Chieti,F,1_4,1,1.5,0.072617,0.245838,76762.9,18871.2,259873.6,3354659.7,43.7
69,Chieti,F,5_9,5,2.5,0.01168,0.056744,57891.7,3285.0,281246.0,3094786.1,53.46
69,Chieti,F,10_14,10,2.5,0.004927,0.024337,54606.7,1329.0,269711.0,2813540.2,51.52
69,Chieti,F,15_19,15,2.5,0.004913,0.024266,53277.7,1292.8,263156.5,2543829.2,47.75
69,Chieti,F,20_24,20,2.5,0.006804,0.033449,51984.9,1738.9,255577.3,2280672.7,43.87
69,Chieti,F,25_29,25,2.5,0.008604,0.042115,50246.0,2116.1,245939.8,2025095.5,40.3
69,Chieti,F,30_34,30,2.5,0.007348,0.036079,48129.9,1736.5,236308.2,1779155.7,36.97
69,Chieti,F,35_39,35,2.5,0.008984,0.043933,46393.4,2038.2,226871.5,1542847.4,33.26
69,Chieti,F,40_44,40,2.5,0.007469,0.036659,44355.2,1626.0,217711.0,1315975.9,29.67
69,Chieti,F,45_49,45,2.5,0.00965,0.047115,42729.2,2013.2,208613.0,1098264.9,25.7
69,Chieti,F,50_54,50,2.5,0.013112,0.063481,40716.0,2584.7,197118.2,889652.0,21.85
69,Chieti,F,55_59,55,2.5,0.020772,0.098733,38131.3,3764.8,181244.4,692533.8,18.16
69,Chieti,F,60_64,60,2.5,0.024715,0.116383,34366.5,3999.7,161833.1,511289.4,14.88
69,Chieti,F,65_69,65,2.5,0.051772,0.229197,30366.8,6960.0,134434.0,349456.3,11.51
69,Chieti,F,70_74,70,2.5,0.072409,0.306553,23406.8,7175.4,99095.5,215022.3,9.19
69,Chieti,F,75_79,75,2.5,0.125617,0.47798,16231.4,7758.3,61761.3,115926.8,7.14
