COD_PROV,DEN_PROV,year,marriages,nuptiality
46,Lucca,1874,1909,6.77
48,Firenze,1874,5758,7.44
49,Livorno,1874,856,7.18
50,Pisa,1874,1988,7.33
51,Arezzo,1874,1609,6.82
52,Siena,1874,1536,7.45
53,Grosseto,1874,758,6.95
54,Umbria,1874,3098,5.57
58,Roma,1874,3811,4.45
61,Caserta,1874,5375,7.65
62,Benevento,1874,1947,8.32
63,Napoli,1874,7194,7.7
64,Avellino,1874,3634,9.52
65,Salerno,1874,4426,8.14
66,Aquila degli Abruzzi,1874,3094,9.12
67,Teramo,1874,1666,6.7
69,Chieti,1874,2657,7.79
70,Campobasso,1874,3437,9.58
71,Foggia,1874,3002,9.02
72,Bari delle Puglie,1874,4973,7.91
75,Lecce,1874,3249,6.37
76,Potenza,1874,4736,9.2
78,Cosenza,1874,3445,7.72
79,Catanzaro,1874,3179,7.59
80,Reggio di Calabria,1874,2809,7.82
81,Trapani,1874,2052,8.19
82,Palermo,1874,4803,7.48
83,Messina,1874,2894,6.85
84,Girgenti,1874,2308,7.82
85,Caltanissetta,1874,2040,8.47
87,Catania,1874,4288,8.31
89,Siracusa,1874,2690,8.73
90,Sassari,1874,2272,9.13
92,Cagliari,1874,3251,8.1
1,Torino,1875,7854,7.89
3,Novara,1875,5852,9.07
4,Cuneo,1875,5420,8.67
6,Alessandria,1875,6540,9.32
8,Porto Maurizio,1875,1070,8.29
10,Genova,1875,5772,7.87
13,Como,1875,4574,9.29
14,Sondrio,1875,883,7.67
15,Milano,1875,9558,9.09
16,Bergamo,1875,3074,8.15
17,Brescia,1875,3633,7.87
18,Pavia,1875,3982,8.71
19,Cremona,1875,2580,8.57
20,Mantova,1875,2460,8.45
23,Verona,1875,2827,7.48
24,Vicenza,1875,3190,8.48
25,Belluno,1875,1597,9.14
26,Treviso,1875,3338,9.23
27,Venezia,1875,2928,8.48
28,Padova,1875,3180,8.42
29,Rovigo,1875,1599,7.71
30,Udine,1875,4058,8.29
33,Piacenza,1875,1838,8.13
34,Parma,1875,2242,8.44
35,Reggio nell'Emilia,1875,1894,7.82
36,Modena,1875,2208,8.0
37,Bologna,1875,3484,7.8
38,Ferrara,1875,1381,6.23
39,Ravenna,1875,1543,6.92
40,Forlì,1875,1418,5.87
41,Pesaro e Urbino,1875,1864,8.59
42,Ancona,1875,2208,8.35
43,Macerata,1875,1870,7.86
44,Ascoli Piceno,1875,1348,6.56
45,Massa e Carrara,1875,1115,6.76
46,Lucca,1875,2037,7.22
48,Firenze,1875,6500,8.38
49,Livorno,1875,930,7.78
50,Pisa,1875,2229,8.17
51,Arezzo,1875,1901,8.05
52,Siena,1875,1844,8.94
53,Grosseto,1875,843,7.68
54,Umbria,1875,4168,7.46
58,Roma,1875,4552,5.28
61,Caserta,1875,6318,8.97
62,Benevento,1875,2225,9.49
63,Napoli,1875,7818,8.28
64,Avellino,1875,3689,9.62
65,Salerno,1875,4970,9.12
66,Aquila degli Abruzzi,1875,3248,9.52
67,Teramo,1875,2074,8.31
69,Chieti,1875,3205,9.38
70,Campobasso,1875,3666,10.19
71,Foggia,1875,3211,9.55
72,Bari delle Puglie,1875,5817,9.14
75,Lecce,1875,5117,9.92
76,Potenza,1875,5002,9.69
78,Cosenza,1875,4242,9.49
79,Catanzaro,1875,3709,8.81
80,Reggio di Calabria,1875,2996,8.29
81,Trapani,1875,2083,8.16
82,Palermo,1875,5425,8.34
83,Messina,1875,3827,8.94
84,Girgenti,1875,2256,7.58
85,Caltanissetta,1875,1952,7.98
87,Catania,1875,4432,8.48
89,Siracusa,1875,2620,8.37
90,Sassari,1875,2085,8.32
92,Cagliari,1875,3133,7.75
1,Torino,1876,7796,7.79
3,Novara,1876,5412,8.32
4,Cuneo,1876,5428,8.66
6,Alessandria,1876,6672,9.44
8,Porto Maurizio,1876,995,7.67
10,Genova,1876,5606,7.6
13,Como,1876,4723,9.52
14,Sondrio,1876,938,8.06
15,Milano,1876,9580,9.02
16,Bergamo,1876,3184,8.4
17,Brescia,1876,3771,8.14
18,Pavia,1876,4100,8.93
19,Cremona,1876,2351,7.8
20,Mantova,1876,2355,8.07
23,Verona,1876,2870,7.54
24,Vicenza,1876,2972,7.83
25,Belluno,1876,1242,7.11
26,Treviso,1876,2469,6.78
27,Venezia,1876,2539,7.32
28,Padova,1876,2802,7.35
29,Rovigo,1876,1605,7.67
30,Udine,1876,3566,7.26
33,Piacenza,1876,1933,8.54
34,Parma,1876,2172,8.17
35,Reggio nell'Emilia,1876,2010,8.28
36,Modena,1876,2299,8.32
37,Bologna,1876,3591,8.01
38,Ferrara,1876,1540,6.9
39,Ravenna,1876,1707,7.64
40,Forlì,1876,1495,6.15
41,Pesaro e Urbino,1876,1685,7.73
42,Ancona,1876,2019,7.62
43,Macerata,1876,1718,7.21
44,Ascoli Piceno,1876,1369,6.64
45,Massa e Carrara,1876,1165,7.03
46,Lucca,1876,2209,7.82
48,Firenze,1876,6814,8.75
49,Livorno,1876,952,7.94
50,Pisa,1876,2248,8.18
51,Arezzo,1876,2006,8.48
52,Siena,1876,1684,8.17
53,Grosseto,1876,771,6.97
54,Umbria,1876,4002,7.14
58,Roma,1876,4702,5.41
61,Caserta,1876,6208,8.8
62,Benevento,1876,2031,8.63
63,Napoli,1876,8187,8.58
64,Avellino,1876,3594,9.34
65,Salerno,1876,5004,9.17
66,Aquila degli Abruzzi,1876,2982,8.69
67,Teramo,1876,2019,8.06
69,Chieti,1876,3063,8.96
70,Campobasso,1876,3458,9.59
71,Foggia,1876,3332,9.81
72,Bari delle Puglie,1876,5523,8.58
75,Lecce,1876,4652,8.91
76,Potenza,1876,5300,10.24
78,Cosenza,1876,4063,9.08
79,Catanzaro,1876,3520,8.32
80,Reggio di Calabria,1876,2860,7.88
81,Trapani,1876,1942,7.46
82,Palermo,1876,5047,7.67
83,Messina,1876,3621,8.35
84,Girgenti,1876,2290,7.63
85,Caltanissetta,1876,2105,8.48
87,Catania,1876,4195,7.92
89,Siracusa,1876,2865,9.02
90,Sassari,1876,1900,7.53
92,Cagliari,1876,2625,6.45
1,Torino,1877,7156,7.11
3,Novara,1877,4897,7.47
4,Cuneo,1877,4833,7.69
6,Alessandria,1877,5814,8.18
8,Porto Maurizio,1877,910,6.99
10,Genova,1877,5296,7.14
13,Como,1877,3965,7.93
14,Sondrio,1877,843,7.17
15,Milano,1877,8601,8.02
16,Bergamo,1877,2919,7.65
17,Brescia,1877,3485,7.49
18,Pavia,1877,3572,7.74
19,Cremona,1877,2087,6.92
20,Mantova,1877,2115,7.23
23,Verona,1877,2802,7.31
24,Vicenza,1877,2846,7.43
25,Belluno,1877,1255,7.19
26,Treviso,1877,2437,6.65
27,Venezia,1877,2330,6.68
28,Padova,1877,2454,6.38
29,Rovigo,1877,1416,6.71
30,Udine,1877,3246,6.58
33,Piacenza,1877,1643,7.26
34,Parma,1877,1889,7.1
35,Reggio nell'Emilia,1877,1673,6.88
36,Modena,1877,1998,7.21
37,Bologna,1877,3282,7.29
38,Ferrara,1877,1382,6.15
39,Ravenna,1877,1516,6.77
40,Forlì,1877,1611,6.58
41,Pesaro e Urbino,1877,1655,7.56
42,Ancona,1877,2054,7.74
43,Macerata,1877,1761,7.38
44,Ascoli Piceno,1877,1514,7.32
45,Massa e Carrara,1877,954,5.73
46,Lucca,1877,1995,7.05
48,Firenze,1877,5912,7.57
49,Livorno,1877,854,7.1
50,Pisa,1877,1996,7.22
51,Arezzo,1877,1570,6.62
52,Siena,1877,1495,7.25
53,Grosseto,1877,776,6.97
54,Umbria,1877,3262,5.79
58,Roma,1877,5143,5.87
61,Caserta,1877,6098,8.62
62,Benevento,1877,2141,9.08
63,Napoli,1877,7812,8.11
64,Avellino,1877,3871,10.02
65,Salerno,1877,4637,8.48
66,Aquila degli Abruzzi,1877,3096,8.97
67,Teramo,1877,1996,7.94
69,Chieti,1877,3171,9.26
70,Campobasso,1877,3739,10.34
71,Foggia,1877,3422,9.98
72,Bari delle Puglie,1877,5755,8.85
75,Lecce,1877,5029,9.52
76,Potenza,1877,5564,10.72
78,Cosenza,1877,4198,9.36
79,Catanzaro,1877,3664,8.62
80,Reggio di Calabria,1877,2916,7.99
81,Trapani,1877,2287,8.63
82,Palermo,1877,5047,7.57
83,Messina,1877,3548,8.08
84,Girgenti,1877,2367,7.82
85,Caltanissetta,1877,2197,8.72
87,Catania,1877,4143,7.73
89,Siracusa,1877,2602,8.07
90,Sassari,1877,1775,6.99
92,Cagliari,1877,2683,6.55
1,Torino,1878,7409,7.32
3,Novara,1878,5160,7.81
4,Cuneo,1878,5037,7.99
6,Alessandria,1878,6313,8.82
8,Porto Maurizio,1878,949,7.26
10,Genova,1878,4868,6.52
13,Como,1878,3747,7.44
14,Sondrio,1878,880,7.41
15,Milano,1878,8534,7.88
16,Bergamo,1878,2847,7.42
17,Brescia,1878,3232,6.92
18,Pavia,1878,3610,7.79
19,Cremona,1878,2222,7.37
20,Mantova,1878,2032,6.93
23,Verona,1878,2667,6.91
24,Vicenza,1878,2565,6.64
25,Belluno,1878,1121,6.43
26,Treviso,1878,2340,6.35
27,Venezia,1878,2259,6.44
28,Padova,1878,2458,6.34
29,Rovigo,1878,1439,6.77
30,Udine,1878,3174,6.4
33,Piacenza,1878,1570,6.93
34,Parma,1878,1793,6.73
35,Reggio nell'Emilia,1878,1579,6.48
36,Modena,1878,1820,6.56
37,Bologna,1878,2784,6.16
38,Ferrara,1878,1235,5.46
39,Ravenna,1878,1255,5.59
40,Forlì,1878,1286,5.22
41,Pesaro e Urbino,1878,1403,6.38
42,Ancona,1878,1963,7.38
43,Macerata,1878,1879,7.87
44,Ascoli Piceno,1878,1440,6.95
45,Massa e Carrara,1878,828,4.95
46,Lucca,1878,1740,6.14
48,Firenze,1878,5126,6.54
49,Livorno,1878,783,6.49
50,Pisa,1878,1760,6.33
51,Arezzo,1878,1377,5.8
52,Siena,1878,1368,6.64
53,Grosseto,1878,739,6.6
54,Umbria,1878,3063,5.42
58,Roma,1878,5063,5.74
61,Caserta,1878,4903,6.91
62,Benevento,1878,1729,7.31
63,Napoli,1878,7131,7.33
64,Avellino,1878,3194,8.23
65,Salerno,1878,3883,7.09
66,Aquila degli Abruzzi,1878,2653,7.64
67,Teramo,1878,2152,8.54
69,Chieti,1878,3143,9.17
70,Campobasso,1878,3621,9.99
71,Foggia,1878,3011,8.7
72,Bari delle Puglie,1878,5133,7.8
75,Lecce,1878,3942,7.37
76,Potenza,1878,4945,9.5
78,Cosenza,1878,3506,7.81
79,Catanzaro,1878,2718,6.36
80,Reggio di Calabria,1878,2094,5.71
81,Trapani,1878,2256,8.37
82,Palermo,1878,5102,7.56
83,Messina,1878,3248,7.31
84,Girgenti,1878,2123,6.96
85,Caltanissetta,1878,1950,7.63
87,Catania,1878,3853,7.1
89,Siracusa,1878,2483,7.59
90,Sassari,1878,1777,6.95
92,Cagliari,1878,2618,6.35
1,Torino,1879,7581,7.45
3,Novara,1879,5153,7.74
4,Cuneo,1879,5139,8.13
6,Alessandria,1879,6195,8.6
8,Porto Maurizio,1879,858,6.54
10,Genova,1879,5261,7.0
13,Como,1879,3900,7.68
14,Sondrio,1879,767,6.4
15,Milano,1879,8940,8.17
16,Bergamo,1879,2813,7.28
17,Brescia,1879,3346,7.14
18,Pavia,1879,3840,8.25
19,Cremona,1879,2253,7.47
20,Mantova,1879,2121,7.21
23,Verona,1879,2845,7.32
24,Vicenza,1879,2684,6.89
25,Belluno,1879,1103,6.33
26,Treviso,1879,2338,6.3
27,Venezia,1879,2331,6.61
28,Padova,1879,2584,6.61
29,Rovigo,1879,1471,6.86
30,Udine,1879,3098,6.23
33,Piacenza,1879,1737,7.67
34,Parma,1879,2032,7.62
35,Reggio nell'Emilia,1879,1950,7.99
36,Modena,1879,2118,7.62
37,Bologna,1879,3288,7.25
38,Ferrara,1879,1557,6.84
39,Ravenna,1879,1321,5.88
40,Forlì,1879,1772,7.15
41,Pesaro e Urbino,1879,1727,7.81
42,Ancona,1879,2251,8.45
43,Macerata,1879,1828,7.65
44,Ascoli Piceno,1879,1527,7.34
45,Massa e Carrara,1879,1146,6.82
46,Lucca,1879,2084,7.35
48,Firenze,1879,5790,7.37
49,Livorno,1879,820,6.78
50,Pisa,1879,1846,6.59
51,Arezzo,1879,1698,7.14
52,Siena,1879,1535,7.45
53,Grosseto,1879,739,6.55
54,Umbria,1879,3893,6.86
58,Roma,1879,5305,5.97
61,Caserta,1879,4986,7.01
62,Benevento,1879,1776,7.49
63,Napoli,1879,7802,7.94
64,Avellino,1879,3229,8.29
65,Salerno,1879,4049,7.38
66,Aquila degli Abruzzi,1879,2969,8.51
67,Teramo,1879,1978,7.82
69,Chieti,1879,3232,9.42
70,Campobasso,1879,3290,9.05
71,Foggia,1879,3263,9.34
72,Bari delle Puglie,1879,6322,9.51
75,Lecce,1879,4962,9.18
76,Potenza,1879,4791,9.18
78,Cosenza,1879,3607,8.02
79,Catanzaro,1879,3428,7.98
80,Reggio di Calabria,1879,2628,7.12
81,Trapani,1879,2084,7.59
82,Palermo,1879,5191,7.6
83,Messina,1879,3365,7.48
84,Girgenti,1879,2147,6.98
85,Caltanissetta,1879,2065,7.97
87,Catania,1879,4266,7.76
89,Siracusa,1879,2392,7.21
90,Sassari,1879,1878,7.29
92,Cagliari,1879,2762,6.65
1,Torino,1880,7085,6.92
3,Novara,1880,4785,7.13
4,Cuneo,1880,4628,7.31
6,Alessandria,1880,6141,8.47
8,Porto Maurizio,1880,951,7.22
10,Genova,1880,4903,6.49
13,Como,1880,3629,7.1
14,Sondrio,1880,713,5.89
15,Milano,1880,8132,7.36
16,Bergamo,1880,2738,7.05
17,Brescia,1880,3195,6.8
18,Pavia,1880,3498,7.48
19,Cremona,1880,2099,6.95
20,Mantova,1880,1918,6.5
23,Verona,1880,2626,6.71
24,Vicenza,1880,2364,6.02
25,Belluno,1880,959,5.5
26,Treviso,1880,2021,5.41
27,Venezia,1880,2187,6.17
28,Padova,1880,2163,5.48
29,Rovigo,1880,1288,5.96
30,Udine,1880,2948,5.9
33,Piacenza,1880,1630,7.19
34,Parma,1880,1810,6.78
35,Reggio nell'Emilia,1880,1668,6.82
36,Modena,1880,1926,6.91
37,Bologna,1880,2899,6.36
38,Ferrara,1880,1133,4.94
39,Ravenna,1880,1466,6.51
40,Forlì,1880,1878,7.53
41,Pesaro e Urbino,1880,1564,7.04
42,Ancona,1880,1924,7.21
43,Macerata,1880,1690,7.06
44,Ascoli Piceno,1880,1428,6.85
45,Massa e Carrara,1880,1086,6.44
46,Lucca,1880,1865,6.56
48,Firenze,1880,5256,6.67
49,Livorno,1880,886,7.31
50,Pisa,1880,1891,6.71
51,Arezzo,1880,1366,5.73
52,Siena,1880,1273,6.18
53,Grosseto,1880,792,6.98
54,Umbria,1880,3193,5.6
58,Roma,1880,5134,5.73
61,Caserta,1880,5118,7.18
62,Benevento,1880,1573,6.62
63,Napoli,1880,7560,7.62
64,Avellino,1880,3077,7.87
65,Salerno,1880,4062,7.4
66,Aquila degli Abruzzi,1880,2610,7.44
67,Teramo,1880,1862,7.33
69,Chieti,1880,2652,7.72
70,Campobasso,1880,2915,8.0
71,Foggia,1880,3091,8.76
72,Bari delle Puglie,1880,5525,8.22
75,Lecce,1880,3864,7.06
76,Potenza,1880,4556,8.71
78,Cosenza,1880,3325,7.38
79,Catanzaro,1880,2837,6.57
80,Reggio di Calabria,1880,2383,6.43
81,Trapani,1880,2178,7.8
82,Palermo,1880,4801,6.95
83,Messina,1880,2584,5.68
84,Girgenti,1880,2279,7.35
85,Caltanissetta,1880,2197,8.36
87,Catania,1880,4036,7.25
89,Siracusa,1880,2340,6.95
90,Sassari,1880,2042,7.87
92,Cagliari,1880,2742,6.56
1,Torino,1881,7242,7.04
3,Novara,1881,4919,7.28
4,Cuneo,1881,4923,7.75
6,Alessandria,1881,6531,8.95
8,Porto Maurizio,1881,943,7.13
10,Genova,1881,5390,7.09
13,Como,1881,3791,7.36
14,Sondrio,1881,663,5.42
15,Milano,1881,8928,8.01
16,Bergamo,1881,2782,7.12
17,Brescia,1881,3403,7.22
18,Pavia,1881,3866,8.23
19,Cremona,1881,2208,7.31
20,Mantova,1881,2088,7.06
23,Verona,1881,2763,7.01
24,Vicenza,1881,2605,6.57
25,Belluno,1881,1094,6.28
26,Treviso,1881,2481,6.6
27,Venezia,1881,2469,6.92
28,Padova,1881,2440,6.13
29,Rovigo,1881,1356,6.23
30,Udine,1881,3192,6.36
33,Piacenza,1881,1904,8.4
34,Parma,1881,1925,7.2
35,Reggio nell'Emilia,1881,1718,7.01
36,Modena,1881,2112,7.56
37,Bologna,1881,3068,6.71
38,Ferrara,1881,1253,5.43
39,Ravenna,1881,1341,5.94
40,Forlì,1881,1624,6.47
41,Pesaro e Urbino,1881,1761,7.9
42,Ancona,1881,2174,8.13
43,Macerata,1881,1928,8.04
44,Ascoli Piceno,1881,1610,7.7
45,Massa e Carrara,1881,1132,6.68
46,Lucca,1881,2130,7.49
48,Firenze,1881,6218,7.86
49,Livorno,1881,961,7.9
50,Pisa,1881,2179,7.69
51,Arezzo,1881,1809,7.58
52,Siena,1881,1749,8.49
53,Grosseto,1881,877,7.67
54,Umbria,1881,4169,7.29
58,Roma,1881,7016,7.77
61,Caserta,1881,6387,8.94
62,Benevento,1881,2519,10.57
63,Napoli,1881,8453,8.44
64,Avellino,1881,4070,10.37
65,Salerno,1881,4658,8.47
66,Aquila degli Abruzzi,1881,3107,8.8
67,Teramo,1881,2476,9.72
69,Chieti,1881,3454,10.04
70,Campobasso,1881,4068,11.13
71,Foggia,1881,3946,11.08
72,Bari delle Puglie,1881,6987,10.28
75,Lecce,1881,5269,9.52
76,Potenza,1881,5436,10.36
78,Cosenza,1881,4251,9.42
79,Catanzaro,1881,3902,8.99
80,Reggio di Calabria,1881,3344,8.97
81,Trapani,1881,2780,9.79
82,Palermo,1881,6395,9.15
83,Messina,1881,3688,8.01
84,Girgenti,1881,3106,9.94
85,Caltanissetta,1881,2385,8.95
87,Catania,1881,4726,8.39
89,Siracusa,1881,3008,8.81
90,Sassari,1881,1987,7.61
92,Cagliari,1881,3006,7.15
1,Torino,1901,7884,7.27
3,Novara,1901,5698,7.92
4,Cuneo,1901,4880,7.91
6,Alessandria,1901,6241,7.93
8,Porto Maurizio,1901,968,6.2
10,Genova,1901,6039,6.65
13,Como,1901,4649,8.24
14,Sondrio,1901,938,6.42
15,Milano,1901,11276,8.16
16,Bergamo,1901,3510,7.46
17,Brescia,1901,3824,7.34
18,Pavia,1901,3769,7.52
19,Cremona,1901,2334,6.94
20,Mantova,1901,2340,7.29
23,Verona,1901,2953,7.16
24,Vicenza,1901,3248,7.27
25,Belluno,1901,1685,8.49
26,Treviso,1901,2985,7.21
27,Venezia,1901,2640,6.62
28,Padova,1901,2994,6.67
29,Rovigo,1901,1613,7.15
30,Udine,1901,4625,7.91
33,Piacenza,1901,1768,6.94
34,Parma,1901,2082,6.61
35,Reggio nell'Emilia,1901,2021,7.36
36,Modena,1901,2306,7.1
37,Bologna,1901,3713,7.24
38,Ferrara,1901,2297,8.06
39,Ravenna,1901,1581,6.64
40,Forlì,1901,2335,8.18
41,Pesaro e Urbino,1901,1772,6.98
42,Ancona,1901,2204,6.92
43,Macerata,1901,1815,6.96
44,Ascoli Piceno,1901,1586,6.17
45,Massa e Carrara,1901,1599,8.11
46,Lucca,1901,2318,6.91
48,Firenze,1901,6829,7.56
49,Livorno,1901,882,5.94
50,Pisa,1901,2449,7.51
51,Arezzo,1901,1884,6.08
52,Siena,1901,1604,6.84
53,Grosseto,1901,957,5.37
54,Umbria,1901,4685,6.97
58,Roma,1901,7932,6.85
61,Caserta,1901,5668,7.51
62,Benevento,1901,1783,6.15
63,Napoli,1901,7660,6.92
64,Avellino,1901,2877,7.23
65,Salerno,1901,4028,7.35
66,Aquila degli Abruzzi,1901,3389,8.17
67,Teramo,1901,2143,6.9
69,Chieti,1901,2874,7.16
70,Campobasso,1901,3076,8.22
71,Foggia,1901,2979,7.18
72,Bari delle Puglie,1901,5129,6.27
75,Lecce,1901,3837,5.22
76,Potenza,1901,3548,6.94
78,Cosenza,1901,3476,7.45
79,Catanzaro,1901,3381,6.79
80,Reggio di Calabria,1901,2983,6.91
81,Trapani,1901,2420,6.69
82,Palermo,1901,5878,7.7
83,Messina,1901,3620,6.41
84,Girgenti,1901,3226,8.75
85,Caltanissetta,1901,2806,8.53
87,Catania,1901,5300,7.75
89,Siracusa,1901,3400,7.95
90,Sassari,1901,2091,6.8
92,Cagliari,1901,3585,7.56
1,Torino,1911,8416,6.95
3,Novara,1911,5969,7.9
4,Cuneo,1911,4484,6.94
6,Alessandria,1911,6133,7.69
8,Porto Maurizio,1911,983,6.72
10,Genova,1911,6863,6.55
13,Como,1911,4622,7.5
14,Sondrio,1911,905,6.98
15,Milano,1911,13085,7.58
16,Bergamo,1911,3782,7.4
17,Brescia,1911,4224,7.12
18,Pavia,1911,3646,7.13
19,Cremona,1911,2487,7.13
20,Mantova,1911,2556,7.32
23,Verona,1911,3255,6.86
24,Vicenza,1911,3608,7.27
25,Belluno,1911,1548,8.03
26,Treviso,1911,3454,7.03
27,Venezia,1911,3447,7.39
28,Padova,1911,3649,7.03
29,Rovigo,1911,2089,8.1
30,Udine,1911,4991,7.96
33,Piacenza,1911,1739,6.81
34,Parma,1911,2388,7.33
35,Reggio nell'Emilia,1911,2368,7.63
36,Modena,1911,2642,7.49
37,Bologna,1911,4577,7.92
38,Ferrara,1911,2126,6.91
39,Ravenna,1911,1980,7.98
40,Forlì,1911,2678,8.88
41,Pesaro e Urbino,1911,2158,8.26
42,Ancona,1911,2597,8.12
43,Macerata,1911,2089,8.1
44,Ascoli Piceno,1911,1818,7.17
45,Massa e Carrara,1911,1760,8.29
46,Lucca,1911,2393,7.19
48,Firenze,1911,7946,7.96
49,Livorno,1911,934,6.89
50,Pisa,1911,2582,7.55
51,Arezzo,1911,2284,8.06
52,Siena,1911,1913,7.92
53,Grosseto,1911,1317,8.98
54,Umbria,1911,5544,8.11
58,Roma,1911,10316,7.88
61,Caserta,1911,6058,7.68
62,Benevento,1911,1757,6.95
63,Napoli,1911,9693,7.44
64,Avellino,1911,2926,7.43
65,Salerno,1911,3996,7.19
66,Aquila degli Abruzzi,1911,3054,7.53
67,Teramo,1911,2070,6.73
69,Chieti,1911,2760,7.56
70,Campobasso,1911,2703,7.78
71,Foggia,1911,3429,7.35
72,Bari delle Puglie,1911,7260,8.15
75,Lecce,1911,6252,8.11
76,Potenza,1911,3788,8.06
78,Cosenza,1911,3336,7.17
79,Catanzaro,1911,3442,7.16
80,Reggio di Calabria,1911,3498,7.89
81,Trapani,1911,2673,7.64
82,Palermo,1911,5817,7.33
83,Messina,1911,4116,8.02
84,Girgenti,1911,3224,8.3
85,Caltanissetta,1911,2795,8.26
87,Catania,1911,5691,7.27
89,Siracusa,1911,3670,7.83
90,Sassari,1911,2250,6.79
92,Cagliari,1911,3645,7.02
1,Torino,1921,14647,11.71
3,Novara,1921,9755,13.49
4,Cuneo,1921,7697,12.38
6,Alessandria,1921,10472,13.45
8,Porto Maurizio,1921,1545,10.3
10,Genova,1921,12162,10.38
13,Como,1921,7850,12.48
14,Sondrio,1921,1474,11.26
15,Milano,1921,22375,11.75
16,Bergamo,1921,7080,12.77
17,Brescia,1921,8022,12.34
18,Pavia,1921,6333,12.9
19,Cremona,1921,4433,12.43
20,Mantova,1921,4171,11.09
23,Verona,1921,6396,12.37
24,Vicenza,1921,7178,13.15
25,Belluno,1921,2992,13.12
26,Treviso,1921,7306,13.35
27,Venezia,1921,5457,10.54
28,Padova,1921,6660,11.36
29,Rovigo,1921,2926,10.21
30,Udine,1921,8727,12.16
33,Piacenza,1921,2977,10.61
34,Parma,1921,4064,11.83
35,Reggio nell'Emilia,1921,3836,11.13
36,Modena,1921,4413,11.18
37,Bologna,1921,7211,11.24
38,Ferrara,1921,3043,8.81
39,Ravenna,1921,2850,11.11
40,Forlì,1921,3730,11.32
41,Pesaro e Urbino,1921,3562,12.75
42,Ancona,1921,4091,12.26
43,Macerata,1921,3348,12.59
44,Ascoli Piceno,1921,2995,11.34
45,Massa e Carrara,1921,2892,12.95
46,Lucca,1921,4160,12.07
48,Firenze,1921,12949,12.5
49,Livorno,1921,1395,9.74
50,Pisa,1921,4578,12.74
51,Arezzo,1921,3975,13.39
52,Siena,1921,3607,14.62
53,Grosseto,1921,2149,13.15
54,Umbria,1921,9571,13.04
58,Roma,1921,16941,11.3
61,Caserta,1921,9325,11.42
62,Benevento,1921,3254,12.24
63,Napoli,1921,15010,10.27
64,Avellino,1921,4883,12.18
65,Salerno,1921,7061,12.23
66,Aquila degli Abruzzi,1921,4620,11.78
67,Teramo,1921,3500,10.94
69,Chieti,1921,4324,11.55
70,Campobasso,1921,4158,12.27
71,Foggia,1921,4925,10.83
72,Bari delle Puglie,1921,9847,10.41
75,Lecce,1921,9875,11.25
76,Potenza,1921,5885,12.6
78,Cosenza,1921,6959,14.16
79,Catanzaro,1921,5982,11.77
80,Reggio di Calabria,1921,5208,10.85
81,Trapani,1921,3799,9.36
82,Palermo,1921,8273,9.69
83,Messina,1921,5844,10.15
84,Girgenti,1921,3940,9.62
85,Caltanissetta,1921,3451,9.02
87,Catania,1921,8454,9.72
89,Siracusa,1921,5502,10.44
90,Sassari,1921,3366,10.18
92,Cagliari,1921,5192,9.87
1,Torino,1931,7254,6.32
2,Vercelli,1931,2524,7.02
3,Novara,1931,2771,7.12
4,Cuneo,1931,4158,6.71
6,Alessandria,1931,5581,7.38
7,Aosta,1931,1526,6.75
8,Porto Maurizio,1931,982,6.05
9,Savona,1931,1425,6.45
10,Genova,1931,4892,5.88
11,La Spezia,1931,1445,6.51
12,Varese,1931,2554,6.68
13,Como,1931,3172,6.51
14,Sondrio,1931,919,6.87
15,Milano,1931,14201,7.09
16,Bergamo,1931,3820,6.53
17,Brescia,1931,4639,6.53
18,Pavia,1931,3379,7.01
19,Cremona,1931,2354,5.87
20,Mantova,1931,3021,7.6
21,Bolzano,1931,1499,5.56
22,Trento,1931,2054,5.26
23,Verona,1931,3867,6.87
24,Vicenza,1931,3315,6.28
25,Belluno,1931,1532,7.28
26,Treviso,1931,3353,5.98
27,Venezia,1931,3768,6.34
28,Padova,1931,3955,6.26
29,Rovigo,1931,2357,7.47
30,Udine,1931,5099,7.1
31,Gorizia,1931,1090,5.31
32,Fiume,1931,671,1.93
33,Piacenza,1931,1806,6.22
34,Parma,1931,2373,6.35
35,Reggio nell'Emilia,1931,2473,6.85
36,Modena,1931,3301,7.36
37,Bologna,1931,4587,6.72
38,Ferrara,1931,2791,7.61
39,Ravenna,1931,1905,7.01
40,Forlì,1931,2917,6.76
41,Pesaro e Urbino,1931,2290,7.78
42,Ancona,1931,2586,7.25
43,Macerata,1931,1933,6.96
44,Ascoli Piceno,1931,1997,6.92
45,Massa e Carrara,1931,1424,7.51
46,Lucca,1931,2328,6.85
47,Pistoia,1931,1608,7.95
48,Firenze,1931,5708,6.79
49,Livorno,1931,1610,6.55
50,Pisa,1931,2432,7.26
51,Arezzo,1931,2198,7.3
52,Siena,1931,1928,7.4
53,Grosseto,1931,1339,7.57
54,Umbria,1931,3786,7.35
55,Terni,1931,1230,6.87
56,Viterbo,1931,1625,7.07
57,Rieti,1931,1117,6.81
58,Roma,1931,10654,6.76
60,Frosinone,1931,3287,7.95
62,Benevento,1931,2271,6.86
63,Napoli,1931,12522,6.04
64,Avellino,1931,3042,7.23
65,Salerno,1931,4102,6.24
66,Aquila degli Abruzzi,1931,2364,6.86
67,Teramo,1931,1613,7.12
68,Pescara,1931,1338,6.92
69,Chieti,1931,2691,7.31
70,Campobasso,1931,2783,7.37
