compartimento,year,sex,age_group,age_lo,age_hi,count,unit,source,notes
Liguria,1911,M,sotto 18,0,18,0.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,18-20,18,20,10.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,20-25,20,25,253.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,25-30,25,30,388.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,30-35,30,35,175.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,35-40,35,40,77.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,40-45,40,45,42.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,45-50,45,50,23.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,50-55,50,55,11.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,55-60,55,60,7.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,60-65,60,65,5.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,65-70,65,70,2.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Liguria,1911,M,70+,70,,1.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,sotto 18,0,18,,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",illegible
Lombardia,1911,M,18-20,18,20,4.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,20-25,20,25,349.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,25-30,25,30,421.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,30-35,30,35,122.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,35-40,35,40,49.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,40-45,40,45,23.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,45-50,45,50,13.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,50-55,50,55,7.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,55-60,55,60,4.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,60-65,60,65,2.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,65-70,65,70,1.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lombardia,1911,M,70+,70,,0.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,sotto 18,0,18,0.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,18-20,18,20,8.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,20-25,20,25,339.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,25-30,25,30,416.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,30-35,30,35,123.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,35-40,35,40,52.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,40-45,40,45,26.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,45-50,45,50,14.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,50-55,50,55,7.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,55-60,55,60,5.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,60-65,60,65,3.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,65-70,65,70,1.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Veneto,1911,M,70+,70,,0.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,sotto 18,0,18,,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",illegible
Emilia,1911,M,18-20,18,20,16.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,20-25,20,25,338.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,25-30,25,30,382.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,30-35,30,35,127.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,35-40,35,40,54.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,40-45,40,45,32.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,45-50,45,50,19.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,50-55,50,55,12.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,55-60,55,60,6.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,60-65,60,65,4.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,65-70,65,70,3.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Emilia,1911,M,70+,70,,1.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,sotto 18,0,18,0.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,18-20,18,20,15.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,20-25,20,25,349.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,25-30,25,30,382.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,30-35,30,35,123.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,35-40,35,40,52.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,40-45,40,45,30.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,45-50,45,50,18.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,50-55,50,55,11.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,55-60,55,60,6.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,60-65,60,65,5.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,65-70,65,70,3.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Toscana,1911,M,70+,70,,1.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,sotto 18,0,18,,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",illegible
Marche,1911,M,18-20,18,20,9.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,20-25,20,25,315.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,25-30,25,30,409.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,30-35,30,35,122.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,35-40,35,40,50.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,40-45,40,45,31.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,45-50,45,50,25.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,50-55,50,55,13.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,55-60,55,60,7.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,60-65,60,65,7.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,65-70,65,70,3.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Marche,1911,M,70+,70,,2.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,sotto 18,0,18,,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",illegible
Umbria,1911,M,18-20,18,20,8.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,20-25,20,25,286.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,25-30,25,30,393.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,30-35,30,35,143.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,35-40,35,40,65.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,40-45,40,45,40.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,45-50,45,50,24.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,50-55,50,55,16.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,55-60,55,60,8.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,60-65,60,65,6.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,65-70,65,70,4.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Umbria,1911,M,70+,70,,2.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,sotto 18,0,18,0.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,18-20,18,20,17.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,20-25,20,25,296.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,25-30,25,30,349.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,30-35,30,35,146.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,35-40,35,40,72.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,40-45,40,45,47.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,45-50,45,50,27.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,50-55,50,55,18.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,55-60,55,60,11.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,60-65,60,65,7.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,65-70,65,70,3.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Lazio,1911,M,70+,70,,1.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,sotto 18,0,18,1.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,18-20,18,20,71.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,20-25,20,25,352.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,25-30,25,30,306.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,30-35,30,35,108.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,35-40,35,40,45.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,40-45,40,45,29.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,45-50,45,50,23.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,50-55,50,55,17.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,55-60,55,60,14.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,60-65,60,65,13.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,65-70,65,70,10.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Abruzzi e Molise,1911,M,70+,70,,5.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,sotto 18,0,18,0.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,18-20,18,20,43.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,20-25,20,25,354.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,25-30,25,30,303.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,30-35,30,35,120.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,35-40,35,40,58.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,40-45,40,45,36.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,45-50,45,50,24.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,50-55,50,55,17.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,55-60,55,60,14.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,60-65,60,65,12.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,65-70,65,70,8.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Campania,1911,M,70+,70,,5.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,sotto 18,0,18,1.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,18-20,18,20,35.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,20-25,20,25,324.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,25-30,25,30,346.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,30-35,30,35,122.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,35-40,35,40,55.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,40-45,40,45,34.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,45-50,45,50,26.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,50-55,50,55,19.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,55-60,55,60,11.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,60-65,60,65,11.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,65-70,65,70,7.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Puglie,1911,M,70+,70,,5.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,sotto 18,0,18,0.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,18-20,18,20,69.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,20-25,20,25,414.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,25-30,25,30,260.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,30-35,30,35,91.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,35-40,35,40,40.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,40-45,40,45,31.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,45-50,45,50,19.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,50-55,50,55,17.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,55-60,55,60,19.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,60-65,60,65,15.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,65-70,65,70,11.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Basilicata,1911,M,70+,70,,9.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,sotto 18,0,18,0.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,18-20,18,20,83.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,20-25,20,25,384.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,25-30,25,30,242.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,30-35,30,35,107.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,35-40,35,40,57.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,40-45,40,45,34.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,45-50,45,50,25.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,50-55,50,55,21.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,55-60,55,60,17.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,60-65,60,65,12.0,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,65-70,65,70,7.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Calabrie,1911,M,70+,70,,7.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,sotto 18,0,18,0.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,18-20,18,20,28.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,20-25,20,25,306.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,25-30,25,30,334.9,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,30-35,30,35,136.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,35-40,35,40,63.3,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,40-45,40,45,35.8,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,45-50,45,50,27.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,50-55,50,55,21.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,55-60,55,60,16.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,60-65,60,65,14.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,65-70,65,70,8.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sicilia,1911,M,70+,70,,6.7,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,sotto 18,0,18,,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",illegible
Sardegna,1911,M,18-20,18,20,8.5,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,20-25,20,25,178.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,25-30,25,30,351.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,30-35,30,35,207.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,35-40,35,40,105.2,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,40-45,40,45,60.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,45-50,45,50,35.6,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,50-55,50,55,24.4,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
Sardegna,1911,M,55-60,55,60,12.1,proporzionale_1000,"ED_1913 Anno 1911, Prospetto VIII A/B (cifre proporzionali a 1000)",
