compartimento,year,sex,age_group,age_lo,age_hi,count,unit,source,notes
Toscana,1894,F,20-25,20,25,8285,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,25-30,25,30,4516,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,30-35,30,35,1388,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,35-40,35,40,746,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,40-45,40,45,500,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,45-50,45,50,332,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,50-55,50,55,183,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,55-60,55,60,96,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,60-65,60,65,42,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,65-70,65,70,25,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,70+,70,,8,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,F,ignota,,,48,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,sotto 15,0,15,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Marche,1894,F,15-20,15,20,575,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,20-25,20,25,3502,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,25-30,25,30,2958,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,30-35,30,35,822,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,35-40,35,40,424,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,40-45,40,45,204,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,45-50,45,50,178,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,50-55,50,55,86,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,55-60,55,60,40,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,60-65,60,65,11,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,65-70,65,70,6,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,70+,70,,3,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,F,ignota,,,54,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,sotto 15,0,15,2,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,15-20,15,20,410,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,20-25,20,25,1895,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,25-30,25,30,1387,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,30-35,30,35,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Umbria,1894,F,35-40,35,40,271,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,40-45,40,45,196,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,45-50,45,50,134,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,50-55,50,55,79,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,55-60,55,60,36,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,60-65,60,65,10,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,65-70,65,70,7,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,70+,70,,2,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Umbria,1894,F,ignota,,,23,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,sotto 15,0,15,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Lazio,1894,F,15-20,15,20,703,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,20-25,20,25,2557,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,25-30,25,30,1782,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,30-35,30,35,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Lazio,1894,F,35-40,35,40,496,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,40-45,40,45,293,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,45-50,45,50,198,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,50-55,50,55,74,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,55-60,55,60,42,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,60-65,60,65,26,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lazio,1894,F,65-70,65,70,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Lazio,1894,F,70+,70,,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Lazio,1894,F,ignota,,,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Abruzzi e Molise,1894,F,sotto 15,0,15,1,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,15-20,15,20,2112,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,20-25,20,25,5109,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,25-30,25,30,2563,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,30-35,30,35,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Abruzzi e Molise,1894,F,35-40,35,40,416,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,40-45,40,45,266,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,45-50,45,50,198,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,50-55,50,55,168,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,55-60,55,60,105,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,60-65,60,65,59,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,65-70,65,70,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Abruzzi e Molise,1894,F,70+,70,,10,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1894,F,ignota,,,98,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,sotto 15,0,15,23,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,15-20,15,20,3630,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,20-25,20,25,10399,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,25-30,25,30,5119,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,30-35,30,35,1896,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,35-40,35,40,1003,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,40-45,40,45,610,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,45-50,45,50,492,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,50-55,50,55,334,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,55-60,55,60,186,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,60-65,60,65,129,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,65-70,65,70,67,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,70+,70,,28,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Campania,1894,F,ignota,,,148,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,sotto 15,0,15,2,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,15-20,15,20,2886,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,20-25,20,25,6395,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,25-30,25,30,2559,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,30-35,30,35,977,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,35-40,35,40,507,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,40-45,40,45,357,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,45-50,45,50,226,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,50-55,50,55,168,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,55-60,55,60,99,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,60-65,60,65,63,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,65-70,65,70,40,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,70+,70,,16,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Puglie,1894,F,ignota,,,78,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,sotto 15,0,15,5,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,15-20,15,20,1423,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,20-25,20,25,1835,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,25-30,25,30,593,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,30-35,30,35,206,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,35-40,35,40,151,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,40-45,40,45,81,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,45-50,45,50,71,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,50-55,50,55,61,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,55-60,55,60,42,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,60-65,60,65,27,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,65-70,65,70,10,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,70+,70,,3,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Basilicata,1894,F,ignota,,,16,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,sotto 15,0,15,10,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,15-20,15,20,3009,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,20-25,20,25,4677,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,25-30,25,30,1825,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,30-35,30,35,809,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,35-40,35,40,476,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,40-45,40,45,283,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,45-50,45,50,234,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,50-55,50,55,113,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,55-60,55,60,69,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,60-65,60,65,30,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,65-70,65,70,11,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,70+,70,,11,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Calabrie,1894,F,ignota,,,127,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,sotto 15,0,15,16,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,15-20,15,20,6571,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,20-25,20,25,8359,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,25-30,25,30,3463,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,30-35,30,35,1741,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,35-40,35,40,949,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,40-45,40,45,620,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,45-50,45,50,479,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,50-55,50,55,334,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,55-60,55,60,164,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,60-65,60,65,78,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,65-70,65,70,38,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,70+,70,,22,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sicilia,1894,F,ignota,,,214,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,sotto 15,0,15,,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",illegible
Sardegna,1894,F,15-20,15,20,760,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,20-25,20,25,1965,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,25-30,25,30,1160,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,30-35,30,35,574,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,35-40,35,40,279,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,40-45,40,45,173,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,45-50,45,50,91,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,50-55,50,55,71,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,55-60,55,60,37,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,60-65,60,65,21,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,65-70,65,70,4,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,70+,70,,5,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Sardegna,1894,F,ignota,,,180,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1895,M,sotto 18,0,18,1,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,18-20,18,20,281,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,20-25,20,25,7336,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,25-30,25,30,8267,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,30-35,30,35,3371,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,35-40,35,40,1626,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,40-45,40,45,906,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,45-50,45,50,516,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,50-55,50,55,369,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,55-60,55,60,253,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,60-65,60,65,157,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,65-70,65,70,98,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,70+,70,,43,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,M,ignota,,,43,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,sotto 18,0,18,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Liguria,1895,M,18-20,18,20,75,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,20-25,20,25,1491,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,25-30,25,30,2466,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,30-35,30,35,1126,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,35-40,35,40,557,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,40-45,40,45,260,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,45-50,45,50,129,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,50-55,50,55,95,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,55-60,55,60,56,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,60-65,60,65,28,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,65-70,65,70,28,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,70+,70,,20,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Liguria,1895,M,ignota,,,3,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,sotto 18,0,18,6,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,18-20,18,20,122,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,20-25,20,25,8994,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,25-30,25,30,11570,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,30-35,30,35,3961,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,35-40,35,40,1766,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,40-45,40,45,960,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,45-50,45,50,540,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,50-55,50,55,377,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,55-60,55,60,181,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,60-65,60,65,121,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,65-70,65,70,60,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,70+,70,,28,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lombardia,1895,M,ignota,,,92,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,sotto 18,0,18,1,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,18-20,18,20,152,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,20-25,20,25,6571,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,25-30,25,30,9569,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,30-35,30,35,3308,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,35-40,35,40,1370,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,40-45,40,45,767,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,45-50,45,50,449,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,50-55,50,55,255,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,55-60,55,60,175,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
