COD_PROV,year,marriages,nuptiality
12,1891,26849,6.96
13,1891,26849,6.96
14,1891,26849,6.96
15,1891,26849,6.96
16,1891,26849,6.96
17,1891,26849,6.96
18,1891,26849,6.96
19,1891,26849,6.96
20,1891,26849,6.96
12,1894,27618,7.0
13,1894,27618,7.0
14,1894,27618,7.0
15,1894,27618,7.0
16,1894,27618,7.0
17,1894,27618,7.0
18,1894,27618,7.0
19,1894,27618,7.0
20,1894,27618,7.0
12,1897,42997,10.66
13,1897,42997,10.66
14,1897,42997,10.66
15,1897,42997,10.66
16,1897,42997,10.66
17,1897,42997,10.66
18,1897,42997,10.66
19,1897,42997,10.66
20,1897,42997,10.66
12,1898,46337,11.4
13,1898,46337,11.4
14,1898,46337,11.4
15,1898,46337,11.4
16,1898,46337,11.4
17,1898,46337,11.4
18,1898,46337,11.4
19,1898,46337,11.4
20,1898,46337,11.4
12,1900,31241,7.57
13,1900,31241,7.57
14,1900,31241,7.57
15,1900,31241,7.57
16,1900,31241,7.57
17,1900,31241,7.57
18,1900,31241,7.57
19,1900,31241,7.57
20,1900,31241,7.57
12,1901,32640,7.63
13,1901,32640,7.63
14,1901,32640,7.63
15,1901,32640,7.63
16,1901,32640,7.63
17,1901,32640,7.63
18,1901,32640,7.63
19,1901,32640,7.63
20,1901,32640,7.63
12,1911,35307,7.38
13,1911,35307,7.38
14,1911,35307,7.38
15,1911,35307,7.38
16,1911,35307,7.38
17,1911,35307,7.38
18,1911,35307,7.38
19,1911,35307,7.38
20,1911,35307,7.38
12,1921,61738,12.12
13,1921,61738,12.12
14,1921,61738,12.12
15,1921,61738,12.12
16,1921,61738,12.12
17,1921,61738,12.12
18,1921,61738,12.12
19,1921,61738,12.12
20,1921,61738,12.12
12,1931,38059,6.82
13,1931,38059,6.82
14,1931,38059,6.82
15,1931,38059,6.82
16,1931,38059,6.82
17,1931,38059,6.82
18,1931,38059,6.82
19,1931,38059,6.82
20,1931,38059,6.82
41,1863,6178,6.96
42,1863,6178,6.96
43,1863,6178,6.96
44,1863,6178,6.96
41,1864,6284,7.05
42,1864,6284,7.05
43,1864,6284,7.05
44,1864,6284,7.05
41,1865,6685,7.47
42,1865,6685,7.47
43,1865,6685,7.47
44,1865,6685,7.47
41,1866,3401,3.78
42,1866,3401,3.78
43,1866,3401,3.78
44,1866,3401,3.78
41,1867,3838,4.26
42,1867,3838,4.26
43,1867,3838,4.26
44,1867,3838,4.26
41,1868,3593,3.97
42,1868,3593,3.97
43,1868,3593,3.97
44,1868,3593,3.97
41,1869,4142,4.56
42,1869,4142,4.56
43,1869,4142,4.56
44,1869,4142,4.56
41,1870,3927,4.31
42,1870,3927,4.31
43,1870,3927,4.31
44,1870,3927,4.31
41,1871,3886,4.25
42,1871,3886,4.25
43,1871,3886,4.25
44,1871,3886,4.25
41,1872,4813,5.24
42,1872,4813,5.24
43,1872,4813,5.24
44,1872,4813,5.24
41,1873,5648,6.14
42,1873,5648,6.14
43,1873,5648,6.14
44,1873,5648,6.14
41,1874,5768,6.25
42,1874,5768,6.25
43,1874,5768,6.25
44,1874,5768,6.25
41,1875,7290,7.88
42,1875,7290,7.88
43,1875,7290,7.88
44,1875,7290,7.88
41,1876,6791,7.32
42,1876,6791,7.32
43,1876,6791,7.32
44,1876,6791,7.32
41,1877,6984,7.51
42,1877,6984,7.51
43,1877,6984,7.51
44,1877,6984,7.51
41,1878,6685,7.17
42,1878,6685,7.17
43,1878,6685,7.17
44,1878,6685,7.17
41,1879,7333,7.85
42,1879,7333,7.85
43,1879,7333,7.85
44,1879,7333,7.85
41,1880,6606,7.05
42,1880,6606,7.05
43,1880,6606,7.05
44,1880,6606,7.05
41,1881,7473,7.96
42,1881,7473,7.96
43,1881,7473,7.96
44,1881,7473,7.96
41,1882,5481,8.11
42,1882,5481,8.11
43,1882,5481,8.11
44,1882,5481,8.11
41,1883,4881,5.13
42,1883,4881,5.13
43,1883,4881,5.13
44,1883,4881,5.13
41,1885,5904,8.2
42,1885,5904,8.2
43,1885,5904,8.2
44,1885,5904,8.2
41,1887,1669,1.71
42,1887,1669,1.71
43,1887,1669,1.71
44,1887,1669,1.71
41,1890,6004,7.93
42,1890,6004,7.93
43,1890,6004,7.93
44,1890,6004,7.93
41,1891,7732,7.73
42,1891,7732,7.73
43,1891,7732,7.73
44,1891,7732,7.73
41,1894,8263,8.12
42,1894,8263,8.12
43,1894,8263,8.12
44,1894,8263,8.12
41,1897,17283,16.68
42,1897,17283,16.68
43,1897,17283,16.68
44,1897,17283,16.68
41,1898,11817,11.34
42,1898,11817,11.34
43,1898,11817,11.34
44,1898,11817,11.34
41,1900,683,0.86
42,1900,683,0.86
43,1900,683,0.86
44,1900,683,0.86
41,1901,7377,6.96
42,1901,7377,6.96
43,1901,7377,6.96
44,1901,7377,6.96
41,1911,8662,7.93
42,1911,8662,7.93
43,1911,8662,7.93
44,1911,8662,7.93
41,1921,13996,12.24
42,1921,13996,12.24
43,1921,13996,12.24
44,1921,13996,12.24
41,1931,8806,7.23
42,1931,8806,7.23
43,1931,8806,7.23
44,1931,8806,7.23
1,1863,24031,8.61
2,1863,24031,8.61
3,1863,24031,8.61
4,1863,24031,8.61
5,1863,24031,8.61
6,1863,24031,8.61
7,1863,24031,8.61
1,1864,24149,8.62
2,1864,24149,8.62
3,1864,24149,8.62
4,1864,24149,8.62
5,1864,24149,8.62
6,1864,24149,8.62
7,1864,24149,8.62
1,1865,28942,10.27
2,1865,28942,10.27
3,1865,28942,10.27
4,1865,28942,10.27
5,1865,28942,10.27
6,1865,28942,10.27
7,1865,28942,10.27
1,1866,17605,6.22
2,1866,17605,6.22
3,1866,17605,6.22
4,1866,17605,6.22
5,1866,17605,6.22
6,1866,17605,6.22
7,1866,17605,6.22
1,1867,20103,7.07
2,1867,20103,7.07
3,1867,20103,7.07
4,1867,20103,7.07
5,1867,20103,7.07
6,1867,20103,7.07
7,1867,20103,7.07
1,1868,21617,7.56
2,1868,21617,7.56
3,1868,21617,7.56
4,1868,21617,7.56
5,1868,21617,7.56
6,1868,21617,7.56
7,1868,21617,7.56
1,1869,22724,7.91
2,1869,22724,7.91
3,1869,22724,7.91
4,1869,22724,7.91
5,1869,22724,7.91
6,1869,22724,7.91
7,1869,22724,7.91
1,1870,22806,7.9
2,1870,22806,7.9
3,1870,22806,7.9
4,1870,22806,7.9
5,1870,22806,7.9
6,1870,22806,7.9
7,1870,22806,7.9
1,1871,23904,8.24
2,1871,23904,8.24
3,1871,23904,8.24
4,1871,23904,8.24
5,1871,23904,8.24
6,1871,23904,8.24
7,1871,23904,8.24
1,1872,24091,8.26
2,1872,24091,8.26
3,1872,24091,8.26
4,1872,24091,8.26
5,1872,24091,8.26
6,1872,24091,8.26
7,1872,24091,8.26
1,1873,23062,7.86
2,1873,23062,7.86
3,1873,23062,7.86
4,1873,23062,7.86
5,1873,23062,7.86
6,1873,23062,7.86
7,1873,23062,7.86
1,1874,23835,8.08
2,1874,23835,8.08
3,1874,23835,8.08
4,1874,23835,8.08
5,1874,23835,8.08
6,1874,23835,8.08
7,1874,23835,8.08
1,1875,25666,8.65
2,1875,25666,8.65
3,1875,25666,8.65
4,1875,25666,8.65
5,1875,25666,8.65
6,1875,25666,8.65
7,1875,25666,8.65
1,1876,25308,8.48
2,1876,25308,8.48
3,1876,25308,8.48
4,1876,25308,8.48
5,1876,25308,8.48
6,1876,25308,8.48
7,1876,25308,8.48
1,1877,22700,7.56
2,1877,22700,7.56
3,1877,22700,7.56
4,1877,22700,7.56
5,1877,22700,7.56
6,1877,22700,7.56
7,1877,22700,7.56
1,1878,23919,7.92
2,1878,23919,7.92
3,1878,23919,7.92
4,1878,23919,7.92
5,1878,23919,7.92
6,1878,23919,7.92
7,1878,23919,7.92
1,1879,24068,7.93
2,1879,24068,7.93
3,1879,24068,7.93
4,1879,24068,7.93
5,1879,24068,7.93
6,1879,24068,7.93
7,1879,24068,7.93
1,1880,22639,7.42
2,1880,22639,7.42
3,1880,22639,7.42
4,1880,22639,7.42
5,1880,22639,7.42
6,1880,22639,7.42
7,1880,22639,7.42
1,1881,23615,7.69
2,1881,23615,7.69
3,1881,23615,7.69
4,1881,23615,7.69
5,1881,23615,7.69
6,1881,23615,7.69
7,1881,23615,7.69
1,1882,14361,5.87
2,1882,14361,5.87
3,1882,14361,5.87
4,1882,14361,5.87
5,1882,14361,5.87
6,1882,14361,5.87
7,1882,14361,5.87
1,1883,11751,3.79
2,1883,11751,3.79
3,1883,11751,3.79
4,1883,11751,3.79
5,1883,11751,3.79
6,1883,11751,3.79
7,1883,11751,3.79
1,1885,15450,4.95
2,1885,15450,4.95
3,1885,15450,4.95
4,1885,15450,4.95
5,1885,15450,4.95
6,1885,15450,4.95
7,1885,15450,4.95
1,1887,3744,1.19
2,1887,3744,1.19
3,1887,3744,1.19
4,1887,3744,1.19
5,1887,3744,1.19
6,1887,3744,1.19
7,1887,3744,1.19
1,1890,20077,6.31
2,1890,20077,6.31
3,1890,20077,6.31
4,1890,20077,6.31
5,1890,20077,6.31
6,1890,20077,6.31
7,1890,20077,6.31
1,1891,21689,6.79
2,1891,21689,6.79
3,1891,21689,6.79
4,1891,21689,6.79
5,1891,21689,6.79
6,1891,21689,6.79
7,1891,21689,6.79
1,1894,23199,7.19
2,1894,23199,7.19
3,1894,23199,7.19
4,1894,23199,7.19
5,1894,23199,7.19
6,1894,23199,7.19
7,1894,23199,7.19
1,1897,32266,9.88
2,1897,32266,9.88
3,1897,32266,9.88
4,1897,32266,9.88
5,1897,32266,9.88
6,1897,32266,9.88
7,1897,32266,9.88
1,1898,33747,10.29
2,1898,33747,10.29
3,1898,33747,10.29
4,1898,33747,10.29
5,1898,33747,10.29
6,1898,33747,10.29
7,1898,33747,10.29
1,1900,16137,7.39
2,1900,16137,7.39
3,1900,16137,7.39
4,1900,16137,7.39
5,1900,16137,7.39
6,1900,16137,7.39
7,1900,16137,7.39
1,1901,24703,7.46
2,1901,24703,7.46
3,1901,24703,7.46
4,1901,24703,7.46
5,1901,24703,7.46
6,1901,24703,7.46
7,1901,24703,7.46
1,1911,25002,7.33
2,1911,25002,7.33
3,1911,25002,7.33
4,1911,25002,7.33
5,1911,25002,7.33
6,1911,25002,7.33
7,1911,25002,7.33
1,1921,42571,12.62
2,1921,42571,12.62
3,1921,42571,12.62
4,1921,42571,12.62
5,1921,42571,12.62
6,1921,42571,12.62
7,1921,42571,12.62
1,1931,23814,6.81
2,1931,23814,6.81
3,1931,23814,6.81
4,1931,23814,6.81
5,1931,23814,6.81
6,1931,23814,6.81
7,1931,23814,6.81
71,1863,10861,8.13
72,1863,10861,8.13
73,1863,10861,8.13
74,1863,10861,8.13
75,1863,10861,8.13
71,1864,10732,7.97
72,1864,10732,7.97
73,1864,10732,7.97
74,1864,10732,7.97
75,1864,10732,7.97
71,1865,13222,9.74
72,1865,13222,9.74
73,1865,13222,9.74
74,1865,13222,9.74
75,1865,13222,9.74
71,1866,10479,7.66
72,1866,10479,7.66
73,1866,10479,7.66
74,1866,10479,7.66
75,1866,10479,7.66
71,1867,11372,8.25
72,1867,11372,8.25
73,1867,11372,8.25
74,1867,11372,8.25
75,1867,11372,8.25
71,1868,12772,9.19
72,1868,12772,9.19
73,1868,12772,9.19
74,1868,12772,9.19
75,1868,12772,9.19
71,1869,13878,9.91
72,1869,13878,9.91
73,1869,13878,9.91
74,1869,13878,9.91
75,1869,13878,9.91
71,1870,10422,7.39
72,1870,10422,7.39
73,1870,10422,7.39
74,1870,10422,7.39
75,1870,10422,7.39
71,1871,11656,8.2
72,1871,11656,8.2
73,1871,11656,8.2
74,1871,11656,8.2
75,1871,11656,8.2
71,1872,12405,8.63
72,1872,12405,8.63
73,1872,12405,8.63
74,1872,12405,8.63
75,1872,12405,8.63
71,1873,12693,8.73
72,1873,12693,8.73
73,1873,12693,8.73
74,1873,12693,8.73
75,1873,12693,8.73
71,1874,11224,7.63
72,1874,11224,7.63
73,1874,11224,7.63
74,1874,11224,7.63
75,1874,11224,7.63
71,1875,14145,9.5
72,1875,14145,9.5
73,1875,14145,9.5
74,1875,14145,9.5
75,1875,14145,9.5
71,1876,13507,8.97
72,1876,13507,8.97
73,1876,13507,8.97
74,1876,13507,8.97
75,1876,13507,8.97
71,1877,14206,9.34
72,1877,14206,9.34
73,1877,14206,9.34
74,1877,14206,9.34
75,1877,14206,9.34
71,1878,12086,7.85
72,1878,12086,7.85
73,1878,12086,7.85
74,1878,12086,7.85
75,1878,12086,7.85
71,1879,14547,9.36
72,1879,14547,9.36
73,1879,14547,9.36
74,1879,14547,9.36
75,1879,14547,9.36
71,1880,12480,7.94
72,1880,12480,7.94
73,1880,12480,7.94
74,1880,12480,7.94
75,1880,12480,7.94
71,1881,16202,10.19
72,1881,16202,10.19
73,1881,16202,10.19
74,1881,16202,10.19
75,1881,16202,10.19
71,1882,8188,8.89
72,1882,8188,8.89
73,1882,8188,8.89
74,1882,8188,8.89
75,1882,8188,8.89
71,1883,11800,7.26
72,1883,11800,7.26
73,1883,11800,7.26
74,1883,11800,7.26
75,1883,11800,7.26
71,1885,9303,8.63
72,1885,9303,8.63
73,1885,9303,8.63
74,1885,9303,8.63
75,1885,9303,8.63
71,1887,1947,1.15
72,1887,1947,1.15
73,1887,1947,1.15
74,1887,1947,1.15
75,1887,1947,1.15
71,1890,7538,6.66
72,1890,7538,6.66
73,1890,7538,6.66
74,1890,7538,6.66
75,1890,7538,6.66
71,1891,14077,7.94
72,1891,14077,7.94
73,1891,14077,7.94
74,1891,14077,7.94
75,1891,14077,7.94
71,1894,14373,7.86
72,1894,14373,7.86
73,1894,14373,7.86
74,1894,14373,7.86
75,1894,14373,7.86
71,1897,37322,19.82
72,1897,37322,19.82
73,1897,37322,19.82
74,1897,37322,19.82
75,1897,37322,19.82
71,1898,26388,13.88
72,1898,26388,13.88
73,1898,26388,13.88
74,1898,26388,13.88
75,1898,26388,13.88
71,1900,3873,3.12
72,1900,3873,3.12
73,1900,3873,3.12
74,1900,3873,3.12
75,1900,3873,3.12
71,1901,11945,6.11
72,1901,11945,6.11
73,1901,11945,6.11
74,1901,11945,6.11
75,1901,11945,6.11
71,1911,16941,7.96
72,1911,16941,7.96
73,1911,16941,7.96
74,1911,16941,7.96
75,1911,16941,7.96
71,1921,24647,10.82
72,1921,24647,10.82
73,1921,24647,10.82
74,1921,24647,10.82
75,1921,24647,10.82
71,1931,16694,6.72
72,1931,16694,6.72
73,1931,16694,6.72
74,1931,16694,6.72
75,1931,16694,6.72
90,1863,5228,8.75
91,1863,5228,8.75
92,1863,5228,8.75
90,1864,5461,9.06
91,1864,5461,9.06
92,1864,5461,9.06
90,1865,6331,10.42
91,1865,6331,10.42
92,1865,6331,10.42
90,1866,2222,3.63
91,1866,2222,3.63
92,1866,2222,3.63
90,1867,3197,5.18
91,1867,3197,5.18
92,1867,3197,5.18
90,1868,3387,5.45
91,1868,3387,5.45
92,1868,3387,5.45
90,1869,4137,6.6
91,1869,4137,6.6
92,1869,4137,6.6
90,1870,4236,6.71
91,1870,4236,6.71
92,1870,4236,6.71
90,1871,4064,6.38
91,1871,4064,6.38
92,1871,4064,6.38
90,1872,4401,6.87
91,1872,4401,6.87
92,1872,4401,6.87
90,1873,4807,7.45
91,1873,4807,7.45
92,1873,4807,7.45
90,1874,5523,8.49
91,1874,5523,8.49
92,1874,5523,8.49
90,1875,5218,7.97
91,1875,5218,7.97
92,1875,5218,7.97
90,1876,4525,6.86
91,1876,4525,6.86
92,1876,4525,6.86
90,1877,4458,6.72
91,1877,4458,6.72
92,1877,4458,6.72
90,1878,4395,6.58
91,1878,4395,6.58
92,1878,4395,6.58
90,1879,4640,6.89
91,1879,4640,6.89
92,1879,4640,6.89
90,1880,4784,7.06
91,1880,4784,7.06
92,1880,4784,7.06
90,1881,4993,7.33
91,1881,4993,7.33
92,1881,4993,7.33
90,1882,5026,7.32
91,1882,5026,7.32
92,1882,5026,7.32
90,1883,4296,6.2
91,1883,4296,6.2
92,1883,4296,6.2
90,1885,3256,7.52
91,1885,3256,7.52
92,1885,3256,7.52
90,1887,528,0.74
91,1887,528,0.74
92,1887,528,0.74
90,1890,5436,7.44
91,1890,5436,7.44
92,1890,5436,7.44
90,1891,5413,7.35
91,1891,5413,7.35
92,1891,5413,7.35
90,1894,5320,7.07
91,1894,5320,7.07
92,1894,5320,7.07
90,1898,8954,11.56
91,1898,8954,11.56
92,1898,8954,11.56
90,1900,7624,9.71
91,1900,7624,9.71
92,1900,7624,9.71
90,1901,5676,7.18
91,1901,5676,7.18
92,1901,5676,7.18
90,1911,5895,6.93
91,1911,5895,6.93
92,1911,5895,6.93
90,1921,8558,9.99
91,1921,8558,9.99
92,1921,8558,9.99
90,1931,5600,5.76
91,1931,5600,5.76
92,1931,5600,5.76
81,1863,15398,6.61
82,1863,15398,6.61
83,1863,15398,6.61
84,1863,15398,6.61
85,1863,15398,6.61
86,1863,15398,6.61
87,1863,15398,6.61
88,1863,15398,6.61
89,1863,15398,6.61
81,1864,17272,7.32
82,1864,17272,7.32
83,1864,17272,7.32
84,1864,17272,7.32
85,1864,17272,7.32
86,1864,17272,7.32
87,1864,17272,7.32
88,1864,17272,7.32
89,1864,17272,7.32
81,1865,17771,7.44
82,1865,17771,7.44
83,1865,17771,7.44
84,1865,17771,7.44
85,1865,17771,7.44
86,1865,17771,7.44
87,1865,17771,7.44
88,1865,17771,7.44
89,1865,17771,7.44
81,1866,8954,3.7
82,1866,8954,3.7
83,1866,8954,3.7
84,1866,8954,3.7
85,1866,8954,3.7
86,1866,8954,3.7
87,1866,8954,3.7
88,1866,8954,3.7
89,1866,8954,3.7
81,1867,11216,4.58
82,1867,11216,4.58
83,1867,11216,4.58
84,1867,11216,4.58
85,1867,11216,4.58
86,1867,11216,4.58
87,1867,11216,4.58
88,1867,11216,4.58
89,1867,11216,4.58
81,1868,16057,6.48
82,1868,16057,6.48
83,1868,16057,6.48
84,1868,16057,6.48
85,1868,16057,6.48
86,1868,16057,6.48
87,1868,16057,6.48
88,1868,16057,6.48
89,1868,16057,6.48
81,1869,22461,8.96
82,1869,22461,8.96
83,1869,22461,8.96
84,1869,22461,8.96
85,1869,22461,8.96
86,1869,22461,8.96
87,1869,22461,8.96
88,1869,22461,8.96
89,1869,22461,8.96
81,1870,19942,7.86
82,1870,19942,7.86
83,1870,19942,7.86
84,1870,19942,7.86
85,1870,19942,7.86
86,1870,19942,7.86
87,1870,19942,7.86
88,1870,19942,7.86
89,1870,19942,7.86
81,1871,21697,8.45
82,1871,21697,8.45
83,1871,21697,8.45
84,1871,21697,8.45
85,1871,21697,8.45
86,1871,21697,8.45
87,1871,21697,8.45
88,1871,21697,8.45
89,1871,21697,8.45
81,1872,22607,8.68
82,1872,22607,8.68
83,1872,22607,8.68
84,1872,22607,8.68
85,1872,22607,8.68
86,1872,22607,8.68
87,1872,22607,8.68
88,1872,22607,8.68
89,1872,22607,8.68
81,1873,23309,8.83
82,1873,23309,8.83
83,1873,23309,8.83
84,1873,23309,8.83
85,1873,23309,8.83
86,1873,23309,8.83
87,1873,23309,8.83
88,1873,23309,8.83
89,1873,23309,8.83
81,1874,21075,7.88
82,1874,21075,7.88
83,1874,21075,7.88
84,1874,21075,7.88
85,1874,21075,7.88
86,1874,21075,7.88
87,1874,21075,7.88
88,1874,21075,7.88
89,1874,21075,7.88
81,1875,22595,8.33
82,1875,22595,8.33
83,1875,22595,8.33
84,1875,22595,8.33
85,1875,22595,8.33
86,1875,22595,8.33
87,1875,22595,8.33
88,1875,22595,8.33
89,1875,22595,8.33
81,1876,22065,8.03
82,1876,22065,8.03
83,1876,22065,8.03
84,1876,22065,8.03
85,1876,22065,8.03
86,1876,22065,8.03
87,1876,22065,8.03
88,1876,22065,8.03
89,1876,22065,8.03
81,1877,22191,7.97
82,1877,22191,7.97
83,1877,22191,7.97
84,1877,22191,7.97
85,1877,22191,7.97
86,1877,22191,7.97
87,1877,22191,7.97
88,1877,22191,7.97
89,1877,22191,7.97
81,1878,21015,7.45
82,1878,21015,7.45
83,1878,21015,7.45
84,1878,21015,7.45
85,1878,21015,7.45
86,1878,21015,7.45
87,1878,21015,7.45
88,1878,21015,7.45
89,1878,21015,7.45
81,1879,21510,7.53
82,1879,21510,7.53
83,1879,21510,7.53
84,1879,21510,7.53
85,1879,21510,7.53
86,1879,21510,7.53
87,1879,21510,7.53
88,1879,21510,7.53
89,1879,21510,7.53
81,1880,20415,7.06
82,1880,20415,7.06
83,1880,20415,7.06
84,1880,20415,7.06
85,1880,20415,7.06
86,1880,20415,7.06
87,1880,20415,7.06
88,1880,20415,7.06
89,1880,20415,7.06
81,1881,26088,8.91
82,1881,26088,8.91
83,1881,26088,8.91
84,1881,26088,8.91
85,1881,26088,8.91
86,1881,26088,8.91
87,1881,26088,8.91
88,1881,26088,8.91
89,1881,26088,8.91
81,1882,17913,7.8
82,1882,17913,7.8
83,1882,17913,7.8
84,1882,17913,7.8
85,1882,17913,7.8
86,1882,17913,7.8
87,1882,17913,7.8
88,1882,17913,7.8
89,1882,17913,7.8
81,1883,19915,6.67
82,1883,19915,6.67
83,1883,19915,6.67
84,1883,19915,6.67
85,1883,19915,6.67
86,1883,19915,6.67
87,1883,19915,6.67
88,1883,19915,6.67
89,1883,19915,6.67
81,1885,22853,8.39
82,1885,22853,8.39
83,1885,22853,8.39
84,1885,22853,8.39
85,1885,22853,8.39
86,1885,22853,8.39
87,1885,22853,8.39
88,1885,22853,8.39
89,1885,22853,8.39
81,1887,2586,0.83
82,1887,2586,0.83
83,1887,2586,0.83
84,1887,2586,0.83
85,1887,2586,0.83
86,1887,2586,0.83
87,1887,2586,0.83
88,1887,2586,0.83
89,1887,2586,0.83
81,1890,23351,7.31
82,1890,23351,7.31
83,1890,23351,7.31
84,1890,23351,7.31
85,1890,23351,7.31
86,1890,23351,7.31
87,1890,23351,7.31
88,1890,23351,7.31
89,1890,23351,7.31
81,1891,24910,7.72
82,1891,24910,7.72
83,1891,24910,7.72
84,1891,24910,7.72
85,1891,24910,7.72
86,1891,24910,7.72
87,1891,24910,7.72
88,1891,24910,7.72
89,1891,24910,7.72
81,1894,22748,6.86
82,1894,22748,6.86
83,1894,22748,6.86
84,1894,22748,6.86
85,1894,22748,6.86
86,1894,22748,6.86
87,1894,22748,6.86
88,1894,22748,6.86
89,1894,22748,6.86
81,1897,58,0.18
82,1897,58,0.18
83,1897,58,0.18
84,1897,58,0.18
85,1897,58,0.18
86,1897,58,0.18
87,1897,58,0.18
88,1897,58,0.18
89,1897,58,0.18
81,1898,41332,12.03
82,1898,41332,12.03
83,1898,41332,12.03
84,1898,41332,12.03
85,1898,41332,12.03
86,1898,41332,12.03
87,1898,41332,12.03
88,1898,41332,12.03
89,1898,41332,12.03
81,1900,21789,8.03
82,1900,21789,8.03
83,1900,21789,8.03
84,1900,21789,8.03
85,1900,21789,8.03
86,1900,21789,8.03
87,1900,21789,8.03
88,1900,21789,8.03
89,1900,21789,8.03
81,1901,26650,7.56
82,1901,26650,7.56
83,1901,26650,7.56
84,1901,26650,7.56
85,1901,26650,7.56
86,1901,26650,7.56
87,1901,26650,7.56
88,1901,26650,7.56
89,1901,26650,7.56
81,1911,27986,7.7
82,1911,27986,7.7
83,1911,27986,7.7
84,1911,27986,7.7
85,1911,27986,7.7
86,1911,27986,7.7
87,1911,27986,7.7
88,1911,27986,7.7
89,1911,27986,7.7
81,1921,39263,9.76
82,1921,39263,9.76
83,1921,39263,9.76
84,1921,39263,9.76
85,1921,39263,9.76
86,1921,39263,9.76
87,1921,39263,9.76
88,1921,39263,9.76
89,1921,39263,9.76
81,1931,25308,6.5
82,1931,25308,6.5
83,1931,25308,6.5
84,1931,25308,6.5
85,1931,25308,6.5
86,1931,25308,6.5
87,1931,25308,6.5
88,1931,25308,6.5
89,1931,25308,6.5
45,1863,17970,8.98
46,1863,17970,8.98
47,1863,17970,8.98
48,1863,17970,8.98
49,1863,17970,8.98
50,1863,17970,8.98
51,1863,17970,8.98
52,1863,17970,8.98
53,1863,17970,8.98
45,1864,16298,8.07
46,1864,16298,8.07
47,1864,16298,8.07
48,1864,16298,8.07
49,1864,16298,8.07
50,1864,16298,8.07
51,1864,16298,8.07
52,1864,16298,8.07
53,1864,16298,8.07
45,1865,20035,9.84
46,1865,20035,9.84
47,1865,20035,9.84
48,1865,20035,9.84
49,1865,20035,9.84
50,1865,20035,9.84
51,1865,20035,9.84
52,1865,20035,9.84
53,1865,20035,9.84
45,1866,9435,4.59
46,1866,9435,4.59
47,1866,9435,4.59
48,1866,9435,4.59
49,1866,9435,4.59
50,1866,9435,4.59
51,1866,9435,4.59
52,1866,9435,4.59
53,1866,9435,4.59
45,1867,11832,5.71
46,1867,11832,5.71
47,1867,11832,5.71
48,1867,11832,5.71
49,1867,11832,5.71
50,1867,11832,5.71
51,1867,11832,5.71
52,1867,11832,5.71
53,1867,11832,5.71
45,1868,12327,5.9
46,1868,12327,5.9
47,1868,12327,5.9
48,1868,12327,5.9
49,1868,12327,5.9
50,1868,12327,5.9
51,1868,12327,5.9
52,1868,12327,5.9
53,1868,12327,5.9
45,1869,13797,6.55
46,1869,13797,6.55
47,1869,13797,6.55
48,1869,13797,6.55
49,1869,13797,6.55
50,1869,13797,6.55
51,1869,13797,6.55
52,1869,13797,6.55
53,1869,13797,6.55
45,1870,13917,6.55
46,1870,13917,6.55
47,1870,13917,6.55
48,1870,13917,6.55
49,1870,13917,6.55
50,1870,13917,6.55
51,1870,13917,6.55
52,1870,13917,6.55
53,1870,13917,6.55
45,1871,14350,6.7
46,1871,14350,6.7
47,1871,14350,6.7
48,1871,14350,6.7
49,1871,14350,6.7
50,1871,14350,6.7
51,1871,14350,6.7
52,1871,14350,6.7
53,1871,14350,6.7
45,1872,14662,6.83
46,1872,14662,6.83
47,1872,14662,6.83
48,1872,14662,6.83
49,1872,14662,6.83
50,1872,14662,6.83
51,1872,14662,6.83
52,1872,14662,6.83
53,1872,14662,6.83
45,1873,15311,7.11
46,1873,15311,7.11
47,1873,15311,7.11
48,1873,15311,7.11
49,1873,15311,7.11
50,1873,15311,7.11
51,1873,15311,7.11
52,1873,15311,7.11
53,1873,15311,7.11
45,1874,15464,7.15
46,1874,15464,7.15
47,1874,15464,7.15
48,1874,15464,7.15
49,1874,15464,7.15
50,1874,15464,7.15
51,1874,15464,7.15
52,1874,15464,7.15
53,1874,15464,7.15
45,1875,17399,8.03
46,1875,17399,8.03
47,1875,17399,8.03
48,1875,17399,8.03
49,1875,17399,8.03
50,1875,17399,8.03
51,1875,17399,8.03
52,1875,17399,8.03
53,1875,17399,8.03
45,1876,17849,8.21
46,1876,17849,8.21
47,1876,17849,8.21
48,1876,17849,8.21
49,1876,17849,8.21
50,1876,17849,8.21
51,1876,17849,8.21
52,1876,17849,8.21
53,1876,17849,8.21
45,1877,15552,7.13
46,1877,15552,7.13
47,1877,15552,7.13
48,1877,15552,7.13
49,1877,15552,7.13
50,1877,15552,7.13
51,1877,15552,7.13
52,1877,15552,7.13
53,1877,15552,7.13
45,1878,13721,6.27
46,1878,13721,6.27
47,1878,13721,6.27
48,1878,13721,6.27
49,1878,13721,6.27
50,1878,13721,6.27
51,1878,13721,6.27
52,1878,13721,6.27
53,1878,13721,6.27
45,1879,15658,7.13
46,1879,15658,7.13
47,1879,15658,7.13
48,1879,15658,7.13
49,1879,15658,7.13
50,1879,15658,7.13
51,1879,15658,7.13
52,1879,15658,7.13
53,1879,15658,7.13
45,1880,14415,6.55
46,1880,14415,6.55
47,1880,14415,6.55
48,1880,14415,6.55
49,1880,14415,6.55
50,1880,14415,6.55
51,1880,14415,6.55
52,1880,14415,6.55
53,1880,14415,6.55
45,1881,17055,7.72
46,1881,17055,7.72
